symbol,status,days,note
NATCOPHARM,ok,1804,
NATIONALUM,ok,1805,
NAUKRI,ok,1805,
NAVA,ok,1804,
NAVINFLUOR,ok,1804,
NAZARA,ok,1352,
NBCC,ok,1805,
NCC,ok,1805,
NEOGEN,ok,1804,
NESCO,ok,1802,
NESTLEIND,ok,1805,
NETWEB,ok,775,
NETWORK18,ok,1805,
NEULANDLAB,ok,1804,
NEWGEN,ok,1804,
NFL,ok,1804,
NH,ok,1804,
NHPC,ok,1805,
NIACL,ok,1805,
NIVABUPA,ok,455,
NLCINDIA,ok,1805,
NMDC,ok,1805,
NSLNISP,ok,881,
NTPC,ok,1805,
NTPCGREEN,ok,449,
NUVAMA,ok,734,
NUVOCO,ok,1255,
NYKAA,ok,1200,
OBEROIRLTY,ok,1804,
OFSS,ok,1805,
OIL,ok,1805,
OLAELEC,ok,523,
OLECTRA,ok,1804,
ONESOURCE,ok,408,
ONGC,ok,1805,
OPTIEMUS,ok,1803,
ORIENTCEM,ok,1804,
ORKLAINDIA,ok,215,
OSWALPUMPS,ok,309,
PAGEIND,ok,1803,
PARADEEP,ok,1065,
PARAS,ok,1226,
PARKHOSPS,ok,186,
PATANJALI,ok,1805,
PAYTM,ok,1194,
PCBL,ok,1804,
PCJEWELLER,ok,1805,
PERSISTENT,ok,1805,
PETRONET,ok,1804,
PFC,ok,1805,
PFIZER,ok,1803,
PFOCUS,ok,1803,
PGEL,ok,1805,
PGIL,ok,1805,
PHOENIXLTD,ok,1803,
PICCADIL,ok,301,
PIDILITIND,ok,1805,
PIIND,ok,1805,
PINELABS,ok,209,
PIRAMALFIN,ok,214,
PNB,ok,1805,
PNBHOUSING,ok,1804,
PNCINFRA,ok,1804,
PNGJL,ok,497,
POLICYBZR,ok,1196,
POLYCAB,ok,1805,
POLYMED,ok,1805,
POONAWALLA,ok,1805,
POWERGRID,ok,1804,
POWERINDIA,ok,1601,
POWERMECH,ok,1803,
PPLPHARMA,ok,966,
PRAJIND,ok,1804,
PREMIERENE,ok,507,
PRESTIGE,ok,1805,
PRICOLLTD,ok,1803,
PRIVISCL,ok,1803,
PRSMJOHNSN,ok,1803,
PRUDENT,ok,1069,
PTC,ok,1805,
PTCIL,ok,807,
PURVA,ok,1803,
PVRINOX,ok,1804,
PWL,ok,207,
QPOWER,ok,386,
QUESS,ok,1805,
RADICO,ok,1804,
RAILTEL,ok,1372,
RAIN,ok,1804,
RAINBOW,ok,1077,
RALLIS,ok,1805,
RAMCOCEM,ok,1803,
RATEGAIN,ok,1173,
RATNAMANI,ok,1803,
RAYMONDLSL,ok,505,
RBA,ok,1423,
RBLBANK,ok,1804,
RCF,ok,1804,
RECLTD,ok,1805,
REDINGTON,ok,1805,
REDTAPE,ok,764,
REFEX,ok,1804,
RELAXO,ok,1803,
RELIANCE,ok,1805,
RELIGARE,ok,1803,
RENUKA,ok,1805,
RHIM,ok,1803,
RITES,ok,1804,
RKFORGE,ok,1805,
ROUTE,ok,1482,
RPOWER,ok,1805,
RRKABEL,ok,736,
RTNINDIA,ok,1805,
RTNPOWER,ok,1805,
RUBICON,ok,226,
RVNL,ok,1804,
SAATVIKGL,ok,241,
SAFARI,ok,1734,
SAGILITY,ok,458,
SAIL,ok,1805,
SAILIFE,ok,434,
SAMHI,ok,736,
SAMMAANCAP,ok,1805,
SANDUMA,ok,747,
SANOFICONR,ok,498,
SANSERA,ok,1231,
SAPPHIRE,ok,1194,
SARDAEN,ok,1804,
SAREGAMA,ok,1803,
SBFC,ok,761,
SBICARD,ok,1611,
SBILIFE,ok,1805,
SBIN,ok,1805,
SCHAEFFLER,ok,1804,
SCHNEIDER,ok,1804,
SCI,ok,1805,
SENCO,ok,784,
SFL,ok,1804,
SHAILY,ok,1102,
SHAKTIPUMP,ok,1805,
SHARDACROP,ok,1804,
SHAREINDIA,ok,1482,
SHILPAMED,ok,1805,
SHREECEM,ok,1805,
SHRIPISTON,ok,1803,
SHRIRAMFIN,ok,1805,
SHYAMMETL,ok,1295,
SIEMENS,ok,1804,
SIGNATURE,ok,731,
SJVN,ok,1804,
SKFINDIA,ok,1805,
SKFINDUS,ok,191,
SKIPPER,ok,1804,
SKYGOLD,ok,912,
SMARTWORKS,ok,289,
SMLMAH,ok,1805,
SOBHA,ok,1804,
SOLARINDS,ok,1804,
SONACOMS,ok,1295,
SONATSOFTW,ok,1805,
SOUTHBANK,ok,1805,
SPARC,ok,1805,
SPLPETRO,ok,1804,
SRF,ok,1804,
STAR,ok,1805,
STARCEMENT,ok,1803,
STARHEALTH,ok,1179,
STLTECH,ok,1804,
STYL,ok,239,
STYRENIX,ok,1804,
SUBROS,ok,1803,
SUDARSCHEM,ok,1804,
SUDEEPPHRM,ok,199,
SUMICHEM,ok,1644,
SUNDARMFIN,ok,1804,
SUNPHARMA,ok,1805,
SUNTECK,ok,1804,
SUNTV,ok,1804,
SUPREMEIND,ok,1804,
SUPRIYA,ok,1166,
SURYAROSNI,ok,1805,
SUZLON,ok,1805,
SWANCORP,ok,1805,
SWIGGY,ok,457,
SWSOLAR,ok,1751,
SYNGENE,ok,1805,
SYRMA,ok,1002,
TANLA,ok,1805,
TARC,ok,1419,
TARIL,ok,1805,
TATACAP,ok,231,
TATACHEM,ok,1805,
TATACOMM,ok,1804,
TATACONSUM,ok,1805,
TATAELXSI,ok,1805,
TATAINVEST,ok,1805,
TATAPOWER,ok,1805,
TATASTEEL,ok,1805,
TATATECH,ok,692,
TBOTEK,ok,582,
TCS,ok,1805,
TDPOWERSYS,ok,1805,
TECHM,ok,1805,
TECHNOE,ok,1804,
TEGA,ok,1177,
TEJASNET,ok,1805,
TENNIND,ok,206,
TEXRAIL,ok,1805,
THANGAMAYL,ok,1805,
THELEELA,ok,322,
THERMAX,ok,1804,
THOMASCOOK,ok,1804,
THYROCARE,ok,1804,
TI,ok,1804,
TIINDIA,ok,1804,
TIMETECHNO,ok,1805,
TIMKEN,ok,1804,
TIPSMUSIC,ok,1804,
TITAGARH,ok,1805,
TITAN,ok,1805,
TMB,ok,988,
TMCV,ok,211,
TMPV,ok,1805,
TORNTPHARM,ok,1805,
TORNTPOWER,ok,1804,
TRANSRAILL,ok,428,
TRAVELFOOD,ok,293,
TRENT,ok,1805,
TRIDENT,ok,1804,
TRITURBINE,ok,1804,
TRIVENI,ok,1804,
TSFINV,ok,1804,
TTML,ok,1805,
TVSMOTOR,ok,1805,
TVSSCS,ok,756,
UBL,ok,1804,
UCOBANK,ok,1804,
UJJIVANSFB,ok,1675,
ULTRACEMCO,ok,1805,
UNIONBANK,ok,1805,
UNITDSPR,ok,1805,
UNOMINDA,ok,1805,
UPL,ok,1805,
URBANCO,ok,248,
USHAMART,ok,1804,
UTIAMC,ok,1468,
UTLSOLAR,ok,205,
V2RETAIL,ok,1804,
VAIBHAVGBL,ok,1803,
VARROC,ok,1803,
VBL,ok,1805,
VEDL,ok,1805,
VGUARD,ok,1803,
VIJAYA,ok,1239,
VIKRAMSOLR,ok,263,
VIPIND,ok,1804,
VIYASH,ok,1805,
VMART,ok,1803,
VMM,ok,434,
VOLTAMP,ok,1804,
VOLTAS,ok,1805,
VTL,ok,1804,
WAAREEENER,ok,469,
WAAREERTL,ok,357,
WABAG,ok,1805,
WAKEFIT,ok,187,
WEBELSOLAR,ok,1805,
WELCORP,ok,1805,
WELENT,ok,1805,
WELSPUNLIV,ok,1805,
WESTLIFE,ok,1751,
WEWORK,ok,230,
WHIRLPOOL,ok,1804,
WIPRO,ok,1805,
WOCKPHARMA,ok,1805,
YATHARTH,ok,768,
YESBANK,ok,1805,
ZAGGLE,ok,736,
ZEEL,ok,1805,
ZENSARTECH,ok,1805,
ZENTEC,ok,1804,
ZFCVINDIA,ok,1804,
ZYDUSLIFE,ok,1805,
ZYDUSWELL,ok,1805,
