,parent_line_item,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,,154.0,147.0,143.0,183.0,222.0,254.0,365.0,477.0
Expenses,,111.0,107.0,99.0,130.0,165.0,200.0,265.0,356.0
Operating Profit,,43.0,40.0,44.0,52.0,58.0,53.0,100.0,120.0
OPM %,,28.0,27.0,31.0,29.0,26.0,21.0,27.0,25.0
Other Income,,3.0,2.0,1.0,3.0,8.0,8.0,8.0,19.0
Interest,,10.0,10.0,13.0,8.0,8.0,8.0,9.0,5.0
Depreciation,,9.0,10.0,10.0,10.0,11.0,13.0,15.0,17.0
Profit before tax,,27.0,22.0,23.0,37.0,47.0,40.0,84.0,118.0
Tax %,,29.0,10.0,30.0,26.0,23.0,26.0,26.0,24.0
Net Profit,,19.0,20.0,16.0,27.0,36.0,30.0,61.0,89.0
EPS in Rs,,16.64,3.46,2.63,3.47,4.62,4.11,7.87,10.93
Dividend Payout %,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0
Sales Growth %,Sales,,-4.77,-2.52,27.37,21.84,13.97,43.85,30.69
Material Cost %,Expenses,54.0,50.0,46.0,45.0,47.0,48.0,47.0,50.0
Manufacturing Cost %,Expenses,5.0,7.0,9.0,10.0,6.0,8.0,7.0,0.0
Employee Cost %,Expenses,6.0,8.0,8.0,8.0,10.0,12.0,10.0,10.0
Other Cost %,Expenses,7.0,9.0,6.0,8.0,11.0,11.0,9.0,14.0
Exceptional items,Other Income,-0.05,-0.08,0.04,-0.06,-0.06,0.01,1.35,2.91
Other income normal,Other Income,2.77,2.01,1.24,2.97,8.22,8.26,6.46,15.98
Minority share,Net Profit,0.0,0.0,-0.0,-0.0,0.0,2.0,2.0,-1.0
Exceptional items AT,Net Profit,-0.0,-0.0,0.0,-0.0,-0.0,0.0,1.0,2.0
Profit excl Excep,Net Profit,19.0,20.0,16.0,27.0,36.0,30.0,61.0,87.0
Profit for PE,Net Profit,19.0,20.0,16.0,27.0,36.0,32.0,62.0,86.0
Profit for EPS,Net Profit,19.0,20.0,16.0,27.0,36.0,32.0,63.0,88.0
Profit Growth %,Net Profit,,4.0,-20.0,72.0,33.0,-11.0,95.0,38.0
