,parent_line_item,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,,2289.0,2614.0,2903.0,3298.0,3679.0,4093.0,4310.0,4919.0,5349.0,5849.0,6409.0,6929.0
Expenses,,1977.0,2250.0,2505.0,2774.0,3074.0,3336.0,3388.0,3832.0,4143.0,4396.0,4714.0,5037.0
Operating Profit,,312.0,365.0,398.0,525.0,605.0,757.0,922.0,1088.0,1206.0,1453.0,1695.0,1892.0
OPM %,,14.0,14.0,14.0,16.0,16.0,18.0,21.0,22.0,23.0,25.0,26.0,27.0
Other Income,,48.0,50.0,57.0,117.0,113.0,114.0,81.0,77.0,154.0,248.0,275.0,288.0
Interest,,0.0,3.0,2.0,4.0,2.0,9.0,18.0,19.0,16.0,12.0,11.0,25.0
Depreciation,,15.0,14.0,16.0,16.0,17.0,60.0,58.0,66.0,70.0,71.0,72.0,76.0
Profit before tax,,344.0,398.0,436.0,621.0,699.0,803.0,926.0,1080.0,1274.0,1618.0,1887.0,2079.0
Tax %,,34.0,36.0,37.0,35.0,36.0,26.0,25.0,26.0,25.0,26.0,25.0,25.0
Net Profit,,229.0,255.0,277.0,401.0,450.0,593.0,691.0,799.0,949.0,1201.0,1414.0,1552.0
EPS in Rs,,107.75,120.12,130.19,188.82,211.93,279.04,325.04,375.87,446.8,565.3,665.64,730.39
Dividend Payout %,,29.0,29.0,31.0,29.0,31.0,90.0,85.0,73.0,73.0,73.0,71.0,90.0
Sales Growth %,Sales,0.59,14.2,11.02,13.64,11.52,11.27,5.3,14.14,8.73,9.35,9.58,8.11
Material Cost %,Expenses,57.0,57.0,59.0,58.0,57.0,57.0,55.0,54.0,56.0,55.0,55.0,53.0
Manufacturing Cost %,Expenses,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
Employee Cost %,Expenses,13.0,13.0,12.0,12.0,12.0,12.0,11.0,12.0,11.0,10.0,9.0,10.0
Other Cost %,Expenses,15.0,15.0,15.0,13.0,14.0,12.0,10.0,11.0,10.0,8.0,7.0,7.0
Exceptional items,Other Income,2.0,-0.0,-0.0,-0.0,10.0,-1.0,-0.0,0.0,-0.0,0.0,-1.0,4.0
Other income normal,Other Income,46.0,51.0,58.0,117.0,104.0,114.0,81.0,77.0,154.0,248.0,276.0,284.0
Exceptional items AT,Net Profit,1.0,-0.0,-0.0,-0.0,6.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,5.0
Profit excl Excep,Net Profit,228.0,255.0,277.0,401.0,444.0,593.0,691.0,799.0,950.0,1201.0,1415.0,1547.0
Profit for PE,Net Profit,228.0,255.0,277.0,401.0,444.0,593.0,691.0,799.0,950.0,1201.0,1415.0,1547.0
Profit for EPS,Net Profit,229.0,255.0,277.0,401.0,450.0,593.0,691.0,799.0,949.0,1201.0,1414.0,1552.0
Profit Growth %,Net Profit,20.0,12.0,8.0,45.0,11.0,34.0,16.0,16.0,19.0,26.0,18.0,9.0
