,parent_line_item,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,,1410.0,1678.0,1895.0,2073.0,2507.0,2578.0,3176.0,4394.0,5158.0,5641.0,5832.0,6569.0
Expenses,,1242.0,1470.0,1633.0,1759.0,2126.0,2136.0,2539.0,3640.0,4349.0,4717.0,4886.0,5507.0
Operating Profit,,168.0,208.0,261.0,314.0,382.0,442.0,638.0,754.0,810.0,925.0,946.0,1062.0
OPM %,,12.0,12.0,14.0,15.0,15.0,17.0,20.0,17.0,16.0,16.0,16.0,16.0
Other Income,,3.0,-4.0,8.0,13.0,15.0,11.0,25.0,35.0,37.0,36.0,41.0,25.0
Interest,,25.0,30.0,18.0,22.0,32.0,39.0,13.0,13.0,40.0,29.0,41.0,64.0
Depreciation,,36.0,42.0,50.0,57.0,81.0,108.0,116.0,127.0,178.0,198.0,243.0,292.0
Profit before tax,,110.0,132.0,201.0,248.0,283.0,306.0,533.0,648.0,628.0,734.0,702.0,731.0
Tax %,,29.0,22.0,28.0,29.0,30.0,18.0,23.0,24.0,25.0,26.0,26.0,27.0
Net Profit,,78.0,102.0,145.0,176.0,197.0,250.0,408.0,490.0,472.0,546.0,519.0,535.0
EPS in Rs,,2.89,3.79,5.44,6.58,7.36,9.25,15.1,18.06,17.0,20.33,19.5,19.9
Dividend Payout %,,6.0,5.0,5.0,4.0,4.0,6.0,10.0,12.0,21.0,18.0,19.0,13.0
Sales Growth %,Sales,33.45,18.95,12.93,9.41,20.95,2.82,23.21,38.34,17.4,9.36,3.39,12.62
Material Cost %,Expenses,74.0,72.0,69.0,67.0,66.0,62.0,62.0,67.0,65.0,59.0,58.0,60.0
Manufacturing Cost %,Expenses,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,6.0,7.0,7.0,0.0
Employee Cost %,Expenses,3.0,4.0,5.0,5.0,6.0,7.0,6.0,6.0,6.0,8.0,9.0,9.0
Other Cost %,Expenses,6.0,7.0,8.0,8.0,9.0,9.0,8.0,7.0,7.0,10.0,10.0,15.0
Exceptional items,Other Income,0.33,0.29,-0.2,1.55,0.4,1.0,4.5,8.2,19.4,17.8,23.1,-22.6
Other income normal,Other Income,2.76,-4.34,8.21,11.13,14.7,10.3,20.5,26.6,17.3,17.9,18.2,47.3
Minority share,Net Profit,-2.0,-1.0,0.0,-1.0,-2.0,-2.0,-4.0,-7.0,-16.0,0.0,5.0,0.0
Exceptional items AT,Net Profit,0.0,0.0,-0.0,1.0,0.0,1.0,3.0,6.0,5.0,13.0,17.0,-17.0
Profit excl Excep,Net Profit,78.0,102.0,145.0,175.0,197.0,249.0,405.0,484.0,468.0,532.0,502.0,551.0
Profit for PE,Net Profit,76.0,101.0,145.0,174.0,196.0,247.0,401.0,478.0,452.0,533.0,507.0,551.0
Profit for EPS,Net Profit,76.0,101.0,145.0,175.0,196.0,248.0,404.0,484.0,457.0,546.0,524.0,535.0
Profit Growth %,Net Profit,-3.0,33.0,44.0,20.0,12.0,26.0,62.0,19.0,-5.0,18.0,-5.0,9.0
