,parent_line_item,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Revenue,,12665.0,13053.0,12062.0,11096.0,10850.0,11496.0,11869.0,13019.0,15899.0,20495.0,24948.0,29282.0
Interest,,8790.0,9174.0,8886.0,7706.0,7115.0,7216.0,6970.0,6974.0,8157.0,10672.0,13281.0,15616.0
Expenses,,3953.0,4332.0,6709.0,8034.0,9825.0,5330.0,6788.0,7278.0,6314.0,8542.0,9107.0,9005.0
Financing Profit,,-78.0,-453.0,-3533.0,-4643.0,-6090.0,-1050.0,-1889.0,-1233.0,1428.0,1281.0,2560.0,4661.0
Financing Margin %,,-1.0,-3.0,-29.0,-42.0,-56.0,-9.0,-16.0,-9.0,9.0,6.0,10.0,16.0
Other Income,,1020.0,1037.0,1525.0,1540.0,1568.0,1660.0,2649.0,2655.0,2283.0,3015.0,3476.0,3538.0
Depreciation,,115.0,149.0,118.0,129.0,241.0,211.0,188.0,268.0,262.0,223.0,291.0,344.0
Profit before tax,,827.0,435.0,-2126.0,-3232.0,-4763.0,399.0,571.0,1153.0,3448.0,4072.0,5745.0,7855.0
Tax %,,44.0,73.0,-36.0,-66.0,0.0,0.0,0.0,0.0,24.0,0.0,4.0,11.0
Net Profit,,465.0,118.0,-1356.0,-1112.0,-4763.0,399.0,571.0,1153.0,2605.0,4072.0,5542.0,7017.0
EPS in Rs,,4.37,1.01,-11.61,-4.28,-17.3,0.68,0.87,1.71,3.87,5.75,7.21,9.12
Dividend Payout %,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,34.0,24.0,21.0,13.0
Manufacturing Cost %,Expenses,0.58,0.58,0.74,0.96,1.23,1.57,1.42,1.48,1.36,1.26,1.27,1.44
Employee Cost %,Expenses,12.91,11.82,15.0,14.59,16.55,15.18,19.01,15.91,12.95,13.85,13.8,11.53
Other Cost %,Expenses,17.73,20.79,39.89,56.85,72.78,29.61,36.76,38.51,25.4,26.57,21.44,17.78
Exceptional items,Other Income,-0.0,-0.0,-0.0,1.0,-0.0,5.0,0.0,1.0,2.0,1.0,0.0,2.0
Other income normal,Other Income,1020.0,1037.0,1525.0,1539.0,1568.0,1655.0,2649.0,2654.0,2281.0,3014.0,3476.0,3536.0
Exceptional items AT,Net Profit,-0.0,-0.0,-0.0,1.0,-0.0,5.0,0.0,1.0,2.0,1.0,0.0,2.0
Profit excl Excep,Net Profit,465.0,118.0,-1356.0,-1113.0,-4763.0,394.0,571.0,1152.0,2603.0,4071.0,5541.0,7015.0
Profit for PE,Net Profit,465.0,118.0,-1356.0,-1113.0,-4763.0,394.0,571.0,1152.0,2603.0,4071.0,5541.0,7015.0
Profit for EPS,Net Profit,465.0,118.0,-1356.0,-1112.0,-4763.0,399.0,571.0,1153.0,2605.0,4072.0,5542.0,7017.0
Profit Growth %,Net Profit,17.0,-75.0,-1247.0,18.0,-328.0,108.0,45.0,102.0,126.0,56.0,36.0,27.0
