,parent_line_item,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Revenue,,20544.0,24125.0,24338.0,22658.0,25408.0,29942.0,35557.0,39276.0,39486.0,47517.0,56369.0,59584.0
Interest,,11840.0,14282.0,13462.0,13333.0,15639.0,18991.0,21489.0,22051.0,23733.0,29948.0,34131.0,36238.0
Expenses,,1149.0,1680.0,1888.0,3379.0,1702.0,3981.0,3292.0,4838.0,1858.0,-366.0,2153.0,2579.0
Financing Profit,,7555.0,8162.0,8988.0,5946.0,8066.0,6969.0,10776.0,12387.0,13894.0,17936.0,20084.0,20767.0
Financing Margin %,,37.0,34.0,37.0,26.0,32.0,23.0,30.0,32.0,35.0,38.0,36.0,35.0
Other Income,,6.0,4.0,24.0,18.0,33.0,72.0,15.0,62.0,28.0,48.0,58.0,26.0
Depreciation,,8.0,20.0,40.0,7.0,8.0,12.0,11.0,18.0,24.0,24.0,25.0,27.0
Profit before tax,,7552.0,8147.0,8972.0,5958.0,8090.0,7030.0,10780.0,12431.0,13898.0,17960.0,20117.0,20766.0
Tax %,,29.0,30.0,30.0,25.0,29.0,29.0,22.0,19.0,20.0,21.0,21.0,21.0
Net Profit,,5344.0,5691.0,6313.0,4451.0,5741.0,4972.0,8378.0,10036.0,11167.0,14145.0,15884.0,16308.0
EPS in Rs,,20.3,21.61,23.98,16.9,21.8,18.88,31.82,38.11,42.41,53.72,60.32,61.93
Dividend Payout %,,20.0,30.0,30.0,41.0,38.0,44.0,30.0,30.0,30.0,30.0,30.0,30.0
Material Cost %,Expenses,0.0,0.65,1.22,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manufacturing Cost %,Expenses,0.22,0.34,0.45,0.65,1.92,8.37,1.26,2.31,3.06,0.81,0.75,0.0
Employee Cost %,Expenses,0.67,0.59,0.79,0.81,0.7,0.65,0.46,0.46,0.52,0.5,0.48,0.46
Other Cost %,Expenses,4.7,5.38,5.3,13.41,4.09,4.28,7.54,9.55,1.13,-2.08,2.6,3.87
Exceptional items,Other Income,-0.2,-0.77,0.99,-0.56,-0.86,-1.69,-4.03,29.22,-2.56,-4.24,-1.57,-18.28
Other income normal,Other Income,5.71,4.6,23.41,18.61,33.57,74.02,18.95,32.55,30.09,52.55,59.46,44.19
Exceptional items AT,Net Profit,-0.0,-1.0,1.0,-0.0,-1.0,-1.0,-3.0,22.0,-2.0,-3.0,-1.0,-14.0
Profit excl Excep,Net Profit,5345.0,5692.0,6313.0,4451.0,5742.0,4973.0,8381.0,10014.0,11169.0,14149.0,15885.0,16323.0
Profit for PE,Net Profit,5345.0,5692.0,6313.0,4451.0,5742.0,4973.0,8381.0,10014.0,11169.0,14149.0,15885.0,16323.0
Profit for EPS,Net Profit,5344.0,5691.0,6313.0,4451.0,5741.0,4972.0,8378.0,10036.0,11167.0,14145.0,15884.0,16308.0
Profit Growth %,Net Profit,13.0,6.0,11.0,-29.0,29.0,-13.0,69.0,19.0,12.0,27.0,12.0,3.0
