,parent_line_item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,,2355.0,2966.0,3422.0,2819.0,3191.0,2365.0,3830.0,4820.0,5022.0
Expenses,,1891.0,2394.0,2711.0,2096.0,2564.0,2103.0,2949.0,3925.0,4210.0
Operating Profit,,465.0,571.0,711.0,723.0,627.0,262.0,882.0,895.0,811.0
OPM %,,20.0,19.0,21.0,26.0,20.0,11.0,23.0,19.0,16.0
Other Income,,189.0,226.0,245.0,203.0,260.0,269.0,310.0,389.0,410.0
Interest,,12.0,15.0,50.0,58.0,53.0,43.0,46.0,55.0,92.0
Depreciation,,38.0,34.0,49.0,60.0,68.0,69.0,75.0,103.0,130.0
Profit before tax,,604.0,748.0,858.0,808.0,766.0,418.0,1071.0,1125.0,999.0
Tax %,,34.0,36.0,26.0,25.0,26.0,27.0,27.0,26.0,28.0
Net Profit,,396.0,478.0,632.0,609.0,564.0,305.0,783.0,827.0,717.0
EPS in Rs,,14.58,18.17,24.02,23.13,21.44,11.58,29.77,31.45,27.24
Dividend Payout %,,41.0,36.0,35.0,34.0,39.0,73.0,33.0,31.0,6.0
Sales Growth %,Sales,,25.92,15.41,-17.64,13.2,-25.9,61.99,25.83,4.19
Material Cost %,Expenses,50.56,50.72,52.48,43.27,50.62,47.39,45.3,44.16,43.87
Manufacturing Cost %,Expenses,12.85,15.37,12.9,14.67,15.93,22.69,17.44,21.29,0.0
Employee Cost %,Expenses,11.52,9.36,8.94,10.37,9.83,14.25,10.18,8.85,9.41
Other Cost %,Expenses,5.34,5.28,4.89,6.04,3.97,4.6,4.07,7.13,30.57
Minority share,Net Profit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exceptional items AT,Net Profit,4.0,4.0,2.0,9.0,-2.0,45.0,0.0,0.0,0.0
Profit excl Excep,Net Profit,392.0,474.0,630.0,600.0,566.0,260.0,783.0,827.0,717.0
Profit for PE,Net Profit,392.0,474.0,630.0,600.0,566.0,260.0,783.0,827.0,717.0
Profit for EPS,Net Profit,396.0,478.0,632.0,609.0,564.0,305.0,783.0,827.0,717.0
Profit Growth %,Net Profit,,21.0,33.0,-5.0,-6.0,-54.0,202.0,6.0,-13.0
