,parent_line_item,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Revenue,,11872.0,14406.0,17281.0,22261.0,28783.0,29000.0,30822.0,36368.0,45748.0,48668.0,46251.0
Interest,,7355.0,8343.0,9783.0,13415.0,16724.0,15472.0,15822.0,18776.0,25132.0,29636.0,28268.0
Expenses,,4188.0,5684.0,6555.0,9284.0,12544.0,15772.0,15561.0,15425.0,17569.0,22664.0,24001.0
Financing Profit,,329.0,379.0,942.0,-438.0,-485.0,-2244.0,-560.0,2167.0,3046.0,-3632.0,-6019.0
Financing Margin %,,3.0,3.0,5.0,-2.0,-2.0,-8.0,-2.0,6.0,7.0,-7.0,-13.0
Other Income,,3297.0,4171.0,4750.0,5647.0,6953.0,6501.0,7345.0,8173.0,9396.0,7690.0,7229.0
Depreciation,,157.0,191.0,212.0,229.0,291.0,328.0,352.0,407.0,463.0,532.0,0.0
Profit before tax,,3469.0,4360.0,5481.0,4980.0,6177.0,3929.0,6433.0,9932.0,11979.0,3526.0,1210.0
Tax %,,34.0,34.0,34.0,34.0,28.0,25.0,25.0,25.0,25.0,27.0,27.0
Net Profit,,2287.0,2868.0,3606.0,3301.0,4458.0,2930.0,4805.0,7444.0,8977.0,2576.0,889.0
EPS in Rs,,38.43,47.95,60.08,54.77,64.28,37.89,62.03,95.93,115.34,33.06,11.41
Dividend Payout %,,12.0,13.0,12.0,14.0,0.0,13.0,14.0,15.0,14.0,0.0,13.0
Manufacturing Cost %,Expenses,1.7,1.77,1.98,1.51,1.33,1.25,1.2,1.1,1.02,1.03,0.0
Employee Cost %,Expenses,10.42,10.58,10.32,8.34,9.81,10.49,11.28,11.51,11.76,12.41,15.33
Other Cost %,Expenses,23.15,27.11,25.63,31.85,32.45,42.64,38.0,29.8,25.63,33.13,36.56
Exceptional items,Other Income,7.0,3.0,8.0,-1.0,-9.0,1.0,-1.0,-3.0,-3.0,2.0,0.0
Other income normal,Other Income,3290.0,4168.0,4742.0,5648.0,6961.0,6500.0,7346.0,8176.0,9399.0,7688.0,7229.0
Profit from Associates,Net Profit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exceptional items AT,Net Profit,7.0,3.0,5.0,-1.0,-6.0,1.0,-1.0,-2.0,-2.0,1.0,0.0
Profit excl Excep,Net Profit,2280.0,2865.0,3601.0,3301.0,4464.0,2929.0,4806.0,7446.0,8980.0,2574.0,889.0
Profit for PE,Net Profit,2280.0,2865.0,3601.0,3301.0,4464.0,2929.0,4806.0,7446.0,8980.0,2574.0,889.0
Profit for EPS,Net Profit,2287.0,2868.0,3606.0,3301.0,4458.0,2930.0,4805.0,7444.0,8977.0,2576.0,889.0
Profit Growth %,Net Profit,,26.0,26.0,-8.0,35.0,-34.0,64.0,55.0,21.0,-71.0,-65.0
