,parent_line_item,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,,650.0,649.0,594.0,783.0,966.0,1133.0,1306.0,1587.0
Expenses,,506.0,516.0,459.0,615.0,761.0,882.0,1021.0,1244.0
Operating Profit,,144.0,133.0,135.0,168.0,205.0,252.0,285.0,343.0
OPM %,,22.0,20.0,23.0,21.0,21.0,22.0,22.0,22.0
Other Income,,28.0,48.0,15.0,21.0,19.0,30.0,48.0,42.0
Interest,,27.0,26.0,7.0,2.0,4.0,6.0,9.0,9.0
Depreciation,,9.0,12.0,12.0,12.0,14.0,18.0,25.0,34.0
Profit before tax,,135.0,144.0,131.0,174.0,207.0,258.0,299.0,342.0
Tax %,,-44.0,32.0,27.0,25.0,25.0,24.0,24.0,25.0
Net Profit,,193.0,97.0,96.0,130.0,155.0,196.0,226.0,258.0
EPS in Rs,,213.05,107.23,105.89,14.38,17.05,21.59,24.9,28.41
Dividend Payout %,,0.0,0.0,0.0,10.0,67.0,51.0,8.0,7.0
Sales Growth %,Sales,,-0.16,-8.51,31.81,23.4,17.34,15.23,21.52
Material Cost %,Expenses,36.96,43.66,41.72,43.15,44.8,44.45,44.22,44.56
Manufacturing Cost %,Expenses,11.05,9.44,13.64,15.16,15.05,13.09,15.01,15.57
Employee Cost %,Expenses,8.74,9.98,10.44,9.7,9.01,9.77,9.11,9.76
Other Cost %,Expenses,21.14,16.46,11.53,10.56,9.88,10.47,9.84,8.5
Exceptional items,Other Income,17.28,32.46,-0.05,1.67,2.24,-0.02,7.03,-3.01
Other income normal,Other Income,10.33,15.88,15.18,19.21,16.93,29.78,40.51,44.84
Exceptional items AT,Net Profit,-0.0,19.0,-0.0,1.0,2.0,-0.0,5.0,-2.0
Profit excl Excep,Net Profit,194.0,79.0,96.0,129.0,153.0,196.0,221.0,260.0
Profit for PE,Net Profit,194.0,79.0,96.0,129.0,153.0,196.0,221.0,260.0
Profit for EPS,Net Profit,193.0,97.0,96.0,130.0,155.0,196.0,226.0,258.0
Profit Growth %,Net Profit,,-59.0,22.0,34.0,18.0,28.0,13.0,18.0
