,parent_line_item,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,,2073.0,2381.0,1894.0,2373.0,2515.0,2726.0,2473.0,2681.0,3241.0,3794.0,4135.0,4526.0
Expenses,,1989.0,2248.0,1761.0,2628.0,2458.0,3108.0,2212.0,2495.0,3109.0,3590.0,3809.0,4260.0
Operating Profit,,84.0,132.0,134.0,-255.0,57.0,-382.0,261.0,186.0,132.0,203.0,326.0,266.0
OPM %,,4.0,6.0,7.0,-11.0,2.2,-14.0,11.0,7.0,4.1,5.0,8.0,6.0
Other Income,,7.0,5.0,251.0,402.0,138.0,302.0,7.0,2.0,12.0,12.0,19.0,34.0
Interest,,18.0,17.0,49.0,20.0,23.0,24.0,21.0,6.0,6.0,9.0,17.0,18.0
Depreciation,,34.0,35.0,25.0,38.0,45.0,50.0,46.0,52.0,56.0,61.0,70.0,81.0
Profit before tax,,39.0,86.0,310.0,90.0,127.0,-154.0,202.0,130.0,82.0,145.0,258.0,201.0
Tax %,,28.0,36.0,10.0,30.0,35.0,10.0,26.0,26.0,29.0,27.0,27.0,25.0
Net Profit,,28.0,55.0,278.0,63.0,83.0,-169.0,148.0,96.0,58.0,107.0,188.0,150.0
EPS in Rs,,3.06,5.97,29.64,6.76,8.77,-17.27,16.16,10.41,6.25,11.48,20.29,16.18
Dividend Payout %,,25.0,13.0,3.0,15.0,11.0,-7.0,15.0,24.0,40.0,22.0,12.0,15.0
Sales Growth %,Sales,20.38,14.84,-20.43,25.29,5.97,8.4,-9.27,8.42,20.86,17.07,8.98,9.47
Material Cost %,Expenses,79.0,79.0,76.0,78.0,75.0,82.0,74.0,74.0,77.0,76.0,71.0,73.0
Manufacturing Cost %,Expenses,5.0,3.0,6.0,6.0,6.0,3.0,3.0,6.0,6.0,6.0,7.0,7.0
Employee Cost %,Expenses,5.0,6.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,8.0,7.0
Other Cost %,Expenses,7.0,7.0,6.0,22.0,11.0,24.0,5.0,6.0,6.0,6.0,7.0,7.0
Exceptional items,Other Income,0.58,-1.13,0.0,-0.85,-1.8,-1.38,1.03,-5.24,4.96,6.43,11.49,25.92
Other income normal,Other Income,6.6,6.31,250.97,403.1,140.12,303.36,6.25,6.94,7.1,5.54,7.67,8.45
Minority share,Net Profit,0.0,0.0,-3.0,0.0,-1.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0
Exceptional items AT,Net Profit,0.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-4.0,4.0,5.0,8.0,19.0
Profit excl Excep,Net Profit,28.0,56.0,278.0,63.0,84.0,-169.0,147.0,100.0,54.0,102.0,180.0,131.0
Profit for PE,Net Profit,28.0,56.0,275.0,63.0,83.0,-160.0,149.0,100.0,54.0,102.0,180.0,131.0
Profit for EPS,Net Profit,28.0,55.0,275.0,63.0,81.0,-160.0,150.0,97.0,58.0,107.0,188.0,150.0
Profit Growth %,Net Profit,-39.0,101.0,390.0,-77.0,30.0,-293.0,193.0,-33.0,-46.0,87.0,77.0,-27.0
