,parent_line_item,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,,162.0,450.0,481.0,640.0,720.0,838.0,1091.0,1301.0
Expenses,,97.0,291.0,269.0,352.0,422.0,473.0,612.0,772.0
Operating Profit,,66.0,159.0,212.0,288.0,298.0,364.0,479.0,530.0
OPM %,,40.0,35.0,44.0,45.0,41.0,43.0,44.0,41.0
Other Income,,2.0,5.0,5.0,6.0,17.0,25.0,38.0,30.0
Interest,,20.0,53.0,52.0,53.0,11.0,9.0,5.0,5.0
Depreciation,,34.0,92.0,98.0,37.0,47.0,53.0,64.0,86.0
Profit before tax,,14.0,19.0,68.0,204.0,258.0,327.0,448.0,468.0
Tax %,,35.0,76.0,196.0,27.0,24.0,25.0,26.0,27.0
Net Profit,,9.0,5.0,-65.0,149.0,196.0,246.0,333.0,344.0
EPS in Rs,,0.54,0.3,-4.28,8.87,11.57,14.39,19.33,19.92
Dividend Payout %,,0.0,0.0,0.0,0.0,0.0,40.0,39.0,60.0
Sales Growth %,Sales,,176.96,6.95,32.92,12.59,16.32,30.23,19.32
Manufacturing Cost %,Expenses,2.18,3.12,3.41,1.88,1.72,5.55,6.47,8.09
Employee Cost %,Expenses,40.16,43.12,39.2,36.35,40.2,38.17,36.97,40.34
Other Cost %,Expenses,17.21,18.49,13.23,16.74,16.66,12.79,12.64,10.88
Exceptional items,Other Income,-0.01,0.13,0.1,0.14,-0.1,0.01,19.46,8.38
Other income normal,Other Income,2.33,5.26,4.95,5.92,17.49,24.64,18.26,21.22
Exceptional items AT,Net Profit,0.0,0.0,-0.0,0.0,-0.0,0.0,24.0,11.0
Profit excl Excep,Net Profit,9.0,4.0,-64.0,148.0,196.0,246.0,308.0,333.0
Profit for PE,Net Profit,9.0,4.0,-64.0,148.0,196.0,246.0,308.0,333.0
Profit for EPS,Net Profit,9.0,5.0,-65.0,149.0,196.0,246.0,333.0,344.0
Profit Growth %,Net Profit,,-50.0,-1535.0,330.0,32.0,26.0,25.0,8.0
