,parent_line_item,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Revenue,,43685.0,42093.0,39585.0,38313.0,41005.0,42591.0,40854.0,38281.0,47932.0,61073.0,71308.0,75613.0
Interest,,32220.0,30245.0,27606.0,27679.0,27207.0,27191.0,26421.0,24083.0,27441.0,37757.0,46594.0,50139.0
Expenses,,13600.0,19842.0,21218.0,24618.0,26874.0,26386.0,17672.0,16263.0,21177.0,18848.0,20656.0,20708.0
Financing Profit,,-2135.0,-7994.0,-9239.0,-13984.0,-13076.0,-10987.0,-3239.0,-2065.0,-686.0,4469.0,4057.0,4766.0
Financing Margin %,,-5.0,-19.0,-23.0,-36.0,-32.0,-26.0,-8.0,-5.0,-1.0,7.0,6.0,6.0
Other Income,,4278.0,3672.0,6819.0,5846.0,4862.0,6687.0,6778.0,8092.0,7168.0,6415.0,9317.0,9737.0
Depreciation,,291.0,290.0,-7.0,522.0,373.0,392.0,380.0,372.0,427.0,509.0,604.0,731.0
Profit before tax,,1852.0,-4612.0,-2412.0,-8660.0,-8587.0,-4692.0,3160.0,5655.0,6056.0,10375.0,12771.0,13773.0
Tax %,,6.0,37.0,-34.0,-30.0,-37.0,-35.0,34.0,38.0,37.0,37.0,25.0,25.0
Net Profit,,2015.0,-6276.0,-1492.0,-5982.0,-5426.0,-3051.0,2081.0,3487.0,3839.0,6567.0,9552.0,10309.0
EPS in Rs,,30.27,-75.98,-13.94,-34.2,-19.67,-9.31,6.36,8.51,9.35,14.42,20.97,22.64
Dividend Payout %,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,21.0,19.0,19.0,21.0
Manufacturing Cost %,Expenses,0.15,0.15,0.17,0.17,0.16,0.17,0.15,0.18,0.17,0.15,0.15,0.15
Employee Cost %,Expenses,11.52,12.84,13.77,12.97,14.84,14.56,15.99,18.59,17.65,15.18,14.58,13.83
Other Cost %,Expenses,19.46,34.14,39.66,51.12,50.54,47.22,27.11,23.71,26.37,15.53,14.24,13.41
Exceptional items,Other Income,0.0,0.0,0.0,53.0,430.0,47.0,60.0,277.0,134.0,28.0,203.0,-281.0
Other income normal,Other Income,4278.0,3671.0,6819.0,5793.0,4432.0,6640.0,6718.0,7814.0,7034.0,6387.0,9114.0,10018.0
Profit from Associates,Net Profit,266.0,59.0,102.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minority share,Net Profit,-2.0,72.0,21.0,20.0,-0.0,0.0,2.0,5.0,-1.0,-2.0,-4.0,-3.0
Exceptional items AT,Net Profit,0.0,0.0,0.0,53.0,430.0,47.0,60.0,277.0,134.0,28.0,203.0,-281.0
Profit excl Excep,Net Profit,2015.0,-6276.0,-1492.0,-6035.0,-5856.0,-3098.0,2020.0,3210.0,3705.0,6538.0,9349.0,10590.0
Profit for PE,Net Profit,2013.0,-6205.0,-1470.0,-6014.0,-5857.0,-3098.0,2023.0,3215.0,3704.0,6536.0,9345.0,10587.0
Profit for EPS,Net Profit,2013.0,-6204.0,-1470.0,-5961.0,-5427.0,-3051.0,2083.0,3493.0,3838.0,6564.0,9548.0,10306.0
Profit Growth %,Net Profit,-33.0,-408.0,76.0,-309.0,3.0,47.0,165.0,59.0,15.0,76.0,43.0,13.0
