,parent_line_item,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,,571508.0,628043.0,690914.0,723606.0,784628.0,845966.0,889970.0,977772.0
Expenses,,565587.0,634989.0,691166.0,720280.0,750498.0,813316.0,836692.0,929011.0
Operating Profit,,5920.0,-6947.0,-252.0,3326.0,34130.0,32651.0,53278.0,48761.0
OPM %,,1.0,-1.1,-0.0,0.5,4.3,3.9,6.0,5.0
Other Income,,2615.0,20870.0,12820.0,9248.0,7800.0,14829.0,3495.0,5421.0
Interest,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Depreciation,,336.0,379.0,417.0,436.0,466.0,466.0,506.0,707.0
Profit before tax,,8199.0,13544.0,12151.0,12138.0,41463.0,47014.0,56267.0,53475.0
Tax %,,68.0,80.0,76.0,66.0,13.0,13.0,14.0,-7.0
Net Profit,,2627.0,2710.0,2974.0,4125.0,35997.0,40916.0,48320.0,57453.0
EPS in Rs,,3.26,28.46,32.34,38.2,45.42,,,
Dividend Payout %,,2.0,2.0,0.0,23.0,5.0,15.0,16.0,11.0
Sales Growth %,Sales,,9.89,10.01,4.73,8.43,7.82,5.2,9.87
Manufacturing Cost %,Expenses,91.0,92.0,92.0,94.0,91.0,90.0,89.0,90.0
Employee Cost %,Expenses,3.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0
Other Cost %,Expenses,4.0,6.0,4.0,1.0,-1.0,1.0,2.0,2.0
Exceptional items,Other Income,8.0,0.0,0.0,40.0,80.0,142.0,0.0,0.0
Other income normal,Other Income,2607.0,20870.0,12820.0,9207.0,7720.0,14687.0,3495.0,5421.0
Exceptional items AT,Net Profit,3.0,0.0,0.0,14.0,69.0,124.0,0.0,0.0
Profit excl Excep,Net Profit,2625.0,2710.0,2974.0,4111.0,35927.0,40792.0,48320.0,57453.0
Profit for PE,Net Profit,2625.0,2710.0,2974.0,4111.0,35927.0,40792.0,48320.0,57453.0
Profit for EPS,Net Profit,2627.0,2710.0,2974.0,4125.0,35997.0,40916.0,48320.0,57453.0
Profit Growth %,Net Profit,,3.0,10.0,38.0,774.0,14.0,18.0,19.0
