,parent_line_item,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,,1144.0,1210.0,1344.0,1408.0,1643.0,1775.0,2043.0,2424.0,3149.0,3484.0,3918.0,4148.0
Expenses,,964.0,1004.0,1112.0,1191.0,1337.0,1397.0,1482.0,1881.0,2454.0,2587.0,2886.0,3040.0
Operating Profit,,180.0,206.0,232.0,218.0,306.0,378.0,560.0,543.0,696.0,897.0,1032.0,1107.0
OPM %,,16.0,17.0,17.0,15.0,19.0,21.0,27.0,22.0,22.0,26.0,26.0,27.0
Other Income,,11.0,58.0,50.0,37.0,41.0,41.0,112.0,39.0,10.0,37.0,38.0,33.0
Interest,,7.0,11.0,5.0,3.0,5.0,3.0,7.0,5.0,36.0,44.0,12.0,6.0
Depreciation,,39.0,41.0,47.0,57.0,56.0,66.0,69.0,73.0,114.0,138.0,171.0,182.0
Profit before tax,,146.0,212.0,230.0,194.0,287.0,349.0,597.0,505.0,555.0,752.0,887.0,952.0
Tax %,,31.0,23.0,20.0,28.0,32.0,22.0,25.0,24.0,26.0,26.0,26.0,26.0
Net Profit,,100.0,163.0,184.0,139.0,194.0,272.0,449.0,386.0,410.0,553.0,660.0,709.0
EPS in Rs,,5.92,9.58,10.85,8.27,12.06,17.6,28.98,24.93,26.48,35.61,42.36,44.18
Dividend Payout %,,118.0,26.0,5.0,12.0,21.0,31.0,28.0,33.0,34.0,34.0,37.0,50.0
Sales Growth %,Sales,11.97,5.78,11.07,4.77,16.67,8.0,15.09,18.69,29.91,10.63,12.45,5.87
Material Cost %,Expenses,39.28,38.85,39.28,38.19,36.3,35.54,34.34,34.77,37.09,33.93,33.6,31.25
Manufacturing Cost %,Expenses,8.91,10.51,9.86,9.53,8.87,7.81,7.21,6.96,6.28,6.0,5.81,5.96
Employee Cost %,Expenses,13.97,14.54,16.2,17.86,17.57,18.22,16.74,18.18,17.33,17.33,17.61,18.73
Other Cost %,Expenses,22.08,19.08,17.37,18.98,18.65,17.15,14.27,17.67,17.21,17.0,16.64,17.35
Exceptional items,Other Income,9.09,33.68,46.2,44.95,17.91,16.8,62.44,37.63,4.0,15.9,27.04,-12.15
Other income normal,Other Income,1.67,24.35,3.96,-8.09,23.53,23.87,49.94,1.6,5.94,21.13,11.28,45.12
Minority share,Net Profit,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-1.0,-0.0,0.0,0.0,0.0
Exceptional items AT,Net Profit,6.0,26.0,34.0,33.0,12.0,13.0,47.0,28.0,3.0,12.0,34.0,-9.0
Profit excl Excep,Net Profit,94.0,137.0,151.0,106.0,182.0,260.0,402.0,358.0,407.0,541.0,626.0,718.0
Profit for PE,Net Profit,94.0,137.0,150.0,106.0,181.0,259.0,401.0,357.0,407.0,541.0,626.0,718.0
Profit for EPS,Net Profit,100.0,163.0,184.0,138.0,193.0,272.0,448.0,385.0,410.0,553.0,660.0,709.0
Profit Growth %,Net Profit,6.0,45.0,10.0,-30.0,71.0,43.0,55.0,-11.0,14.0,33.0,16.0,15.0
