,parent_line_item,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Revenue,,6456.0,7440.0,8532.0,10215.0,13365.0,14104.0,13353.0,11930.0,12775.0,14252.0,15924.0,17914.0
Interest,,3577.0,4133.0,4635.0,5458.0,6882.0,7552.0,7230.0,5765.0,5812.0,5387.0,6007.0,6734.0
Expenses,,1625.0,1979.0,2776.0,3308.0,3377.0,4160.0,5401.0,5233.0,7935.0,6195.0,6304.0,6946.0
Financing Profit,,1254.0,1328.0,1120.0,1449.0,3105.0,2392.0,722.0,932.0,-972.0,2670.0,3614.0,4234.0
Financing Margin %,,19.0,18.0,13.0,14.0,23.0,17.0,5.0,8.0,-8.0,19.0,23.0,24.0
Other Income,,16.0,8.0,26.0,49.0,-4.0,370.0,836.0,594.0,2792.0,474.0,16.0,-26.0
Depreciation,,96.0,83.0,67.0,52.0,50.0,82.0,86.0,103.0,111.0,115.0,139.0,210.0
Profit before tax,,1175.0,1253.0,1079.0,1446.0,3052.0,2680.0,1472.0,1423.0,1709.0,3029.0,3491.0,3998.0
Tax %,,28.0,32.0,3.0,12.0,27.0,37.0,36.0,26.0,10.0,24.0,24.0,25.0
Net Profit,,855.0,857.0,1048.0,1278.0,2232.0,1700.0,949.0,1049.0,1536.0,2317.0,2643.0,2983.0
EPS in Rs,,4.04,3.97,4.83,5.11,9.06,6.9,3.93,4.33,6.55,9.32,10.6,11.9
Dividend Payout %,,16.0,16.0,13.0,16.0,9.0,11.0,0.0,12.0,31.0,27.0,26.0,23.0
Manufacturing Cost %,Expenses,0.67,0.72,0.76,5.08,9.37,3.1,5.56,12.25,8.24,10.9,1.93,3.39
Employee Cost %,Expenses,5.5,6.6,5.85,4.05,6.2,7.56,7.05,9.21,11.04,12.69,13.93,13.71
Other Cost %,Expenses,19.01,19.28,25.92,23.26,9.7,18.83,27.84,22.41,42.84,19.88,23.73,21.67
Exceptional items,Other Income,134.79,-22.96,-13.12,-2.09,-7.46,-0.32,435.64,399.99,1846.54,-0.63,-0.48,-29.52
Other income normal,Other Income,-118.64,30.76,39.05,50.79,3.73,370.28,400.48,193.87,945.58,474.54,16.74,3.36
Profit from Associates,Net Profit,4.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minority share,Net Profit,0.0,0.0,-6.0,-24.0,-6.0,-0.0,22.0,21.0,87.0,3.0,0.0,-2.0
Exceptional items AT,Net Profit,87.0,-13.0,-8.0,-1.0,-5.0,-0.0,232.0,347.0,1693.0,-0.0,-0.0,-22.0
Profit excl Excep,Net Profit,768.0,870.0,1056.0,1280.0,2237.0,1700.0,717.0,702.0,-157.0,2318.0,2644.0,3004.0
Profit for PE,Net Profit,768.0,870.0,1050.0,1256.0,2232.0,1700.0,739.0,723.0,-70.0,2321.0,2644.0,3003.0
Profit for EPS,Net Profit,855.0,857.0,1042.0,1255.0,2226.0,1700.0,971.0,1070.0,1623.0,2320.0,2644.0,2981.0
Profit Growth %,Net Profit,26.0,13.0,21.0,20.0,78.0,-24.0,-57.0,-2.0,-110.0,3426.0,14.0,14.0
