,parent_line_item,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,,2762.0,4206.0,5227.0,7891.0,9403.0,9701.0,10166.0,9564.0,10630.0,12012.0,11317.0,8984.0
Expenses,,2075.0,3225.0,4067.0,6420.0,7638.0,7631.0,8032.0,8788.0,9673.0,10590.0,9158.0,7218.0
Operating Profit,,687.0,981.0,1160.0,1472.0,1765.0,2070.0,2133.0,776.0,957.0,1421.0,2159.0,1766.0
OPM %,,25.0,23.0,22.0,19.0,19.0,21.0,21.0,8.0,9.0,12.0,19.0,20.0
Other Income,,7.0,16.0,12.0,41.0,46.0,105.0,70.0,-22.0,447.0,462.0,417.0,1396.0
Interest,,354.0,519.0,555.0,590.0,872.0,1136.0,1174.0,1057.0,901.0,1013.0,1249.0,1403.0
Depreciation,,206.0,200.0,245.0,292.0,362.0,470.0,443.0,400.0,398.0,379.0,346.0,298.0
Profit before tax,,133.0,277.0,372.0,631.0,577.0,569.0,586.0,-704.0,103.0,492.0,981.0,1461.0
Tax %,,34.0,17.0,4.0,10.0,6.0,29.0,29.0,-22.0,101.0,59.0,14.0,4.0
Net Profit,,88.0,230.0,358.0,578.0,547.0,405.0,437.0,-550.0,-1.0,201.0,840.0,1398.0
EPS in Rs,,7.48,19.62,26.15,42.23,40.38,26.16,19.49,-37.54,0.06,13.27,43.83,80.17
Dividend Payout %,,1.0,0.0,4.0,2.0,2.0,4.0,5.0,-0.0,157.0,8.0,2.0,1.0
Sales Growth %,Sales,15.86,52.28,24.28,50.97,19.16,3.16,4.79,-5.92,11.15,13.0,-5.79,-20.61
Material Cost %,Expenses,24.0,23.0,-1.0,28.0,28.0,29.0,29.0,35.0,41.0,39.0,38.0,74.0
Manufacturing Cost %,Expenses,46.0,49.0,75.0,50.0,48.0,46.0,46.0,53.0,46.0,46.0,38.0,0.0
Employee Cost %,Expenses,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Other Cost %,Expenses,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0
Exceptional items,Other Income,0.0,-1.0,1.0,24.0,-1.0,68.0,28.0,-61.0,391.0,339.0,280.0,880.0
Other income normal,Other Income,7.0,16.0,11.0,17.0,47.0,37.0,41.0,38.0,56.0,123.0,136.0,516.0
Profit from Associates,Net Profit,0.0,0.0,0.0,8.0,4.0,1.0,18.0,0.0,0.0,0.0,0.0,-0.0
Minority share,Net Profit,0.0,0.0,0.0,0.0,5.0,-48.0,-170.0,1.0,2.0,-7.0,-199.0,-96.0
Exceptional items AT,Net Profit,0.0,-1.0,1.0,22.0,-1.0,44.0,18.0,-60.0,281.0,142.0,224.0,741.0
Profit excl Excep,Net Profit,88.0,230.0,357.0,556.0,549.0,361.0,418.0,-489.0,-282.0,59.0,616.0,657.0
Profit for PE,Net Profit,88.0,230.0,357.0,556.0,553.0,319.0,255.0,-489.0,-280.0,57.0,470.0,612.0
Profit for EPS,Net Profit,88.0,230.0,358.0,578.0,552.0,358.0,267.0,-549.0,1.0,194.0,641.0,1302.0
Profit Growth %,Net Profit,-53.0,163.0,55.0,56.0,-0.0,-42.0,-20.0,-291.0,43.0,120.0,723.0,30.0
