,parent_line_item,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,,1785.0,1645.0,1544.0,2013.0,2555.0,2995.0,3601.0,4176.0
Expenses,,1559.0,1434.0,1358.0,1847.0,2325.0,2694.0,3169.0,3645.0
Operating Profit,,226.0,211.0,186.0,166.0,231.0,301.0,432.0,531.0
OPM %,,13.0,13.0,12.0,8.0,9.0,10.0,12.0,13.0
Other Income,,12.0,-6.0,19.0,11.0,11.0,27.0,18.0,22.0
Interest,,20.0,20.0,11.0,8.0,11.0,29.0,34.0,48.0
Depreciation,,37.0,52.0,52.0,56.0,61.0,69.0,89.0,114.0
Profit before tax,,181.0,133.0,143.0,113.0,170.0,230.0,327.0,391.0
Tax %,,33.0,20.0,26.0,27.0,28.0,24.0,24.0,24.0
Net Profit,,114.0,107.0,106.0,83.0,123.0,174.0,248.0,297.0
EPS in Rs,,25.58,21.03,5.22,4.11,6.24,8.81,12.56,15.08
Dividend Payout %,,0.0,2.0,8.0,0.0,0.0,11.0,12.0,12.0
Sales Growth %,Sales,,-7.88,-6.12,30.38,26.93,17.2,20.25,15.98
Material Cost %,Expenses,65.0,63.0,65.0,69.0,70.0,68.0,68.0,66.0
Manufacturing Cost %,Expenses,13.0,13.0,13.0,14.0,13.0,13.0,12.0,13.0
Employee Cost %,Expenses,7.0,7.0,7.0,6.0,5.0,6.0,5.0,5.0
Other Cost %,Expenses,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Exceptional items,Other Income,8.4,-9.86,10.95,0.03,0.42,-0.17,0.01,1.24
Other income normal,Other Income,3.98,4.24,8.42,11.15,10.69,26.88,17.88,21.11
Profit from Associates,Net Profit,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exceptional items AT,Net Profit,6.0,-8.0,8.0,0.0,0.0,-0.0,0.0,2.0
Profit excl Excep,Net Profit,108.0,115.0,98.0,83.0,123.0,174.0,248.0,296.0
Profit for PE,Net Profit,108.0,115.0,98.0,83.0,123.0,174.0,248.0,296.0
Profit for EPS,Net Profit,114.0,107.0,106.0,83.0,123.0,174.0,248.0,297.0
Profit Growth %,Net Profit,,6.0,-14.0,-16.0,48.0,42.0,42.0,19.0
