,parent_line_item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,,2996.0,2348.0,2686.0,3147.0,3328.0,3520.0,3923.0
Expenses,,2762.0,2154.0,2488.0,2961.0,3085.0,3089.0,3380.0
Operating Profit,,234.0,195.0,197.0,186.0,243.0,431.0,542.0
OPM %,,8.0,8.0,7.0,6.0,7.0,12.0,14.0
Other Income,,16.0,19.0,11.0,11.0,1.0,21.0,23.0
Interest,,180.0,142.0,146.0,136.0,173.0,126.0,135.0
Depreciation,,69.0,59.0,59.0,55.0,58.0,61.0,79.0
Profit before tax,,0.0,13.0,4.0,6.0,13.0,266.0,351.0
Tax %,,-2948.0,80.0,62.0,73.0,86.0,27.0,37.0
Net Profit,,13.0,3.0,1.0,2.0,2.0,195.0,220.0
EPS in Rs,,0.54,0.11,0.06,0.07,0.07,6.97,8.16
Dividend Payout %,,0.0,0.0,0.0,0.0,0.0,52.0,66.0
Sales Growth %,Sales,,-21.62,14.36,17.16,5.76,5.77,11.45
Material Cost %,Expenses,30.96,28.12,31.95,34.79,37.85,30.55,31.88
Manufacturing Cost %,Expenses,39.74,38.86,36.51,40.1,36.52,39.38,35.14
Employee Cost %,Expenses,5.96,7.33,7.2,5.91,5.28,4.8,5.58
Other Cost %,Expenses,15.52,17.39,16.98,13.3,13.06,13.02,13.58
Exceptional items,Other Income,-0.55,0.06,0.8,-0.04,-4.02,0.34,-1.13
Other income normal,Other Income,16.54,18.98,10.45,11.07,5.29,20.53,24.28
Minority share,Net Profit,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Exceptional items AT,Net Profit,7.0,0.0,-0.0,-0.0,-1.0,0.0,-1.0
Profit excl Excep,Net Profit,5.0,2.0,2.0,2.0,2.0,195.0,221.0
Profit for PE,Net Profit,5.0,2.0,2.0,2.0,2.0,195.0,229.0
Profit for EPS,Net Profit,13.0,3.0,1.0,2.0,2.0,195.0,228.0
Profit Growth %,Net Profit,,-54.0,-38.0,4.0,48.0,8077.0,18.0
