symbol,status,days,note
RELIANCE,ok,1855,
HDFCBANK,ok,1855,
SBIN,ok,1855,
ICICIBANK,ok,1855,
HDFC,ok,1075,
BAJFINANCE,ok,1855,
AXISBANK,ok,1855,
INDUSINDBK,ok,1855,
TCS,ok,1855,
INFY,ok,1855,
KOTAKBANK,ok,1855,
YESBANK,ok,1855,
BHARTIARTL,ok,1855,
IBULHSGFIN,ok,1328,
TATAMOTORS,ok,1636,
MARUTI,ok,1855,
ITC,ok,1855,
HINDUNILVR,ok,1855,
TATASTEEL,ok,1855,
LT,ok,1855,
ASIANPAINT,ok,1855,
BPCL,ok,1855,
BAJAJFINSV,ok,1855,
SUNPHARMA,ok,1855,
SBICARD,ok,1603,
RBLBANK,ok,1855,
POWERGRID,ok,1855,
ONGC,ok,1855,
EICHERMOT,ok,1855,
TITAN,ok,1855,
HCLTECH,ok,1855,
PEL,ok,1615,
DRREDDY,ok,1855,
COALINDIA,ok,1855,
BANDHANBNK,ok,1855,
NTPC,ok,1855,
ZEEL,ok,1855,
INDIGO,ok,1855,
SRTRANSFIN,ok,936,
JUBLFOOD,ok,1855,
ULTRACEMCO,ok,1855,
VEDL,ok,1855,
IRCTC,ok,1707,
NESTLEIND,ok,1855,
M&M,ok,1855,
HDFCLIFE,ok,1855,
TECHM,ok,1855,
CIPLA,ok,1855,
IDEA,ok,1855,
ESCORTS,ok,1855,
HEROMOTOCO,ok,1855,
PVR,ok,1032,
JINDALSTEL,ok,1855,
ASHOKLEY,ok,1855,
AUROPHARMA,ok,1855,
DIVISLAB,ok,1855,
JSWSTEEL,ok,1855,
ADANIPORTS,ok,1855,
BAJAJ-AUTO,ok,1855,
UPL,ok,1855,
PIDILITIND,ok,1855,
GAIL,ok,1855,
BRITANNIA,ok,1855,
BANKBARODA,ok,1855,
GRASIM,ok,1855,
IOC,ok,1855,
MUTHOOTFIN,ok,1855,
APOLLOHOSP,ok,1855,
DLF,ok,1855,
HINDPETRO,ok,1855,
LUPIN,ok,1855,
SHREECEM,ok,1855,
HINDALCO,ok,1855,
