date,symbol,event
2020-05-18,RCF,"BUY ₹10.88 at ₹39.90 (fresh Friday signal — ACCUMULATE: 2.16× weekly, month 2.56×, ladder rising; stop ₹35.25; charges ₹0.01)"
2020-05-29,IGL,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 2.70× weekly, month 1.68×, ladder rising)"
2020-05-29,LLOYDSENGG,RAISE STOP ₹0.37 → ₹0.46 (new box ₹0.53–₹0.77 sealed)
2020-05-29,POLYMED,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.50× weekly, month 2.83×, ladder rising)"
2020-05-29,TATACONSUM,fresh signal REFUSED — falling earnings power
2020-06-01,EIDPARRY,"BUY ₹12.35 at ₹198.00 (fresh Friday signal — BUY: 6.29× weekly, month 2.35×, ladder rising; stop ₹132.60; charges ₹0.01)"
2020-06-01,LLOYDSENGG,PYRAMID BUY ₹12.56 at ₹0.72 (box jump — doubling the stake with NEW capital; stop stays ₹0.46; charges ₹0.01)
2020-06-05,APLLTD,RAISE STOP ₹694.45 → ₹785.37 (new box ₹826.70–₹915.00 sealed)
2020-06-05,APOLLO,RAISE STOP ₹6.07 → ₹7.57 (new box ₹8.03–₹9.55 sealed)
2020-06-05,SYNGENE,RAISE STOP ₹285.95 → ₹323.19 (new box ₹340.20–₹382.00 sealed)
2020-06-08,APLLTD,PYRAMID BUY ₹10.73 at ₹860.95 (box jump — doubling the stake with NEW capital; stop stays ₹785.37; charges ₹0.01)
2020-06-08,APOLLO,PYRAMID BUY ₹11.69 at ₹9.40 (box jump — doubling the stake with NEW capital; stop stays ₹7.57; charges ₹0.01)
2020-06-08,SYNGENE,PYRAMID BUY ₹11.24 at ₹373.90 (box jump — doubling the stake with NEW capital; stop stays ₹323.19; charges ₹0.01)
2020-06-12,DEEPAKNTR,"SELL ₹19.10 at stop ₹474.05 (-4.9%, charges ₹0.02) — the cash goes back to work at the next Friday screen"
2020-06-12,GRANULES,"fresh signal NOT FUNDED — cash exhausted (BUY: 3.46× weekly, month 2.65×, ladder rising)"
2020-06-12,HEROMOTOCO,fresh signal REFUSED — falling earnings power
2020-06-12,JUBLPHARMA,fresh signal REFUSED — falling earnings power
2020-06-12,KIRLOSBROS,"fresh signal NOT FUNDED — cash exhausted (BUY: 3.69× weekly, month 2.66×, ladder rising)"
2020-06-12,NFL,fresh signal REFUSED — falling earnings power
2020-06-12,RCF,RAISE STOP ₹35.25 → ₹40.28 (new box ₹42.40–₹46.20 sealed)
2020-06-12,RECLTD,fresh signal REFUSED — falling earnings power
2020-06-15,CAPLIPOINT,"BUY ₹17.76 at ₹383.80 (fresh Friday signal — BUY: 5.39× weekly, month 2.09×, ladder rising; stop ₹291.46; charges ₹0.02)"
2020-06-15,RCF,PYRAMID BUY ₹12.24 at ₹44.95 (box jump — doubling the stake with NEW capital; stop stays ₹40.28; charges ₹0.01)
2020-06-19,ADVENZYMES,RAISE STOP ₹126.20 → ₹149.98 (new box ₹158.50–₹186.90 sealed)
2020-06-19,APOLLO,RAISE STOP ₹7.57 → ₹8.34 (new box ₹9.09–₹11.60 sealed)
2020-06-19,EIDPARRY,RAISE STOP ₹132.60 → ₹204.49 (new box ₹215.25–₹237.80 sealed)
2020-06-19,LLOYDSENGG,RAISE STOP ₹0.46 → ₹0.71 (new box ₹0.77–₹0.96 sealed)
2020-06-22,ADVENZYMES,PYRAMID BUY ₹11.53 at ₹169.35 (box jump — doubling the stake with NEW capital; stop stays ₹149.98; charges ₹0.01)
2020-06-22,APOLLO,PYRAMID BUY ₹27.71 at ₹11.15 (box jump — doubling the stake with NEW capital; stop stays ₹8.34; charges ₹0.03)
2020-06-22,EIDPARRY,PYRAMID BUY ₹16.67 at ₹267.45 (box jump — doubling the stake with NEW capital; stop stays ₹204.49; charges ₹0.02)
2020-06-22,LLOYDSENGG,PYRAMID BUY ₹36.83 at ₹1.06 (box jump — doubling the stake with NEW capital; stop stays ₹0.71; charges ₹0.04)
2020-06-26,EIDPARRY,RAISE STOP ₹204.49 → ₹249.19 (new box ₹262.30–₹279.80 sealed)
2020-06-29,EIDPARRY,PYRAMID BUY ₹33.88 at ₹272.00 (box jump — doubling the stake with NEW capital; stop stays ₹249.19; charges ₹0.04)
2020-07-03,APLLTD,RAISE STOP ₹785.37 → ₹830.30 (new box ₹874.00–₹983.15 sealed)
2020-07-03,APOLLO,RAISE STOP ₹8.34 → ₹9.39 (new box ₹10.01–₹12.09 sealed)
2020-07-03,DEEPAKFERT,RAISE STOP ₹88.52 → ₹102.48 (new box ₹107.87–₹118.29 sealed)
2020-07-03,RCF,RAISE STOP ₹40.28 → ₹43.23 (new box ₹45.50–₹49.35 sealed)
2020-07-03,SYNGENE,RAISE STOP ₹323.19 → ₹375.25 (new box ₹395.00–₹424.00 sealed)
2020-07-06,APLLTD,PYRAMID BUY ₹22.33 at ₹896.00 (box jump — doubling the stake with NEW capital; stop stays ₹830.30; charges ₹0.03)
2020-07-06,APOLLO,PYRAMID BUY ₹57.42 at ₹11.56 (box jump — doubling the stake with NEW capital; stop stays ₹9.39; charges ₹0.07)
2020-07-06,DEEPAKFERT,PYRAMID BUY ₹11.92 at ₹111.51 (box jump — doubling the stake with NEW capital; stop stays ₹102.48; charges ₹0.01)
2020-07-06,RCF,PYRAMID BUY ₹25.99 at ₹47.75 (box jump — doubling the stake with NEW capital; stop stays ₹43.23; charges ₹0.03)
2020-07-06,SYNGENE,PYRAMID BUY ₹26.31 at ₹438.00 (box jump — doubling the stake with NEW capital; stop stays ₹375.25; charges ₹0.03)
2020-07-24,EIDPARRY,RAISE STOP ₹249.19 → ₹273.03 (new box ₹287.40–₹313.80 sealed)
2020-07-24,RCF,RAISE STOP ₹43.23 → ₹43.37 (new box ₹45.65–₹48.70 sealed)
2020-07-27,EIDPARRY,PYRAMID BUY ₹73.19 at ₹294.00 (box jump — doubling the stake with NEW capital; stop stays ₹273.03; charges ₹0.09)
2020-07-27,RCF,PYRAMID BUY ₹53.95 at ₹49.60 (box jump — doubling the stake with NEW capital; stop stays ₹43.37; charges ₹0.06)
2020-07-31,AARTIDRUGS,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.70× weekly, month 2.11×, ladder rising)"
2020-07-31,ALOKINDS,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 3.86× weekly, month 5.90×, ladder rising)"
2020-07-31,APLLTD,"RAISE STOP ₹830.30 → ₹903.45 (new box ₹951.00–₹1,045.00 sealed)"
2020-07-31,CDSL,fresh signal REFUSED — falling earnings power
2020-07-31,GAEL,"fresh signal NOT FUNDED — cash exhausted (BUY: 3.45× weekly, month 2.59×, ladder rising)"
2020-07-31,ICIL,"fresh signal NOT FUNDED — cash exhausted (BUY: 3.00× weekly, month 4.24×, ladder rising)"
2020-07-31,KIRLOSBROS,"fresh signal NOT FUNDED — cash exhausted (BUY: 4.32× weekly, month 10.27×, ladder rising)"
2020-07-31,LAURUSLABS,"fresh signal NOT FUNDED — cash exhausted (BUY: 2.48× weekly, month 4.23×, ladder rising)"
2020-07-31,LLOYDSENGG,"SELL ₹49.35 at stop ₹0.71 (-18.0%, charges ₹0.05) — the cash goes back to work at the next Friday screen"
2020-07-31,LTFOODS,"fresh signal NOT FUNDED — cash exhausted (BUY: 2.07× weekly, month 2.10×, ladder rising)"
2020-07-31,LTM,fresh signal REFUSED — falling earnings power
2020-07-31,MPHASIS,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 3.48× weekly, month 2.89×, ladder rising)"
2020-07-31,NATCOPHARM,fresh signal REFUSED — falling earnings power
2020-07-31,NEULANDLAB,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.75× weekly, month 4.31×, ladder rising)"
2020-07-31,PERSISTENT,fresh signal REFUSED — falling earnings power
2020-07-31,POLYMED,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 3.30× weekly, month 5.87×, ladder rising)"
2020-07-31,SHILPAMED,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 1.83× weekly, month 2.83×, ladder rising)"
2020-07-31,TECHM,fresh signal REFUSED — falling earnings power
2020-07-31,VIYASH,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.88× weekly, month 4.01×, ladder rising)"
2020-07-31,ZENSARTECH,fresh signal REFUSED — falling earnings power
2020-08-03,APLLTD,PYRAMID BUY ₹49.06 at ₹985.00 (box jump — doubling the stake with NEW capital; stop stays ₹903.45; charges ₹0.06)
2020-08-03,ZENTEC,"BUY ₹51.04 at ₹58.80 (fresh Friday signal — ACCUMULATE: 4.33× weekly, month 4.91×, ladder rising; stop ₹42.67; charges ₹0.06)"
2020-08-07,RCF,RAISE STOP ₹43.37 → ₹43.89 (new box ₹46.20–₹50.95 sealed)
2020-08-10,RCF,PYRAMID BUY ₹112.52 at ₹51.75 (box jump — doubling the stake with NEW capital; stop stays ₹43.89; charges ₹0.13)
2020-08-14,ADVENZYMES,RAISE STOP ₹149.98 → ₹194.75 (new box ₹205.00–₹224.75 sealed)
2020-08-14,DEEPAKFERT,RAISE STOP ₹102.48 → ₹135.30 (new box ₹142.78–₹167.69 sealed)
2020-08-14,SYNGENE,RAISE STOP ₹375.25 → ₹434.44 (new box ₹457.30–₹504.00 sealed)
2020-08-17,ADVENZYMES,PYRAMID BUY ₹30.46 at ₹223.90 (box jump — doubling the stake with NEW capital; stop stays ₹194.75; charges ₹0.04)
2020-08-17,DEEPAKFERT,PYRAMID BUY ₹32.61 at ₹152.62 (box jump — doubling the stake with NEW capital; stop stays ₹135.30; charges ₹0.04)
2020-08-17,EIDPARRY,"SELL ₹135.72 at stop ₹273.03 (-0.0%, charges ₹0.14) — the cash goes back to work at the next Friday screen"
2020-08-17,SYNGENE,PYRAMID BUY ₹59.29 at ₹493.80 (box jump — doubling the stake with NEW capital; stop stays ₹434.44; charges ₹0.07)
2020-08-21,AARTIDRUGS,"fresh signal NOT FUNDED — cash exhausted (BUY: 5.25× weekly, month 7.59×, ladder rising)"
2020-08-21,ASHOKLEY,fresh signal REFUSED — falling earnings power
2020-08-21,ATUL,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.77× weekly, month 1.68×, ladder rising)"
2020-08-21,BALAMINES,fresh signal REFUSED — falling earnings power
2020-08-21,BLS,fresh signal REFUSED — falling earnings power
2020-08-21,BRIGADE,fresh signal REFUSED — falling earnings power
2020-08-21,BSOFT,fresh signal REFUSED — falling earnings power
2020-08-21,CAPLIPOINT,RAISE STOP ₹291.46 → ₹454.79 (new box ₹508.15–₹686.00 sealed)
2020-08-21,CCL,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 2.70× weekly, month 1.56×, ladder rising)"
2020-08-21,DBL,fresh signal REFUSED — falling earnings power
2020-08-21,EMBDL,fresh signal REFUSED — falling earnings power
2020-08-21,EPL,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.66× weekly, month 2.55×, ladder rising)"
2020-08-21,GAEL,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.93× weekly, month 3.48×, ladder rising)"
2020-08-21,GRASIM,fresh signal REFUSED — falling earnings power
2020-08-21,GRAVITA,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 2.54× weekly, month 3.27×, ladder rising)"
2020-08-21,IMFA,fresh signal REFUSED — falling earnings power
2020-08-21,IRB,fresh signal REFUSED — falling earnings power
2020-08-21,LUMAXTECH,fresh signal REFUSED — falling earnings power
2020-08-21,MAHABANK,"fresh signal NOT FUNDED — cash exhausted (BUY: 2.09× weekly, month 4.45×, ladder rising)"
2020-08-21,PNBHOUSING,fresh signal REFUSED — falling earnings power
2020-08-21,PRICOLLTD,"fresh signal NOT FUNDED — cash exhausted (BUY: 3.26× weekly, month 2.29×, ladder rising)"
2020-08-21,RCF,RAISE STOP ₹43.89 → ₹45.84 (new box ₹48.25–₹53.50 sealed)
2020-08-21,RHIM,fresh signal REFUSED — falling earnings power
2020-08-21,RTNINDIA,fresh signal REFUSED — falling earnings power
2020-08-21,SARDAEN,fresh signal REFUSED — falling earnings power
2020-08-21,TANLA,fresh signal REFUSED — falling earnings power
2020-08-21,TATAPOWER,fresh signal REFUSED — falling earnings power
2020-08-21,TIPSMUSIC,fresh signal REFUSED — falling earnings power
2020-08-21,TORNTPOWER,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.91× weekly, month 1.68×, ladder rising)"
2020-08-21,TRIVENI,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 1.72× weekly, month 2.23×, ladder rising)"
2020-08-21,USHAMART,"fresh signal NOT FUNDED — cash exhausted (BUY: 1.52× weekly, month 1.67×, ladder rising)"
2020-08-21,WABAG,fresh signal REFUSED — falling earnings power
2020-08-21,ZENTEC,RAISE STOP ₹42.67 → ₹80.56 (new box ₹84.80–₹92.35 sealed)
2020-08-21,ZFCVINDIA,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 2.22× weekly, month 1.75×, ladder rising)"
2020-08-24,CAPLIPOINT,PYRAMID BUY ₹24.99 at ₹540.80 (box jump — doubling the stake with NEW capital; stop stays ₹454.79; charges ₹0.03)
2020-08-24,RCF,PYRAMID BUY ₹216.43 at ₹49.80 (box jump — doubling the stake with NEW capital; stop stays ₹45.84; charges ₹0.26)
2020-08-24,THYROCARE,"BUY ₹126.60 at ₹263.35 (fresh Friday signal — BUY: 7.09× weekly, month 4.48×, ladder rising; stop ₹199.77; charges ₹0.15)"
2020-08-24,ZENTEC,PYRAMID BUY ₹78.46 at ₹90.50 (box jump — doubling the stake with NEW capital; stop stays ₹80.56; charges ₹0.09)
2020-08-28,APLLTD,"RAISE STOP ₹903.45 → ₹928.62 (new box ₹977.50–₹1,049.00 sealed)"
2020-08-31,APLLTD,PYRAMID BUY ₹99.45 at ₹999.00 (box jump — doubling the stake with NEW capital; stop stays ₹928.62; charges ₹0.12)
2020-08-31,ZENTEC,"SELL ₹139.46 at stop ₹80.56 (+7.9%, charges ₹0.14) — the cash goes back to work at the next Friday screen"
2020-09-01,APLLTD,"SELL ₹184.58 at stop ₹928.62 (-3.3%, charges ₹0.19) — the cash goes back to work at the next Friday screen"
2020-09-04,ASHAPURMIN,fresh signal REFUSED — falling earnings power
2020-09-04,CDSL,fresh signal REFUSED — falling earnings power
2020-09-04,DEEPAKFERT,RAISE STOP ₹135.30 → ₹149.57 (new box ₹158.24–₹187.13 sealed)
2020-09-04,ELECTCAST,fresh signal REFUSED — falling earnings power
2020-09-04,GRASIM,fresh signal REFUSED — falling earnings power
2020-09-04,IFBIND,fresh signal REFUSED — falling earnings power
2020-09-04,JMFINANCIL,fresh signal REFUSED — falling earnings power
2020-09-04,THYROCARE,RAISE STOP ₹199.77 → ₹235.03 (new box ₹247.40–₹282.30 sealed)
2020-09-04,TIPSMUSIC,fresh signal REFUSED — falling earnings power
2020-09-07,DEEPAKFERT,PYRAMID BUY ₹70.77 at ₹165.71 (box jump — doubling the stake with NEW capital; stop stays ₹149.57; charges ₹0.08)
2020-09-07,INDIAMART,"BUY ₹146.24 at ₹2,124.50 (fresh Friday signal — BUY: 2.46× weekly, month 1.96×, ladder rising; stop ₹1,655.61; charges ₹0.17)"
2020-09-07,POLYMED,"BUY ₹147.18 at ₹449.70 (fresh Friday signal — BUY: 2.13× weekly, month 2.66×, ladder rising; stop ₹372.40; charges ₹0.17)"
2020-09-07,THYROCARE,PYRAMID BUY ₹120.84 at ₹251.67 (box jump — doubling the stake with NEW capital; stop stays ₹235.03; charges ₹0.14)
2020-09-09,RCF,"SELL ₹397.79 at stop ₹45.84 (-7.7%, charges ₹0.41) — the cash goes back to work at the next Friday screen"
2020-09-11,ASHAPURMIN,fresh signal REFUSED — falling earnings power
2020-09-11,DATAMATICS,fresh signal REFUSED — falling earnings power
2020-09-11,POLYMED,RAISE STOP ₹372.40 → ₹408.50 (new box ₹430.00–₹497.70 sealed)
2020-09-11,STAR,fresh signal REFUSED — falling earnings power
2020-09-11,TIPSMUSIC,fresh signal REFUSED — falling earnings power
2020-09-14,ATGL,"BUY ₹101.09 at ₹209.75 (fresh Friday signal — BUY: 1.66× weekly, month 1.67×, ladder rising; stop ₹159.58; charges ₹0.12)"
2020-09-14,GLAXO,"BUY ₹167.96 at ₹1,675.00 (fresh Friday signal — BUY: 2.55× weekly, month 2.05×, ladder rising; stop ₹1,437.44; charges ₹0.20)"
2020-09-14,POLYMED,PYRAMID BUY ₹157.55 at ₹481.95 (box jump — doubling the stake with NEW capital; stop stays ₹408.50; charges ₹0.19)
2020-09-14,SCHAEFFLER,"BUY ₹168.47 at ₹814.00 (fresh Friday signal — ACCUMULATE: 2.07× weekly, month 1.89×, ladder rising; stop ₹724.67; charges ₹0.20)"
2020-09-18,ADVENZYMES,RAISE STOP ₹194.75 → ₹212.37 (new box ₹223.55–₹238.55 sealed)
2020-09-18,CAPLIPOINT,RAISE STOP ₹454.79 → ₹486.88 (new box ₹512.50–₹552.70 sealed)
2020-09-18,INDIAMART,"RAISE STOP ₹1,655.61 → ₹2,099.50 (new box ₹2,210.00–₹2,461.60 sealed)"
2020-09-21,ADVENZYMES,PYRAMID BUY ₹68.75 at ₹252.85 (box jump — doubling the stake with NEW capital; stop stays ₹212.37; charges ₹0.08)
2020-09-21,CAPLIPOINT,PYRAMID BUY ₹55.61 at ₹602.00 (box jump — doubling the stake with NEW capital; stop stays ₹486.88; charges ₹0.07)
2020-09-21,INDIAMART,"PYRAMID BUY ₹173.35 at ₹2,521.27 (box jump — doubling the stake with NEW capital; stop stays ₹2,099.50; charges ₹0.21)"
2020-09-22,DEEPAKFERT,"SELL ₹127.54 at stop ₹149.57 (+1.4%, charges ₹0.13) — the cash goes back to work at the next Friday screen"
2020-09-23,SCHAEFFLER,"SELL ₹149.65 at stop ₹724.67 (-11.0%, charges ₹0.16) — the cash goes back to work at the next Friday screen"
2020-09-25,CAPLIPOINT,RAISE STOP ₹486.88 → ₹498.06 (new box ₹525.05–₹615.00 sealed)
2020-09-25,ELECTCAST,fresh signal REFUSED — falling earnings power
2020-09-25,KPITTECH,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 2.60× weekly, month 3.03×, ladder rising)"
2020-09-25,SYNGENE,RAISE STOP ₹434.44 → ₹501.60 (new box ₹528.00–₹594.95 sealed)
2020-09-28,CAPLIPOINT,PYRAMID BUY ₹103.40 at ₹560.00 (box jump — doubling the stake with NEW capital; stop stays ₹498.06; charges ₹0.12)
2020-09-28,HCLTECH,"BUY ₹221.20 at ₹838.40 (fresh Friday signal — BUY: 2.61× weekly, month 2.34×, ladder rising; stop ₹740.29; charges ₹0.26)"
2020-09-28,SYNGENE,PYRAMID BUY ₹140.70 at ₹586.30 (box jump — doubling the stake with NEW capital; stop stays ₹501.60; charges ₹0.17)
2020-10-01,ATGL,RAISE STOP ₹159.58 → ₹162.03 (new box ₹174.25–₹215.00 sealed)
2020-10-01,GLAXO,"RAISE STOP ₹1,437.44 → ₹1,441.55 (new box ₹1,526.00–₹1,807.50 sealed)"
2020-10-01,POLYMED,RAISE STOP ₹408.50 → ₹420.11 (new box ₹443.00–₹519.30 sealed)
2020-10-05,ATGL,PYRAMID BUY ₹93.87 at ₹195.00 (box jump — doubling the stake with NEW capital; stop stays ₹162.03; charges ₹0.11)
2020-10-05,GLAXO,"PYRAMID BUY ₹157.25 at ₹1,570.00 (box jump — doubling the stake with NEW capital; stop stays ₹1,441.55; charges ₹0.19)"
2020-10-05,POLYMED,PYRAMID BUY ₹307.34 at ₹470.35 (box jump — doubling the stake with NEW capital; stop stays ₹420.11; charges ₹0.36)
2020-10-09,HCLTECH,RAISE STOP ₹740.29 → ₹766.75 (new box ₹807.10–₹844.75 sealed)
2020-10-09,INDIAMART,"RAISE STOP ₹2,099.50 → ₹2,315.62 (new box ₹2,437.50–₹2,743.75 sealed)"
2020-10-12,HCLTECH,PYRAMID BUY ₹226.84 at ₹860.80 (box jump — doubling the stake with NEW capital; stop stays ₹766.75; charges ₹0.27)
2020-10-12,INDIAMART,"PYRAMID BUY ₹346.32 at ₹2,520.00 (box jump — doubling the stake with NEW capital; stop stays ₹2,315.62; charges ₹0.41)"
2020-10-16,THYROCARE,RAISE STOP ₹235.03 → ₹311.14 (new box ₹327.80–₹383.33 sealed)
2020-10-19,INDIAMART,"SELL ₹635.42 at stop ₹2,315.62 (-4.4%, charges ₹0.66) — the cash goes back to work at the next Friday screen"
2020-10-19,THYROCARE,PYRAMID BUY ₹330.93 at ₹344.82 (box jump — doubling the stake with NEW capital; stop stays ₹311.14; charges ₹0.39)
2020-10-23,ADVENZYMES,RAISE STOP ₹212.37 → ₹292.33 (new box ₹313.65–₹384.70 sealed)
2020-10-23,BBOX,fresh signal REFUSED — falling earnings power
2020-10-23,CEATLTD,fresh signal REFUSED — falling earnings power
2020-10-23,GAEL,"fresh signal NOT FUNDED — cash exhausted (ACCUMULATE: 1.82× weekly, month 1.98×, ladder rising)"
2020-10-23,GOKEX,"fresh signal NOT FUNDED — cash exhausted (BUY: 2.02× weekly, month 1.72×, ladder rising)"
2020-10-23,HCLTECH,RAISE STOP ₹766.75 → ₹779.57 (new box ₹820.60–₹910.70 sealed)
2020-10-23,NEWGEN,fresh signal REFUSED — falling earnings power
2020-10-23,OPTIEMUS,fresh signal REFUSED — falling earnings power
2020-10-23,POONAWALLA,fresh signal REFUSED — falling earnings power
2020-10-26,ADVENZYMES,PYRAMID BUY ₹171.42 at ₹315.40 (box jump — doubling the stake with NEW capital; stop stays ₹292.33; charges ₹0.20)
2020-10-26,AMBER,"BUY ₹257.28 at ₹2,342.00 (fresh Friday signal — BUY: 2.70× weekly, month 2.63×, ladder rising; stop ₹1,692.83; charges ₹0.30)"
2020-10-26,HCLTECH,PYRAMID BUY ₹449.31 at ₹853.00 (box jump — doubling the stake with NEW capital; stop stays ₹779.57; charges ₹0.53)
2020-10-26,JUSTDIAL,"BUY ₹434.14 at ₹584.00 (fresh Friday signal — BUY: 4.99× weekly, month 1.82×, ladder rising; stop ₹383.80; charges ₹0.51)"
2020-10-30,CAPLIPOINT,"SELL ₹183.63 at stop ₹498.06 (-8.8%, charges ₹0.19) — the cash goes back to work at the next Friday screen"
2020-11-02,GLAXO,"SELL ₹288.29 at stop ₹1,441.55 (-11.2%, charges ₹0.30) — the cash goes back to work at the next Friday screen"
2020-11-03,ADVENZYMES,"SELL ₹317.25 at stop ₹292.33 (+8.5%, charges ₹0.33) — the cash goes back to work at the next Friday screen"
2020-11-06,FINPIPE,fresh signal REFUSED — falling earnings power
2020-11-06,MRF,fresh signal REFUSED — falling earnings power
2020-11-06,SAREGAMA,fresh signal REFUSED — falling earnings power
2020-11-06,THYROCARE,RAISE STOP ₹311.14 → ₹338.83 (new box ₹356.67–₹404.00 sealed)
2020-11-09,BORORENEW,"BUY ₹507.15 at ₹99.70 (fresh Friday signal — ACCUMULATE: 1.74× weekly, month 1.65×, ladder rising; stop ₹77.16; charges ₹0.60)"
2020-11-09,THYROCARE,PYRAMID BUY ₹727.50 at ₹379.23 (box jump — doubling the stake with NEW capital; stop stays ₹338.83; charges ₹0.86)
2020-11-12,THYROCARE,"SELL ₹1,297.86 at stop ₹338.83 (-0.4%, charges ₹1.35) — the cash goes back to work at the next Friday screen"
2020-11-14,AMBER,"RAISE STOP ₹1,692.83 → ₹2,035.85 (new box ₹2,143.00–₹2,352.80 sealed)"
2020-11-14,APOLLO,RAISE STOP ₹9.39 → ₹10.21 (new box ₹10.74–₹11.87 sealed)
2020-11-14,ATGL,RAISE STOP ₹162.03 → ₹219.69 (new box ₹231.25–₹247.30 sealed)
2020-11-14,JUSTDIAL,RAISE STOP ₹383.80 → ₹523.11 (new box ₹568.00–₹717.65 sealed)
2020-11-14,MRF,fresh signal REFUSED — falling earnings power
2020-11-14,SAREGAMA,fresh signal REFUSED — falling earnings power
2020-11-17,AMBER,"PYRAMID BUY ₹256.75 at ₹2,340.00 (box jump — doubling the stake with NEW capital; stop stays ₹2,035.85; charges ₹0.30)"
2020-11-17,APOLLO,PYRAMID BUY ₹113.88 at ₹11.47 (box jump — doubling the stake with NEW capital; stop stays ₹10.21; charges ₹0.13)
2020-11-17,ATGL,PYRAMID BUY ₹236.94 at ₹246.25 (box jump — doubling the stake with NEW capital; stop stays ₹219.69; charges ₹0.28)
2020-11-17,JUSTDIAL,PYRAMID BUY ₹464.06 at ₹625.00 (box jump — doubling the stake with NEW capital; stop stays ₹523.11; charges ₹0.55)
2020-11-17,PIIND,"BUY ₹616.17 at ₹2,348.20 (fresh Friday signal — ACCUMULATE: 1.62× weekly, month 1.81×, ladder rising; stop ₹2,107.67; charges ₹0.73)"
