symbol,first_flagged,action,box_bottom,box_top,stop_loss,last_close,updated
CHENNPETRO,2026-09-13,BUY,869.35,1053.5,814.11,967.35,2026-09-13
COALINDIA,2026-09-13,WATCH,449.2,476.0,426.74,450.45,2026-09-13
