,parent_line_item,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,,28.0,649.0,1625.0,1965.0,1601.0,3127.0,7265.0,7713.0,8957.0,10135.0,
Cash from Investing Activity,,-1511.0,-4428.0,-2666.0,-3743.0,-9137.0,-18730.0,-3857.0,-21060.0,-19828.0,-26227.0,
Cash from Financing Activity,,1559.0,3942.0,1045.0,2161.0,7083.0,15986.0,-2973.0,13953.0,11475.0,15615.0,
Net Cash Flow,,76.0,162.0,3.0,383.0,-453.0,383.0,435.0,606.0,604.0,-477.0,
Free Cash Flow,,-889.0,-3763.0,-1244.0,-1431.0,-4529.0,-11728.0,3927.0,-7987.0,-15804.0,-15857.0,
CFO/OP,,7.0,78.0,108.0,137.0,72.0,90.0,146.0,106.0,103.0,95.0,
Profit from operations,Cash from Operating Activity,,405.0,860.0,1561.0,1776.0,2244.0,3572.0,5571.0,7346.0,9046.0,10912.0
Receivables,Cash from Operating Activity,,-333.0,-512.0,90.0,10.0,-417.0,-109.0,-450.0,893.0,-222.0,-626.0
Inventory,Cash from Operating Activity,,-0.0,-1692.0,1556.0,32.0,75.0,12.0,-27.0,-252.0,190.0,-35.0
Payables,Cash from Operating Activity,,1.0,90.0,63.0,15.0,-106.0,-172.0,316.0,108.0,741.0,1531.0
Loans Advances,Cash from Operating Activity,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Operating Deposits,Cash from Operating Activity,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other WC items,Cash from Operating Activity,,-42.0,1908.0,-1617.0,150.0,-181.0,-156.0,1844.0,-332.0,-576.0,-1504.0
Working capital changes,Cash from Operating Activity,,-375.0,-205.0,92.0,207.0,-629.0,-425.0,1683.0,417.0,133.0,-634.0
Direct taxes,Cash from Operating Activity,,-2.0,-6.0,-29.0,-18.0,-14.0,-20.0,11.0,-50.0,-222.0,-143.0
Fixed assets purchased,Cash from Investing Activity,,-917.0,-4428.0,-2869.0,-3399.0,-6143.0,-14859.0,-3376.0,-15773.0,-24776.0,-26097.0
Fixed assets sold,Cash from Investing Activity,,0.0,16.0,1.0,3.0,13.0,4.0,38.0,73.0,15.0,105.0
Investments purchased,Cash from Investing Activity,,-20.0,-13.0,-2.0,-395.0,-14.0,-208.0,-482.0,-74.0,-630.0,0.0
Investments sold,Cash from Investing Activity,,0.0,0.0,14.0,0.0,0.0,0.0,0.0,84.0,0.0,315.0
Interest received,Cash from Investing Activity,,5.0,17.0,35.0,45.0,288.0,249.0,709.0,807.0,722.0,227.0
Redemp n Canc of Shares,Cash from Investing Activity,,0.0,0.0,0.0,288.0,53.0,0.0,0.0,0.0,0.0,0.0
Acquisition of companies,Cash from Investing Activity,,0.0,0.0,0.0,0.0,-577.0,-5621.0,0.0,0.0,0.0,0.0
Other investing items,Cash from Investing Activity,,-580.0,-20.0,155.0,-285.0,-2757.0,1705.0,-746.0,-6177.0,4841.0,-777.0
Proceeds from shares,Cash from Financing Activity,,1114.0,103.0,0.0,0.0,5.0,0.0,3898.0,0.0,0.0,0.0
Proceeds from debentures,Cash from Financing Activity,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6506.0,3709.0,0.0
Redemption of debentures,Cash from Financing Activity,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4013.0,0.0,0.0
Proceeds from borrowings,Cash from Financing Activity,,1686.0,10039.0,8245.0,12295.0,11410.0,33148.0,20837.0,26838.0,38606.0,37391.0
Repayment of borrowings,Cash from Financing Activity,,-871.0,-5646.0,-5942.0,-8897.0,-2292.0,-13915.0,-22304.0,-12903.0,-25015.0,-20093.0
Interest paid fin,Cash from Financing Activity,,0.0,-404.0,-1257.0,-1109.0,-1589.0,-3202.0,-5139.0,-4601.0,-4965.0,-7434.0
Dividends paid,Cash from Financing Activity,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-332.0
Financial liabilities,Cash from Financing Activity,,0.0,0.0,0.0,-25.0,-25.0,-48.0,-183.0,-212.0,-270.0,-458.0
Other financing items,Cash from Financing Activity,,-370.0,-150.0,0.0,-103.0,-426.0,3.0,-82.0,2338.0,-590.0,6541.0
