,parent_line_item,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,,101.0,162.0,17.0,26.0,217.0,275.0,357.0,407.0
Cash from Investing Activity,,-150.0,-9.0,44.0,-3.0,68.0,-49.0,-244.0,-200.0
Cash from Financing Activity,,31.0,-124.0,10.0,-17.0,-319.0,-212.0,-182.0,-112.0
Net Cash Flow,,-18.0,30.0,70.0,6.0,-33.0,14.0,-69.0,95.0
Free Cash Flow,,-58.0,134.0,17.0,26.0,304.0,237.0,220.0,71.0
CFO/OP,,132.0,111.0,-5.0,260.0,92.0,107.0,88.0,97.0
Profit from operations,Cash from Operating Activity,96.0,146.0,-66.0,15.0,245.0,319.0,430.0,443.0
Receivables,Cash from Operating Activity,-5.0,1.0,14.0,-4.0,-30.0,5.0,-10.0,-4.0
Inventory,Cash from Operating Activity,-1.0,0.0,2.0,0.0,-1.0,1.0,-0.0,0.0
Payables,Cash from Operating Activity,7.0,17.0,33.0,30.0,12.0,-41.0,-27.0,1.0
Loans Advances,Cash from Operating Activity,0.0,0.0,0.0,0.0,0.0,2.0,2.0,-4.0
Other WC items,Cash from Operating Activity,15.0,10.0,21.0,-12.0,-8.0,0.0,-37.0,-17.0
Working capital changes,Cash from Operating Activity,16.0,28.0,69.0,15.0,-27.0,-33.0,-73.0,-23.0
Direct taxes,Cash from Operating Activity,-4.0,-5.0,13.0,-4.0,-1.0,-11.0,0.0,-13.0
Other operating items,Cash from Operating Activity,-8.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0
Fixed assets purchased,Cash from Investing Activity,-160.0,-28.0,-1.0,-0.0,-7.0,-38.0,-137.0,-336.0
Fixed assets sold,Cash from Investing Activity,1.0,0.0,1.0,0.0,94.0,0.0,0.0,0.0
Investments purchased,Cash from Investing Activity,-347.0,-55.0,-152.0,-308.0,0.0,0.0,0.0,-310.0
Investments sold,Cash from Investing Activity,350.0,83.0,189.0,302.0,0.0,0.0,0.0,312.0
Interest received,Cash from Investing Activity,7.0,8.0,6.0,4.0,5.0,10.0,8.0,6.0
Invest in subsidiaries,Cash from Investing Activity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.0
Redemp n Canc of Shares,Cash from Investing Activity,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0
Acquisition of companies,Cash from Investing Activity,0.0,0.0,0.0,0.0,0.0,0.0,-214.0,0.0
Other investing items,Cash from Investing Activity,-1.0,-16.0,0.0,0.0,-24.0,-21.0,48.0,174.0
Proceeds from shares,Cash from Financing Activity,0.0,29.0,0.0,0.0,0.0,1144.0,1.0,479.0
Proceeds from debentures,Cash from Financing Activity,0.0,0.0,0.0,738.0,0.0,0.0,0.0,0.0
Proceeds from borrowings,Cash from Financing Activity,975.0,163.0,382.0,428.0,1080.0,529.0,791.0,367.0
Repayment of borrowings,Cash from Financing Activity,-775.0,-128.0,-214.0,-828.0,-1054.0,-1203.0,-750.0,-781.0
Interest paid fin,Cash from Financing Activity,0.0,0.0,-137.0,-347.0,-340.0,-677.0,-221.0,-168.0
Financial liabilities,Cash from Financing Activity,0.0,-10.0,-5.0,-9.0,-5.0,-4.0,-2.0,-9.0
Other financing items,Cash from Financing Activity,-169.0,-178.0,-16.0,0.0,0.0,0.0,0.0,0.0
