,parent_line_item,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015
Cash from Operating Activity,,14.0,80.0,14.0,71.0,62.0,38.0,129.0,143.0
Cash from Investing Activity,,-41.0,-14.0,-10.0,-29.0,-33.0,-30.0,-22.0,-29.0
Cash from Financing Activity,,28.0,-71.0,-6.0,-36.0,-23.0,-11.0,-79.0,-32.0
Net Cash Flow,,1.0,-5.0,-2.0,7.0,6.0,-4.0,28.0,82.0
Free Cash Flow,,-27.0,67.0,5.0,42.0,34.0,4.0,105.0,110.0
CFO/OP,,28.0,116.0,26.0,170.0,101.0,76.0,106.0,102.0
Profit from operations,Cash from Operating Activity,77.0,88.0,72.0,67.0,85.0,65.0,156.0,175.0
Receivables,Cash from Operating Activity,-45.0,7.0,-45.0,6.0,-21.0,-18.0,-26.0,2.0
Inventory,Cash from Operating Activity,0.0,0.0,-0.0,-1.0,1.0,-0.0,0.0,-0.0
Payables,Cash from Operating Activity,-5.0,-1.0,8.0,3.0,11.0,6.0,13.0,3.0
Loans Advances,Cash from Operating Activity,-2.0,1.0,-11.0,1.0,-2.0,-2.0,-1.0,-4.0
Operating Deposits,Cash from Operating Activity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other WC items,Cash from Operating Activity,-4.0,-0.0,-7.0,5.0,1.0,5.0,3.0,7.0
Working capital changes,Cash from Operating Activity,-56.0,7.0,-55.0,15.0,-10.0,-9.0,-10.0,7.0
Direct taxes,Cash from Operating Activity,-7.0,-15.0,-4.0,-10.0,-14.0,-18.0,-17.0,-39.0
Exceptional CF items,Cash from Operating Activity,0.0,0.0,0.0,-1.0,2.0,0.0,0.0,0.0
Fixed assets purchased,Cash from Investing Activity,-41.49,-13.83,-8.78,-29.08,-28.73,-33.84,-24.04,-33.07
Fixed assets sold,Cash from Investing Activity,0.21,0.01,0.15,0.07,0.55,0.27,0.05,0.18
Interest received,Cash from Investing Activity,0.37,0.01,0.0,0.34,0.03,1.59,0.27,5.4
Other investing items,Cash from Investing Activity,0.0,-0.33,-1.06,0.0,-5.18,1.51,1.65,-1.82
Proceeds from borrowings,Cash from Financing Activity,55.33,0.0,20.89,0.0,4.43,18.32,0.0,0.0
Repayment of borrowings,Cash from Financing Activity,0.0,-42.25,0.0,-8.54,0.0,0.0,-58.51,0.0
Interest paid fin,Cash from Financing Activity,-2.13,-3.77,-1.74,-1.88,-2.32,-3.91,-1.83,0.0
Dividends paid,Cash from Financing Activity,-21.62,-21.65,-21.65,-21.65,-21.8,-21.8,-15.57,-28.02
Other financing items,Cash from Financing Activity,-3.7,-3.71,-3.7,-3.62,-3.53,-3.54,-2.64,-4.12
