,parent_line_item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,,55.0,117.0,57.0,171.0,245.0,193.0,304.0
Cash from Investing Activity,,-58.0,-114.0,-232.0,-123.0,-199.0,-122.0,-289.0
Cash from Financing Activity,,-26.0,-9.0,169.0,-5.0,-54.0,-56.0,0.0
Net Cash Flow,,-29.0,-6.0,-5.0,43.0,-8.0,16.0,15.0
Free Cash Flow,,14.0,43.0,-50.0,86.0,118.0,72.0,127.0
CFO/OP,,69.0,93.0,70.0,102.0,82.0,78.0,97.0
Profit from operations,Cash from Operating Activity,98.0,148.0,148.0,234.0,396.0,343.0,434.0
Receivables,Cash from Operating Activity,-2.0,-5.0,-27.0,-8.0,-23.0,15.0,-11.0
Inventory,Cash from Operating Activity,2.0,-21.0,-16.0,-6.0,-3.0,-13.0,-9.0
Payables,Cash from Operating Activity,-15.0,27.0,1.0,11.0,2.0,-16.0,-4.0
Loans Advances,Cash from Operating Activity,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
Other WC items,Cash from Operating Activity,-10.0,-14.0,-8.0,-14.0,-53.0,-71.0,-13.0
Working capital changes,Cash from Operating Activity,-32.0,-14.0,-50.0,-16.0,-76.0,-85.0,-37.0
Direct taxes,Cash from Operating Activity,-12.0,-17.0,-41.0,-47.0,-76.0,-65.0,-93.0
Proceeds from shares,Cash from Financing Activity,0.0,0.0,150.0,0.0,13.0,9.0,6.0
Proceeds from borrowings,Cash from Financing Activity,1.0,5.0,60.0,34.0,3.0,32.0,78.0
Repayment of borrowings,Cash from Financing Activity,-15.0,-23.0,-12.0,-20.0,-30.0,-42.0,-22.0
Interest paid fin,Cash from Financing Activity,-5.0,-3.0,-8.0,-12.0,-13.0,-15.0,-18.0
Dividends paid,Cash from Financing Activity,-6.0,-5.0,-5.0,-2.0,-19.0,-25.0,-25.0
Financial liabilities,Cash from Financing Activity,-0.0,-3.0,-1.0,-5.0,-8.0,-15.0,-19.0
Other financing items,Cash from Financing Activity,0.0,20.0,-15.0,0.0,0.0,0.0,0.0
