,parent_line_item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,,922.0,1746.0,955.0,1263.0,1434.0,1543.0,1249.0
Cash from Investing Activity,,-1426.0,458.0,-425.0,-1410.0,-1888.0,-3976.0,-7317.0
Cash from Financing Activity,,474.0,-2040.0,-556.0,215.0,216.0,3408.0,7015.0
Net Cash Flow,,-31.0,164.0,-25.0,69.0,-238.0,975.0,947.0
Free Cash Flow,,-1327.0,1560.0,-496.0,495.0,-1368.0,-1719.0,-4071.0
CFO/OP,,57.0,112.0,79.0,112.0,132.0,135.0,75.0
Profit from operations,Cash from Operating Activity,1669.0,1560.0,1247.0,1174.0,1104.0,1264.0,1915.0
Receivables,Cash from Operating Activity,-155.0,-58.0,-399.0,232.0,236.0,40.0,48.0
Inventory,Cash from Operating Activity,0.0,0.0,0.0,0.0,0.0,-4.0,-13.0
Payables,Cash from Operating Activity,17.0,100.0,126.0,-211.0,12.0,151.0,-210.0
Other WC items,Cash from Operating Activity,-584.0,141.0,6.0,123.0,93.0,225.0,-409.0
Working capital changes,Cash from Operating Activity,-721.0,183.0,-266.0,144.0,341.0,412.0,-584.0
Direct taxes,Cash from Operating Activity,-21.0,3.0,-26.0,-55.0,-11.0,-132.0,-82.0
Other operating items,Cash from Operating Activity,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
Fixed assets purchased,Cash from Investing Activity,-2249.0,-186.0,-1451.0,-769.0,-2823.0,-3266.0,-5321.0
Fixed assets sold,Cash from Investing Activity,0.0,0.0,0.0,0.0,21.0,4.0,2.0
Investments purchased,Cash from Investing Activity,0.0,0.0,0.0,0.0,-199.0,-275.0,0.0
Investments sold,Cash from Investing Activity,0.0,871.0,1086.0,111.0,136.0,155.0,0.0
Interest received,Cash from Investing Activity,128.0,68.0,26.0,56.0,120.0,153.0,267.0
Redemp n Canc of Shares,Cash from Investing Activity,0.0,0.0,0.0,0.0,1250.0,0.0,0.0
Acquisition of companies,Cash from Investing Activity,0.0,0.0,0.0,0.0,-48.0,0.0,0.0
Other investing items,Cash from Investing Activity,695.0,-296.0,-86.0,-807.0,-346.0,-747.0,-2265.0
Proceeds from shares,Cash from Financing Activity,0.0,0.0,62.0,0.0,0.0,2293.0,0.0
Proceeds from debentures,Cash from Financing Activity,1200.0,488.0,3096.0,0.0,0.0,0.0,0.0
Redemption of debentures,Cash from Financing Activity,0.0,-469.0,-1209.0,-376.0,-227.0,-474.0,-1145.0
Proceeds from borrowings,Cash from Financing Activity,1955.0,259.0,965.0,1926.0,1342.0,6653.0,12594.0
Repayment of borrowings,Cash from Financing Activity,-1517.0,-1081.0,-2389.0,-567.0,-194.0,-4040.0,-2748.0
Interest paid fin,Cash from Financing Activity,0.0,-1194.0,-1044.0,-718.0,-668.0,-963.0,-1497.0
Dividends paid,Cash from Financing Activity,0.0,0.0,0.0,0.0,0.0,0.0,-24.0
Financial liabilities,Cash from Financing Activity,-50.0,-48.0,-32.0,-49.0,-32.0,-61.0,-165.0
Other financing items,Cash from Financing Activity,-1114.0,6.0,-5.0,0.0,-5.0,0.0,0.0
