,parent_line_item,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,,50.0,407.0,383.0,330.0,457.0,358.0,288.0,368.0
Cash from Investing Activity,,-65.0,-413.0,-311.0,-136.0,-195.0,-362.0,-253.0,-255.0
Cash from Financing Activity,,26.0,7.0,-76.0,-156.0,-242.0,-14.0,3.0,-165.0
Net Cash Flow,,11.0,1.0,-5.0,37.0,20.0,-18.0,38.0,-51.0
Free Cash Flow,,-6.0,304.0,272.0,255.0,171.0,307.0,132.0,169.0
CFO/OP,,49.0,128.0,111.0,88.0,105.0,115.0,99.0,102.0
Profit from operations,Cash from Operating Activity,172.0,439.0,504.0,708.0,597.0,421.0,404.0,415.0
Receivables,Cash from Operating Activity,-85.0,35.0,13.0,-136.0,124.0,-23.0,-148.0,102.0
Inventory,Cash from Operating Activity,-17.0,-18.0,-26.0,-82.0,-29.0,82.0,74.0,-95.0
Payables,Cash from Operating Activity,10.0,17.0,12.0,23.0,-36.0,-28.0,42.0,13.0
Other WC items,Cash from Operating Activity,4.0,20.0,-11.0,1.0,-54.0,17.0,0.0,0.0
Working capital changes,Cash from Operating Activity,-88.0,54.0,-12.0,-194.0,6.0,47.0,-32.0,21.0
Direct taxes,Cash from Operating Activity,-33.0,-86.0,-109.0,-184.0,-146.0,-110.0,-83.0,-68.0
Fixed assets purchased,Cash from Investing Activity,-57.0,-103.0,-111.0,-75.0,-286.0,-52.0,-156.0,-220.0
Fixed assets sold,Cash from Investing Activity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
Investments purchased,Cash from Investing Activity,-7.0,-325.0,-200.0,-292.0,0.0,-311.0,-348.0,-399.0
Investments sold,Cash from Investing Activity,0.0,0.0,0.0,244.0,78.0,1.0,971.0,342.0
Interest received,Cash from Investing Activity,0.0,0.0,0.0,0.0,6.0,2.0,0.0,3.0
Acquisition of companies,Cash from Investing Activity,0.0,0.0,0.0,0.0,0.0,0.0,-728.0,0.0
Other investing items,Cash from Investing Activity,-2.0,14.0,-0.0,-13.0,7.0,-2.0,7.0,-1.0
