,parent_line_item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,,315.0,299.0,411.0,830.0,723.0,553.0,843.0,750.0,723.0
Cash from Investing Activity,,-33.0,-168.0,9.0,-496.0,-1723.0,263.0,-207.0,-131.0,-175.0
Cash from Financing Activity,,-175.0,-186.0,-513.0,-96.0,907.0,-911.0,-541.0,-587.0,-599.0
Net Cash Flow,,107.0,-56.0,-93.0,238.0,-92.0,-95.0,95.0,32.0,-50.0
Free Cash Flow,,302.0,283.0,363.0,811.0,553.0,482.0,763.0,647.0,644.0
CFO/OP,,94.0,85.0,93.0,123.0,117.0,90.0,132.0,103.0,107.0
Profit from operations,Cash from Operating Activity,590.0,619.0,628.0,743.0,803.0,796.0,719.0,911.0,797.0
Receivables,Cash from Operating Activity,-102.0,-19.0,60.0,-77.0,-45.0,-71.0,-47.0,31.0,-373.0
Inventory,Cash from Operating Activity,-30.0,-49.0,-111.0,-55.0,7.0,-23.0,-87.0,-51.0,137.0
Payables,Cash from Operating Activity,18.0,-108.0,-33.0,232.0,122.0,33.0,282.0,80.0,458.0
Other WC items,Cash from Operating Activity,21.0,56.0,13.0,45.0,17.0,-44.0,75.0,-43.0,-138.0
Working capital changes,Cash from Operating Activity,-93.0,-121.0,-72.0,144.0,100.0,-104.0,223.0,17.0,85.0
Direct taxes,Cash from Operating Activity,-181.0,-199.0,-145.0,-58.0,-180.0,-140.0,-98.0,-178.0,-158.0
Fixed assets purchased,Cash from Investing Activity,-13.0,-16.0,-49.0,-20.0,-171.0,-79.0,-84.0,-110.0,-83.0
Fixed assets sold,Cash from Investing Activity,0.0,0.0,1.0,0.0,1.0,8.0,3.0,7.0,4.0
Investments purchased,Cash from Investing Activity,-47.0,-157.0,0.0,-185.0,0.0,0.0,-114.0,0.0,-218.0
Investments sold,Cash from Investing Activity,16.0,11.0,34.0,0.0,183.0,253.0,0.0,4.0,0.0
Interest received,Cash from Investing Activity,12.0,15.0,21.0,27.0,37.0,43.0,43.0,28.0,35.0
Invest in subsidiaries,Cash from Investing Activity,0.0,0.0,0.0,0.0,-1380.0,-673.0,0.0,0.0,0.0
Other investing items,Cash from Investing Activity,-1.0,-21.0,2.0,-317.0,-392.0,711.0,-55.0,-60.0,88.0
Proceeds from shares,Cash from Financing Activity,1.0,4.0,5.0,7.0,60.0,42.0,89.0,20.0,2.0
Proceeds from debentures,Cash from Financing Activity,0.0,0.0,0.0,300.0,0.0,925.0,0.0,0.0,0.0
Redemption of debentures,Cash from Financing Activity,0.0,0.0,-300.0,-170.0,-330.0,-150.0,-325.0,-300.0,-300.0
Proceeds from borrowings,Cash from Financing Activity,0.0,0.0,0.0,0.0,1407.0,0.0,0.0,0.0,0.0
Repayment of borrowings,Cash from Financing Activity,0.0,0.0,0.0,0.0,0.0,-1459.0,0.0,0.0,-0.0
Interest paid fin,Cash from Financing Activity,-63.0,-59.0,-59.0,-34.0,-51.0,-76.0,-75.0,-62.0,-46.0
Dividends paid,Cash from Financing Activity,-113.0,-131.0,-151.0,-187.0,-156.0,-158.0,-191.0,-193.0,-193.0
Financial liabilities,Cash from Financing Activity,0.0,0.0,-9.0,-12.0,-23.0,-34.0,-39.0,-53.0,-63.0
