nse_symbol,status
ECLERX,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=9,Cash from Investing Activity=8,Cash from Financing Activity=9"
EDELWEISS,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=10,Cash from Investing Activity=6,Cash from Financing Activity=10"
EICHERMOT,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=8,Cash from Financing Activity=7"
EIDPARRY,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=7,Cash from Investing Activity=12,Cash from Financing Activity=8"
EIEL,"ok:consolidated:headline=6:cols=7;schedules=Cash from Operating Activity=8,Cash from Investing Activity=7,Cash from Financing Activity=5"
EIHOTEL,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=9,Cash from Financing Activity=7"
ELECON,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=7,Cash from Financing Activity=6"
ELECTCAST,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=11,Cash from Financing Activity=9"
ELGIEQUIP,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=10,Cash from Financing Activity=7"
ELLEN,"ok:standalone:headline=6:cols=12;schedules=Cash from Operating Activity=12,Cash from Investing Activity=7,Cash from Financing Activity=6"
EMAMILTD,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=9,Cash from Financing Activity=6"
EMBDL,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=9,Cash from Investing Activity=10,Cash from Financing Activity=8"
EMCURE,"ok:consolidated:headline=6:cols=8;schedules=Cash from Operating Activity=7,Cash from Investing Activity=7,Cash from Financing Activity=7"
EMIL,"ok:consolidated:headline=6:cols=7;schedules=Cash from Operating Activity=8,Cash from Investing Activity=4,Cash from Financing Activity=5"
EMMVEE,"ok:consolidated:headline=6:cols=7;schedules=Cash from Operating Activity=8,Cash from Investing Activity=7,Cash from Financing Activity=5"
ENDURANCE,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=9,Cash from Financing Activity=6"
ENGINERSIN,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=9,Cash from Investing Activity=8,Cash from Financing Activity=3"
ENRIN,"ok:standalone:headline=6:cols=3;schedules=Cash from Operating Activity=7,Cash from Investing Activity=4,Cash from Financing Activity=4"
ENTERO,"ok:consolidated:headline=6:cols=7;schedules=Cash from Operating Activity=9,Cash from Investing Activity=7,Cash from Financing Activity=8"
EPL,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=7,Cash from Investing Activity=10,Cash from Financing Activity=9"
EQUITASBNK,"ok:standalone:headline=6:cols=12;schedules=Cash from Operating Activity=11,Cash from Investing Activity=6,Cash from Financing Activity=6"
ERIS,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=11,Cash from Financing Activity=9"
ESCORTS,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=7,Cash from Investing Activity=9,Cash from Financing Activity=7"
ETERNAL,"ok:consolidated:headline=6:cols=9;schedules=Cash from Operating Activity=7,Cash from Investing Activity=8,Cash from Financing Activity=6"
ETHOSLTD,"ok:consolidated:headline=6:cols=8;schedules=Cash from Operating Activity=8,Cash from Investing Activity=6,Cash from Financing Activity=6"
EUREKAFORB,"ok:consolidated:headline=6:cols=6;schedules=Cash from Operating Activity=8,Cash from Investing Activity=6,Cash from Financing Activity=5"
EXIDEIND,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=10,Cash from Financing Activity=6"
FACT,"ok:consolidated:headline=6:cols=11;schedules=Cash from Operating Activity=10,Cash from Investing Activity=5,Cash from Financing Activity=6"
FEDERALBNK,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=7,Cash from Investing Activity=6,Cash from Financing Activity=5"
FEDFINA,"ok:standalone:headline=6:cols=8;schedules=Cash from Operating Activity=7,Cash from Investing Activity=6,Cash from Financing Activity=9"
FIEMIND,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=11,Cash from Financing Activity=7"
FINCABLES,"ok:consolidated:headline=6:cols=11;schedules=Cash from Operating Activity=9,Cash from Investing Activity=8,Cash from Financing Activity=6"
FINPIPE,"ok:consolidated:headline=6:cols=11;schedules=Cash from Operating Activity=9,Cash from Investing Activity=7,Cash from Financing Activity=6"
FIRSTCRY,"ok:consolidated:headline=6:cols=9;schedules=Cash from Operating Activity=7,Cash from Investing Activity=6,Cash from Financing Activity=6"
FIVESTAR,"ok:consolidated:headline=6:cols=5;schedules=Cash from Operating Activity=8,Cash from Investing Activity=6,Cash from Financing Activity=7"
FLUOROCHEM,"ok:consolidated:headline=6:cols=9;schedules=Cash from Operating Activity=10,Cash from Investing Activity=10,Cash from Financing Activity=7"
FORCEMOT,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=7,Cash from Investing Activity=7,Cash from Financing Activity=5"
FORTIS,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=12,Cash from Financing Activity=8"
FSL,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=6,Cash from Investing Activity=8,Cash from Financing Activity=7"
GABRIEL,"ok:consolidated:headline=6:cols=3;schedules=Cash from Operating Activity=7,Cash from Investing Activity=6,Cash from Financing Activity=6"
GAEL,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=8,Cash from Financing Activity=7"
GAIL,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=7,Cash from Investing Activity=10,Cash from Financing Activity=7"
GALLANTT,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=7,Cash from Investing Activity=7,Cash from Financing Activity=5"
GESHIP,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=7,Cash from Investing Activity=7,Cash from Financing Activity=6"
GHCL,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=9,Cash from Investing Activity=7,Cash from Financing Activity=8"
GICRE,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=10,Cash from Investing Activity=6,Cash from Financing Activity=2"
GILLETTE,"ok:standalone:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=4,Cash from Financing Activity=4"
GLAND,"ok:consolidated:headline=6:cols=7;schedules=Cash from Operating Activity=8,Cash from Investing Activity=7,Cash from Financing Activity=6"
GLAXO,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=10,Cash from Investing Activity=6,Cash from Financing Activity=5"
GLENMARK,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=7,Cash from Investing Activity=8,Cash from Financing Activity=8"
GMDCLTD,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=9,Cash from Investing Activity=7,Cash from Financing Activity=6"
GMMPFAUDLR,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=6,Cash from Investing Activity=8,Cash from Financing Activity=7"
GMRAIRPORT,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=9,Cash from Investing Activity=9,Cash from Financing Activity=8"
GNFC,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=8,Cash from Financing Activity=5"
GODFRYPHLP,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=9,Cash from Investing Activity=8,Cash from Financing Activity=6"
GODIGIT,"ok:standalone:headline=6:cols=6;schedules=Cash from Operating Activity=2,Cash from Investing Activity=6,Cash from Financing Activity=4"
GODREJAGRO,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=11,Cash from Financing Activity=7"
GODREJCP,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=10,Cash from Investing Activity=9,Cash from Financing Activity=8"
GODREJIND,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=7,Cash from Investing Activity=13,Cash from Financing Activity=7"
GODREJPROP,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=5,Cash from Investing Activity=11,Cash from Financing Activity=7"
GOKEX,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=6,Cash from Financing Activity=7"
GOKULAGRO,"ok:consolidated:headline=6:cols=11;schedules=Cash from Operating Activity=8,Cash from Investing Activity=7,Cash from Financing Activity=5"
GPIL,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=9,Cash from Financing Activity=8"
GPPL,"ok:consolidated:headline=6:cols=11;schedules=Cash from Operating Activity=8,Cash from Investing Activity=4,Cash from Financing Activity=4"
GRANULES,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=9,Cash from Financing Activity=7"
GRAPHITE,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=8,Cash from Financing Activity=6"
GRASIM,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=12,Cash from Financing Activity=8"
GRAVITA,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=8,Cash from Financing Activity=7"
GREAVESCOT,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=7,Cash from Investing Activity=9,Cash from Financing Activity=8"
GROWW,"ok:consolidated:headline=6:cols=5;schedules=Cash from Operating Activity=7,Cash from Investing Activity=9,Cash from Financing Activity=6"
GRSE,"ok:standalone:headline=6:cols=12;schedules=Cash from Operating Activity=7,Cash from Investing Activity=5,Cash from Financing Activity=6"
GRWRHITECH,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=9,Cash from Investing Activity=7,Cash from Financing Activity=7"
GSFC,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=6,Cash from Investing Activity=7,Cash from Financing Activity=7"
HAL,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=8,Cash from Financing Activity=6"
HAPPSTMNDS,"ok:consolidated:headline=6:cols=8;schedules=Cash from Operating Activity=7,Cash from Investing Activity=8,Cash from Financing Activity=9"
HAVELLS,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=9,Cash from Financing Activity=7"
HBLENGINE,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=9,Cash from Investing Activity=9,Cash from Financing Activity=6"
HCC,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=10,Cash from Financing Activity=7"
HCG,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=9,Cash from Financing Activity=6"
HCLTECH,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=11,Cash from Financing Activity=8"
HDBFS,"ok:consolidated:headline=6:cols=5;schedules=Cash from Operating Activity=8,Cash from Investing Activity=5,Cash from Financing Activity=7"
HDFCAMC,"ok:consolidated:headline=6:cols=4;schedules=Cash from Operating Activity=6,Cash from Investing Activity=7,Cash from Financing Activity=6"
HDFCBANK,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=7,Cash from Investing Activity=6,Cash from Financing Activity=7"
HDFCLIFE,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=9,Cash from Financing Activity=5"
HEG,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=9,Cash from Financing Activity=7"
HEMIPROP,"ok:standalone:headline=6:cols=11;schedules=Cash from Operating Activity=8,Cash from Investing Activity=6,Cash from Financing Activity=7"
HERITGFOOD,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=9,Cash from Investing Activity=9,Cash from Financing Activity=7"
HEROMOTOCO,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=11,Cash from Financing Activity=7"
HEXT,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=5,Cash from Investing Activity=9,Cash from Financing Activity=8"
HFCL,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=9,Cash from Financing Activity=7"
HGINFRA,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=9,Cash from Investing Activity=6,Cash from Financing Activity=9"
HINDALCO,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=9,Cash from Investing Activity=10,Cash from Financing Activity=8"
HINDCOPPER,"ok:consolidated:headline=6:cols=8;schedules=Cash from Operating Activity=6,Cash from Investing Activity=5,Cash from Financing Activity=6"
HINDPETRO,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=9,Cash from Investing Activity=7,Cash from Financing Activity=7"
HINDUNILVR,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=11,Cash from Investing Activity=9,Cash from Financing Activity=7"
HINDZINC,"ok:consolidated:headline=6:cols=6;schedules=Cash from Operating Activity=7,Cash from Investing Activity=6,Cash from Financing Activity=5"
HOMEFIRST,"ok:standalone:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=6,Cash from Financing Activity=9"
HONASA,"ok:consolidated:headline=6:cols=6;schedules=Cash from Operating Activity=8,Cash from Investing Activity=8,Cash from Financing Activity=6"
HONAUT,"ok:standalone:headline=6:cols=12;schedules=Cash from Operating Activity=7,Cash from Investing Activity=7,Cash from Financing Activity=3"
HSCL,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=6,Cash from Financing Activity=8"
HUDCO,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=9,Cash from Investing Activity=6,Cash from Financing Activity=7"
HYUNDAI,"ok:consolidated:headline=6:cols=6;schedules=Cash from Operating Activity=8,Cash from Investing Activity=4,Cash from Financing Activity=6"
ICICIAMC,"ok:consolidated:headline=6:cols=2;schedules=Cash from Operating Activity=empty,Cash from Investing Activity=empty,Cash from Financing Activity=empty"
ICICIBANK,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=7,Cash from Investing Activity=4,Cash from Financing Activity=4"
ICICIGI,"ok:standalone:headline=6:cols=12;schedules=Cash from Operating Activity=7,Cash from Investing Activity=7,Cash from Financing Activity=4"
ICICIPRULI,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=8,Cash from Financing Activity=6"
ICIL,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=8,Cash from Financing Activity=8"
IDBI,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=4,Cash from Financing Activity=7"
IDEA,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=9,Cash from Investing Activity=9,Cash from Financing Activity=7"
IDFCFIRSTB,"ok:consolidated:headline=6:cols=10;schedules=Cash from Operating Activity=8,Cash from Investing Activity=5,Cash from Financing Activity=6"
IEX,"ok:consolidated:headline=6:cols=8;schedules=Cash from Operating Activity=6,Cash from Investing Activity=7,Cash from Financing Activity=5"
IFBIND,"ok:consolidated:headline=6:cols=10;schedules=Cash from Operating Activity=8,Cash from Investing Activity=8,Cash from Financing Activity=5"
IFCI,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=12,Cash from Investing Activity=7,Cash from Financing Activity=6"
IGIL,"ok:consolidated:headline=6:cols=4;schedules=Cash from Operating Activity=7,Cash from Investing Activity=5,Cash from Financing Activity=5"
IGL,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=8,Cash from Financing Activity=6"
IIFL,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=10,Cash from Investing Activity=7,Cash from Financing Activity=10"
IIFLCAPS,"ok:consolidated:headline=6:cols=9;schedules=Cash from Operating Activity=8,Cash from Investing Activity=7,Cash from Financing Activity=7"
IKS,"ok:consolidated:headline=6:cols=7;schedules=Cash from Operating Activity=7,Cash from Investing Activity=7,Cash from Financing Activity=8"
IMFA,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=6,Cash from Investing Activity=7,Cash from Financing Activity=7"
INDGN,"ok:consolidated:headline=6:cols=8;schedules=Cash from Operating Activity=6,Cash from Investing Activity=6,Cash from Financing Activity=7"
INDHOTEL,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=7,Cash from Investing Activity=11,Cash from Financing Activity=8"
INDIACEM,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=8,Cash from Financing Activity=6"
INDIAGLYCO,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=7,Cash from Investing Activity=9,Cash from Financing Activity=8"
INDIAMART,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=7,Cash from Investing Activity=9,Cash from Financing Activity=6"
INDIANB,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=7,Cash from Investing Activity=3,Cash from Financing Activity=7"
INDIASHLTR,"ok:consolidated:headline=6:cols=6;schedules=Cash from Operating Activity=9,Cash from Investing Activity=5,Cash from Financing Activity=8"
INDIGO,"ok:consolidated:headline=6:cols=10;schedules=Cash from Operating Activity=7,Cash from Investing Activity=6,Cash from Financing Activity=7"
INDIGOPNTS,"ok:consolidated:headline=6:cols=4;schedules=Cash from Operating Activity=7,Cash from Investing Activity=7,Cash from Financing Activity=6"
INDUSINDBK,"ok:consolidated:headline=6:cols=11;schedules=Cash from Operating Activity=7,Cash from Investing Activity=3,Cash from Financing Activity=7"
INDUSTOWER,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=9,Cash from Investing Activity=8,Cash from Financing Activity=7"
INFY,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=7,Cash from Investing Activity=8,Cash from Financing Activity=5"
INOXGREEN,"ok:consolidated:headline=6:cols=9;schedules=Cash from Operating Activity=8,Cash from Investing Activity=8,Cash from Financing Activity=6"
INOXINDIA,"ok:consolidated:headline=6:cols=8;schedules=Cash from Operating Activity=9,Cash from Investing Activity=6,Cash from Financing Activity=5"
INOXWIND,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=11,Cash from Financing Activity=7"
INTELLECT,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=7,Cash from Investing Activity=9,Cash from Financing Activity=7"
IOB,"ok:consolidated:headline=6:cols=7;schedules=Cash from Operating Activity=8,Cash from Investing Activity=2,Cash from Financing Activity=7"
IOC,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=6,Cash from Investing Activity=9,Cash from Financing Activity=6"
IONEXCHANG,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=8,Cash from Financing Activity=7"
IPCALAB,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=12,Cash from Financing Activity=8"
IRB,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=9,Cash from Financing Activity=9"
IRCON,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=9,Cash from Financing Activity=6"
IRCTC,"ok:consolidated:headline=6:cols=4;schedules=Cash from Operating Activity=7,Cash from Investing Activity=5,Cash from Financing Activity=3"
IREDA,"ok:consolidated:headline=6:cols=8;schedules=Cash from Operating Activity=9,Cash from Investing Activity=5,Cash from Financing Activity=8"
IRFC,"ok:standalone:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=5,Cash from Financing Activity=9"
ITC,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=6,Cash from Investing Activity=10,Cash from Financing Activity=7"
ITCHOTELS,"ok:consolidated:headline=6:cols=3;schedules=Cash from Operating Activity=6,Cash from Investing Activity=7,Cash from Financing Activity=4"
ITI,"ok:consolidated:headline=6:cols=10;schedules=Cash from Operating Activity=7,Cash from Investing Activity=7,Cash from Financing Activity=6"
IXIGO,"ok:consolidated:headline=6:cols=8;schedules=Cash from Operating Activity=9,Cash from Investing Activity=7,Cash from Financing Activity=8"
JAIBALAJI,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=9,Cash from Investing Activity=7,Cash from Financing Activity=9"
JAINREC,"ok:consolidated:headline=6:cols=4;schedules=Cash from Operating Activity=8,Cash from Investing Activity=9,Cash from Financing Activity=7"
JAMNAAUTO,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=6,Cash from Financing Activity=7"
JAYNECOIND,"ok:consolidated:headline=6:cols=7;schedules=Cash from Operating Activity=8,Cash from Investing Activity=8,Cash from Financing Activity=7"
JBCHEPHARM,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=7,Cash from Investing Activity=8,Cash from Financing Activity=8"
JBMA,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=6,Cash from Investing Activity=9,Cash from Financing Activity=7"
JINDALSAW,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=10,Cash from Financing Activity=9"
JINDALSTEL,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=11,Cash from Financing Activity=7"
JIOFIN,"ok:consolidated:headline=6:cols=4;schedules=Cash from Operating Activity=10,Cash from Investing Activity=8,Cash from Financing Activity=6"
JKCEMENT,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=9,Cash from Investing Activity=8,Cash from Financing Activity=9"
JKLAKSHMI,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=7,Cash from Investing Activity=8,Cash from Financing Activity=7"
JKPAPER,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=6,Cash from Investing Activity=9,Cash from Financing Activity=7"
JKTYRE,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=6,Cash from Investing Activity=9,Cash from Financing Activity=8"
JLHL,"ok:consolidated:headline=6:cols=7;schedules=Cash from Operating Activity=8,Cash from Investing Activity=9,Cash from Financing Activity=7"
JMFINANCIL,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=10,Cash from Investing Activity=8,Cash from Financing Activity=9"
JPPOWER,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=8,Cash from Financing Activity=6"
JSFB,"ok:standalone:headline=6:cols=9;schedules=Cash from Operating Activity=7,Cash from Investing Activity=4,Cash from Financing Activity=5"
JSL,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=10,Cash from Investing Activity=9,Cash from Financing Activity=7"
JSLL,"ok:consolidated:headline=6:cols=4;schedules=Cash from Operating Activity=8,Cash from Investing Activity=6,Cash from Financing Activity=6"
JSWCEMENT,"ok:consolidated:headline=6:cols=7;schedules=Cash from Operating Activity=10,Cash from Investing Activity=8,Cash from Financing Activity=6"
JSWDULUX,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=9,Cash from Investing Activity=8,Cash from Financing Activity=4"
JSWENERGY,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=8,Cash from Financing Activity=7"
JSWINFRA,"ok:consolidated:headline=6:cols=10;schedules=Cash from Operating Activity=7,Cash from Investing Activity=8,Cash from Financing Activity=7"
JSWSTEEL,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=11,Cash from Financing Activity=8"
JUBLFOOD,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=7,Cash from Financing Activity=7"
JUBLINGREA,"ok:consolidated:headline=6:cols=7;schedules=Cash from Operating Activity=7,Cash from Investing Activity=8,Cash from Financing Activity=7"
JUBLPHARMA,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=7,Cash from Investing Activity=8,Cash from Financing Activity=8"
JUSTDIAL,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=7,Cash from Investing Activity=9,Cash from Financing Activity=7"
JWL,"ok:consolidated:headline=6:cols=6;schedules=Cash from Operating Activity=8,Cash from Investing Activity=8,Cash from Financing Activity=7"
JYOTHYLAB,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=7,Cash from Financing Activity=9"
JYOTICNC,"ok:consolidated:headline=6:cols=8;schedules=Cash from Operating Activity=8,Cash from Investing Activity=6,Cash from Financing Activity=5"
KAJARIACER,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=10,Cash from Financing Activity=8"
KALYANKJIL,"ok:consolidated:headline=6:cols=9;schedules=Cash from Operating Activity=9,Cash from Investing Activity=6,Cash from Financing Activity=7"
KANSAINER,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=6,Cash from Investing Activity=8,Cash from Financing Activity=7"
KARURVYSYA,"ok:standalone:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=4,Cash from Financing Activity=5"
KAYNES,"ok:consolidated:headline=6:cols=8;schedules=Cash from Operating Activity=8,Cash from Investing Activity=7,Cash from Financing Activity=5"
KEC,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=8,Cash from Financing Activity=7"
KEI,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=7,Cash from Investing Activity=8,Cash from Financing Activity=8"
KFINTECH,"ok:consolidated:headline=6:cols=8;schedules=Cash from Operating Activity=7,Cash from Investing Activity=10,Cash from Financing Activity=8"
KIMS,"ok:consolidated:headline=6:cols=11;schedules=Cash from Operating Activity=8,Cash from Investing Activity=10,Cash from Financing Activity=6"
KIRLOSBROS,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=10,Cash from Financing Activity=7"
KIRLOSENG,"ok:consolidated:headline=6:cols=11;schedules=Cash from Operating Activity=8,Cash from Investing Activity=9,Cash from Financing Activity=8"
KIRLPNU,"ok:consolidated:headline=6:cols=8;schedules=Cash from Operating Activity=8,Cash from Investing Activity=8,Cash from Financing Activity=7"
KITEX,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=6,Cash from Financing Activity=6"
KNRCON,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=9,Cash from Financing Activity=6"
KOTAKBANK,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=7,Cash from Investing Activity=8,Cash from Financing Activity=5"
KPIGREEN,"ok:consolidated:headline=6:cols=8;schedules=Cash from Operating Activity=8,Cash from Investing Activity=7,Cash from Financing Activity=6"
KPIL,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=6,Cash from Investing Activity=11,Cash from Financing Activity=9"
KPITTECH,"ok:consolidated:headline=6:cols=9;schedules=Cash from Operating Activity=7,Cash from Investing Activity=9,Cash from Financing Activity=7"
KPRMILL,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=7,Cash from Financing Activity=5"
KRBL,"ok:consolidated:headline=6:cols=12;schedules=Cash from Operating Activity=8,Cash from Investing Activity=9,Cash from Financing Activity=6"
KRN,"ok:consolidated:headline=6:cols=3;schedules=Cash from Operating Activity=7,Cash from Investing Activity=6,Cash from Financing Activity=5"
