,parent_line_item,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,,-445.0,-1397.0,-371.0,-578.0,-1474.0,-776.0,-978.0,-1664.0
Cash from Investing Activity,,-55.0,-69.0,-71.0,-417.0,-130.0,-100.0,329.0,-31.0
Cash from Financing Activity,,495.0,1599.0,825.0,535.0,1632.0,967.0,1187.0,2310.0
Net Cash Flow,,-5.0,133.0,384.0,-460.0,28.0,92.0,539.0,615.0
Free Cash Flow,,-449.0,-1416.0,-382.0,-605.0,-1489.0,-789.0,-996.0,-1694.0
CFO/OP,,-249.0,-502.0,-86.0,-104.0,-192.0,-70.0,-77.0,-110.0
Profit from operations,Cash from Operating Activity,173.0,285.0,470.0,592.0,758.0,1033.0,1295.0,1472.0
Receivables,Cash from Operating Activity,-1.0,-1.0,-1.0,-13.0,-4.0,-16.0,12.0,-4.0
Payables,Cash from Operating Activity,5.0,2.0,1.0,-4.0,20.0,-14.0,-2.0,-1.0
Loans Advances,Cash from Operating Activity,-593.0,-1709.0,-885.0,-1170.0,-2357.0,-1788.0,-1909.0,-2812.0
Other WC items,Cash from Operating Activity,-13.0,43.0,59.0,66.0,167.0,84.0,-294.0,-184.0
Working capital changes,Cash from Operating Activity,-603.0,-1664.0,-826.0,-1121.0,-2175.0,-1733.0,-2193.0,-3002.0
Direct taxes,Cash from Operating Activity,-15.0,-18.0,-15.0,-49.0,-57.0,-75.0,-80.0,-135.0
Fixed assets purchased,Cash from Investing Activity,-6.0,-19.0,-11.0,-27.0,-15.0,-14.0,-19.0,-30.0
Fixed assets sold,Cash from Investing Activity,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments purchased,Cash from Investing Activity,-302.0,-331.0,-2691.0,-4353.0,-9452.0,-12343.0,-21197.0,-20576.0
Investments sold,Cash from Investing Activity,303.0,301.0,2701.0,3875.0,9301.0,12290.0,21572.0,20601.0
Interest received,Cash from Investing Activity,1.0,4.0,2.0,11.0,12.0,31.0,26.0,40.0
Other investing items,Cash from Investing Activity,-53.0,-24.0,-71.0,76.0,24.0,-64.0,-53.0,-65.0
Proceeds from shares,Cash from Financing Activity,169.0,193.0,79.0,201.0,2.0,599.0,18.0,8.0
Proceeds from debentures,Cash from Financing Activity,0.0,0.0,1895.0,0.0,835.0,500.0,995.0,0.0
Redemption of debentures,Cash from Financing Activity,-18.0,-75.0,-1441.0,-50.0,-775.0,-816.0,-815.0,0.0
Proceeds from borrowings,Cash from Financing Activity,465.0,1692.0,1680.0,1850.0,26420.0,5982.0,6343.0,11206.0
Repayment of borrowings,Cash from Financing Activity,0.0,0.0,-1062.0,-1100.0,-24383.0,-4615.0,-4492.0,-7947.0
Interest paid fin,Cash from Financing Activity,-112.0,-196.0,-302.0,-358.0,-445.0,-651.0,-832.0,-923.0
Financial liabilities,Cash from Financing Activity,-6.0,-14.0,-23.0,-18.0,-22.0,-31.0,-31.0,-35.0
Application money refund,Cash from Financing Activity,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Other financing items,Cash from Financing Activity,-3.0,-2.0,0.0,11.0,0.0,0.0,0.0,0.0
