,parent_line_item,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,,134.0,214.0,180.0,17.0,284.0,199.0,153.0,277.0
Cash from Investing Activity,,-41.0,-51.0,-100.0,-48.0,-98.0,-187.0,-201.0,-272.0
Cash from Financing Activity,,-93.0,-163.0,-81.0,31.0,-185.0,-12.0,51.0,-8.0
Net Cash Flow,,-0.0,0.0,0.0,0.0,1.0,-0.0,4.0,-3.0
Free Cash Flow,,94.0,165.0,98.0,-23.0,201.0,98.0,-83.0,-88.0
CFO/OP,,89.0,154.0,121.0,11.0,153.0,72.0,42.0,57.0
Profit from operations,Cash from Operating Activity,183.0,157.0,118.0,167.0,205.0,333.0,472.0,570.0
Receivables,Cash from Operating Activity,20.0,58.0,-34.0,38.0,66.0,-418.0,49.0,-792.0
Inventory,Cash from Operating Activity,28.0,42.0,-109.0,-185.0,-127.0,-290.0,6.0,139.0
Payables,Cash from Operating Activity,-139.0,22.0,284.0,-31.0,-38.0,632.0,2.0,494.0
Other WC items,Cash from Operating Activity,70.0,-65.0,-82.0,29.0,191.0,-25.0,-338.0,-86.0
Working capital changes,Cash from Operating Activity,-21.0,57.0,58.0,-148.0,92.0,-101.0,-281.0,-246.0
Direct taxes,Cash from Operating Activity,-28.0,-0.0,4.0,-1.0,-12.0,-33.0,-38.0,-47.0
Fixed assets purchased,Cash from Investing Activity,-42.0,-54.0,-86.0,-42.0,-85.0,-102.0,-238.0,-366.0
Fixed assets sold,Cash from Investing Activity,2.0,5.0,4.0,2.0,2.0,1.0,2.0,1.0
Interest received,Cash from Investing Activity,1.0,1.0,1.0,2.0,2.0,2.0,11.0,6.0
Investment in group cos,Cash from Investing Activity,-9.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0
Other investing items,Cash from Investing Activity,7.0,-2.0,-18.0,-8.0,-17.0,-88.0,24.0,88.0
Proceeds from shares,Cash from Financing Activity,1.0,0.0,0.0,0.0,0.0,50.0,148.0,1.0
Proceeds from borrowings,Cash from Financing Activity,63.0,53.0,200.0,223.0,61.0,169.0,254.0,347.0
Repayment of borrowings,Cash from Financing Activity,-36.0,-130.0,-201.0,-98.0,-141.0,-75.0,-129.0,-129.0
Interest paid fin,Cash from Financing Activity,-101.0,-82.0,-78.0,-92.0,-103.0,-152.0,-210.0,-213.0
Dividends paid,Cash from Financing Activity,-20.0,-3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Financial liabilities,Cash from Financing Activity,0.0,-1.0,-1.0,-1.0,-1.0,-3.0,-10.0,-12.0
