,parent_line_item,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,,89.0,122.0,278.0,281.0,184.0,178.0,383.0,-212.0,451.0,260.0,584.0,505.0
Cash from Investing Activity,,-84.0,18.0,-408.0,-269.0,-27.0,-79.0,-366.0,299.0,-418.0,-218.0,-485.0,-385.0
Cash from Financing Activity,,-12.0,-74.0,101.0,-45.0,-106.0,-141.0,15.0,-68.0,-65.0,-63.0,-86.0,-104.0
Net Cash Flow,,-6.0,66.0,-30.0,-34.0,51.0,-42.0,31.0,18.0,-32.0,-21.0,14.0,16.0
Free Cash Flow,,73.0,56.0,187.0,201.0,160.0,144.0,340.0,-267.0,292.0,129.0,437.0,427.0
CFO/OP,,82.0,84.0,116.0,76.0,80.0,62.0,110.0,-44.0,137.0,87.0,118.0,99.0
Profit from operations,Cash from Operating Activity,183.0,234.0,333.0,685.0,431.0,462.0,474.0,299.0,389.0,469.0,643.0,783.0
Receivables,Cash from Operating Activity,11.0,-1.0,11.0,-27.0,1.0,-40.0,22.0,-47.0,-8.0,-22.0,4.0,-4.0
Inventory,Cash from Operating Activity,-23.0,-64.0,-70.0,-169.0,146.0,-164.0,-12.0,-434.0,184.0,-81.0,4.0,-59.0
Payables,Cash from Operating Activity,-30.0,52.0,107.0,37.0,-107.0,38.0,22.0,65.0,-24.0,41.0,79.0,-19.0
Loans Advances,Cash from Operating Activity,-1.0,-29.0,0.0,-1.0,-0.0,-0.0,0.0,0.0,-2.0,-1.0,1.0,1.0
Other WC items,Cash from Operating Activity,9.0,3.0,4.0,-7.0,-141.0,-11.0,2.0,-20.0,2.0,-8.0,17.0,39.0
Working capital changes,Cash from Operating Activity,-34.0,-39.0,52.0,-167.0,-101.0,-178.0,34.0,-436.0,152.0,-71.0,104.0,-43.0
Direct taxes,Cash from Operating Activity,-60.0,-73.0,-107.0,-238.0,-146.0,-106.0,-126.0,-75.0,-90.0,-138.0,-163.0,-235.0
Fixed assets purchased,Cash from Investing Activity,-16.0,-67.0,-92.0,-80.0,-25.0,-35.0,-76.0,-55.0,-160.0,-131.0,-153.0,-81.0
Fixed assets sold,Cash from Investing Activity,0.0,0.0,1.0,0.0,1.0,1.0,33.0,0.0,0.0,0.0,5.0,3.0
Investments purchased,Cash from Investing Activity,-69.0,0.0,-324.0,-202.0,-23.0,-25.0,-499.0,-754.0,-1054.0,-558.0,-1185.0,-2050.0
Investments sold,Cash from Investing Activity,0.0,80.0,0.0,0.0,0.0,0.0,0.0,1094.0,1013.0,868.0,911.0,1202.0
Interest received,Cash from Investing Activity,0.0,1.0,1.0,1.0,5.0,10.0,7.0,9.0,27.0,67.0,55.0,65.0
Dividends received,Cash from Investing Activity,1.0,5.0,7.0,11.0,15.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
Other investing items,Cash from Investing Activity,1.0,-2.0,0.0,0.0,0.0,-53.0,169.0,4.0,-244.0,-464.0,-119.0,476.0
