,parent_line_item,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,,528.0,644.0,1104.0,951.0,636.0,1341.0,1644.0,161.0
Cash from Investing Activity,,-277.0,-551.0,-855.0,-553.0,-387.0,-2992.0,-1665.0,-267.0
Cash from Financing Activity,,-266.0,116.0,-269.0,-526.0,326.0,1412.0,334.0,-594.0
Net Cash Flow,,-15.0,210.0,-21.0,-128.0,574.0,-239.0,313.0,-700.0
Free Cash Flow,,248.0,332.0,945.0,632.0,-35.0,600.0,1051.0,-295.0
CFO/OP,,92.0,52.0,190.0,85.0,41.0,339.0,240.0,36.0
Profit from operations,Cash from Operating Activity,641.0,1263.0,254.0,944.0,1545.0,1552.0,1958.0,673.0
Receivables,Cash from Operating Activity,5.0,-63.0,102.0,-154.0,-108.0,-174.0,-415.0,-40.0
Inventory,Cash from Operating Activity,-353.0,-432.0,611.0,-1083.0,-1224.0,231.0,-39.0,-374.0
Payables,Cash from Operating Activity,392.0,-139.0,69.0,1260.0,362.0,-62.0,231.0,233.0
Other WC items,Cash from Operating Activity,-138.0,21.0,70.0,0.0,58.0,-161.0,-56.0,-255.0
Working capital changes,Cash from Operating Activity,-94.0,-613.0,853.0,23.0,-912.0,-167.0,-278.0,-436.0
Direct taxes,Cash from Operating Activity,-20.0,-6.0,-3.0,-16.0,3.0,-43.0,-36.0,-76.0
Fixed assets purchased,Cash from Investing Activity,-287.0,-318.0,-161.0,-348.0,-681.0,-747.0,-635.0,-509.0
Fixed assets sold,Cash from Investing Activity,8.0,6.0,3.0,29.0,11.0,6.0,42.0,53.0
Investments purchased,Cash from Investing Activity,-961.0,-6960.0,-12415.0,-10008.0,-12792.0,-668.0,-759.0,0.0
Investments sold,Cash from Investing Activity,963.0,6857.0,12083.0,9765.0,13241.0,0.0,0.0,616.0
Interest received,Cash from Investing Activity,0.0,0.0,2.0,9.0,10.0,26.0,15.0,22.0
Invest in subsidiaries,Cash from Investing Activity,0.0,-136.0,0.0,0.0,0.0,0.0,0.0,0.0
Investment in group cos,Cash from Investing Activity,0.0,0.0,-67.0,0.0,0.0,0.0,-148.0,-42.0
Redemp n Canc of Shares,Cash from Investing Activity,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
Acquisition of companies,Cash from Investing Activity,0.0,0.0,0.0,0.0,-176.0,-1609.0,-127.0,0.0
Other investing items,Cash from Investing Activity,0.0,0.0,-316.0,0.0,0.0,0.0,-53.0,-407.0
Proceeds from shares,Cash from Financing Activity,1.0,7.0,0.0,2.0,4.0,11.0,1851.0,0.0
Proceeds from borrowings,Cash from Financing Activity,300.0,2081.0,692.0,847.0,1451.0,2141.0,883.0,748.0
Repayment of borrowings,Cash from Financing Activity,-458.0,-1007.0,-2347.0,-751.0,-462.0,-353.0,-2699.0,-68.0
Interest paid fin,Cash from Financing Activity,-110.0,-424.0,-476.0,-310.0,-533.0,-816.0,-910.0,-508.0
Financial liabilities,Cash from Financing Activity,0.0,-589.0,-406.0,-561.0,-891.0,-996.0,-1130.0,-796.0
Other financing items,Cash from Financing Activity,0.0,48.0,2267.0,247.0,757.0,1425.0,2339.0,31.0
