,parent_line_item,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,,-2927.0,11569.0,-20700.0,-6389.0,-12907.0,44976.0,16672.0,-12442.0,-16925.0,18278.0,993.0
Cash from Investing Activity,,-258.0,-285.0,-217.0,-633.0,1445.0,-324.0,-395.0,-481.0,-703.0,-685.0,-634.0
Cash from Financing Activity,,2517.0,-2768.0,15505.0,8590.0,12733.0,-4096.0,-4302.0,1115.0,-2242.0,4876.0,-10912.0
Net Cash Flow,,-667.0,8516.0,-5412.0,1568.0,1271.0,40556.0,11975.0,-11808.0,-19869.0,22468.0,-10553.0
Free Cash Flow,,-3184.0,11296.0,-20920.0,-7027.0,-13324.0,44645.0,16266.0,-13002.0,-17636.0,17569.0,359.0
CFO/OP,,-21.0,154.0,-175.0,-31.0,-66.0,346.0,124.0,-54.0,-49.0,82.0,5.0
Profit from operations,Cash from Operating Activity,4330.0,5721.0,7040.0,8613.0,11587.0,12438.0,13839.0,15340.0,16684.0,7471.0,10191.0
Loans Advances,Cash from Operating Activity,-20274.0,-25721.0,-32928.0,-44374.0,-20846.0,-13146.0,-32755.0,-55058.0,-56710.0,-4753.0,21311.0
Operating investments,Cash from Operating Activity,-4541.0,-2758.0,-13675.0,-9658.0,-1603.0,-10563.0,-2019.0,-12930.0,-24254.0,-8046.0,-11183.0
Operating Deposits,Cash from Operating Activity,18866.0,33572.0,25067.0,43229.0,7312.0,53843.0,37479.0,42771.0,48465.0,26277.0,-10932.0
Other WC items,Cash from Operating Activity,41.0,2641.0,-4230.0,-1874.0,-7219.0,3237.0,2314.0,-1370.0,2061.0,277.0,-8223.0
Working capital changes,Cash from Operating Activity,-5908.0,7733.0,-25765.0,-12677.0,-22355.0,33371.0,5020.0,-26587.0,-30437.0,13755.0,-9027.0
Direct taxes,Cash from Operating Activity,-1349.0,-1885.0,-1975.0,-2324.0,-2139.0,-833.0,-2188.0,-1196.0,-3171.0,-2949.0,-171.0
Fixed assets purchased,Cash from Investing Activity,-269.0,-287.0,-236.0,-643.0,-420.0,-341.0,-414.0,-571.0,-730.0,-731.0,-692.0
Fixed assets sold,Cash from Investing Activity,12.0,14.0,16.0,6.0,4.0,10.0,8.0,11.0,19.0,22.0,58.0
Other investing items,Cash from Investing Activity,0.0,-11.0,2.0,5.0,1862.0,7.0,11.0,80.0,8.0,23.0,0.0
Proceeds from shares,Cash from Financing Activity,5125.0,97.0,102.0,101.0,61.0,5335.0,84.0,86.0,245.0,68.0,3.0
Proceeds from debentures,Cash from Financing Activity,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Redemption of debentures,Cash from Financing Activity,0.0,0.0,0.0,0.0,0.0,0.0,-500.0,0.0,0.0,0.0,0.0
Proceeds from borrowings,Cash from Financing Activity,0.0,0.0,0.0,9032.0,12625.0,0.0,2800.0,2688.0,90.0,6092.0,0.0
Repayment of borrowings,Cash from Financing Activity,0.0,0.0,0.0,0.0,0.0,-9431.0,-6300.0,-1000.0,-1490.0,0.0,-10914.0
Dividends paid,Cash from Financing Activity,-285.0,-323.0,-432.0,-543.0,-627.0,0.0,-387.0,-659.0,-1086.0,-1285.0,0.0
Other financing items,Cash from Financing Activity,-2323.0,-4042.0,15835.0,0.0,674.0,0.0,0.0,0.0,0.0,0.0,0.0
