,parent_line_item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,,-146.0,-78.0,175.0,206.0,-79.0,300.0,317.0,434.0,530.0,0.0
Cash from Investing Activity,,-703.0,-145.0,-132.0,-118.0,-40.0,-9.0,-28.0,32.0,-75.0,0.0
Cash from Financing Activity,,855.0,226.0,-46.0,-85.0,113.0,-209.0,-198.0,-491.0,-456.0,0.0
Net Cash Flow,,6.0,4.0,-3.0,3.0,-6.0,82.0,91.0,-25.0,-2.0,0.0
Free Cash Flow,,-206.0,-252.0,22.0,86.0,-121.0,317.0,256.0,354.0,438.0,0.0
CFO/OP,,-192.0,-22.0,72.0,82.0,2271.0,163.0,82.0,95.0,93.0,0.0
Profit from operations,Cash from Operating Activity,77.8,254.01,308.16,195.6,-188.66,68.43,456.08,499.94,634.19,0.0
Receivables,Cash from Operating Activity,117.16,-428.26,-72.48,85.23,97.03,81.17,-6.77,-93.54,-92.37,0.0
Inventory,Cash from Operating Activity,-49.2,35.51,-250.92,-121.67,426.26,9.13,-115.71,69.59,-189.32,0.0
Payables,Cash from Operating Activity,-205.66,223.49,170.99,86.34,-353.49,97.17,-33.37,-58.68,233.57,0.0
Other WC items,Cash from Operating Activity,-81.76,-137.1,56.22,-28.64,-71.31,56.04,60.33,79.53,-13.21,0.0
Working capital changes,Cash from Operating Activity,-219.45,-306.36,-96.19,21.26,98.49,243.51,-95.52,-3.1,-61.33,0.0
Direct taxes,Cash from Operating Activity,-3.99,-25.43,-36.88,-11.17,11.22,-11.82,-43.29,-62.66,-43.34,0.0
Fixed assets purchased,Cash from Investing Activity,-54.82,-170.07,-154.91,-129.8,-45.53,0.0,-63.24,-82.27,-95.82,0.0
Fixed assets sold,Cash from Investing Activity,0.0,0.0,1.47,9.72,3.77,16.6,1.96,2.15,4.58,0.0
Capital WIP,Cash from Investing Activity,-5.57,-3.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments purchased,Cash from Investing Activity,-85.22,0.0,0.0,0.0,0.0,0.0,0.0,-70.0,0.0,0.0
Investments sold,Cash from Investing Activity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.38,0.0,0.0
Interest received,Cash from Investing Activity,0.0,3.07,2.41,2.7,2.01,7.05,8.47,9.25,14.91,0.0
Dividends received,Cash from Investing Activity,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Redemp n Canc of Shares,Cash from Investing Activity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.54,0.0,0.0
Other investing items,Cash from Investing Activity,-557.6,25.9,19.2,-0.28,0.25,-32.16,24.32,7.82,1.11,0.0
Proceeds from shares,Cash from Financing Activity,880.3,300.0,3.41,9.3,499.3,494.82,5.42,2.33,5.25,0.0
Proceeds from borrowings,Cash from Financing Activity,13.18,39.67,96.76,418.13,0.66,0.0,137.04,0.0,20.0,0.0
Repayment of borrowings,Cash from Financing Activity,-19.25,-25.9,-34.84,0.0,-299.67,-441.3,-41.12,-131.56,-96.52,0.0
Interest paid fin,Cash from Financing Activity,-19.45,-87.56,-119.78,-265.67,-249.24,-87.6,-86.12,-77.86,-77.27,0.0
Dividends paid,Cash from Financing Activity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62.56,-66.68,0.0
Financial liabilities,Cash from Financing Activity,0.0,0.0,0.0,-238.58,-93.13,-175.13,-212.89,-221.57,-240.8,0.0
Other financing items,Cash from Financing Activity,0.0,0.0,8.51,-8.51,254.86,0.0,-0.01,0.0,0.0,0.0
