,parent_line_item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,,-3841.0,-1175.0,-3900.0,-4060.0,-1313.0,-2169.0,-2898.0
Cash from Investing Activity,,3195.0,1282.0,-9160.0,3968.0,1472.0,-1372.0,-4983.0
Cash from Financing Activity,,849.0,14.0,13634.0,-172.0,-123.0,3903.0,9397.0
Net Cash Flow,,202.0,120.0,574.0,-264.0,37.0,361.0,1516.0
Free Cash Flow,,-4175.0,-915.0,-4128.0,-4217.0,-1657.0,-2913.0,-3809.0
CFO/OP,,99.0,91.0,105.0,94.0,60.0,79.0,89.0
Profit from operations,Cash from Operating Activity,-3542.0,-1391.0,-3154.0,-3901.0,-1515.0,-1587.0,-2206.0
Receivables,Cash from Operating Activity,8.0,-48.0,-957.0,41.0,56.0,-1521.0,-1648.0
Inventory,Cash from Operating Activity,-24.0,12.0,-8.0,7.0,-13.0,-7.0,-21.0
Payables,Cash from Operating Activity,-173.0,95.0,608.0,-66.0,7.0,942.0,465.0
Other WC items,Cash from Operating Activity,10.0,80.0,-331.0,-96.0,148.0,-37.0,534.0
Working capital changes,Cash from Operating Activity,-178.0,140.0,-688.0,-114.0,199.0,-622.0,-670.0
Interest paid,Cash from Operating Activity,-83.0,-29.0,0.0,0.0,0.0,0.0,0.0
Direct taxes,Cash from Operating Activity,-38.0,5.0,-59.0,-45.0,4.0,40.0,-22.0
Exceptional CF items,Cash from Operating Activity,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Fixed assets purchased,Cash from Investing Activity,-333.0,0.0,-291.0,-168.0,-352.0,-751.0,-919.0
Fixed assets sold,Cash from Investing Activity,0.0,260.0,64.0,11.0,8.0,7.0,8.0
Investments purchased,Cash from Investing Activity,-5265.0,-3704.0,-21074.0,-9768.0,-8272.0,-13392.0,-26482.0
Investments sold,Cash from Investing Activity,8956.0,4715.0,11888.0,13844.0,10012.0,16014.0,24570.0
Interest received,Cash from Investing Activity,77.0,44.0,20.0,73.0,76.0,144.0,255.0
Investment in group cos,Cash from Investing Activity,0.0,0.0,-2.0,0.0,0.0,0.0,0.0
Redemp n Canc of Shares,Cash from Investing Activity,0.0,0.0,84.0,0.0,0.0,0.0,0.0
Acquisition of companies,Cash from Investing Activity,0.0,0.0,0.0,0.0,-2.0,0.0,0.0
Inter corporate deposits,Cash from Investing Activity,0.0,0.0,0.0,0.0,-40.0,0.0,0.0
Other investing items,Cash from Investing Activity,-239.0,-33.0,150.0,-24.0,41.0,-3395.0,-2415.0
