,parent_line_item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,,14128.0,-5978.0,17364.0,10966.0,14042.0,2679.0,3563.0,11543.0,14465.0,6817.0
Cash from Investing Activity,,-4918.0,-1027.0,-494.0,-3790.0,-2833.0,-2960.0,-11996.0,-9887.0,-3174.0,-14143.0
Cash from Financing Activity,,-6974.0,6742.0,-12220.0,-12539.0,-9598.0,10211.0,6509.0,-2954.0,-8673.0,4972.0
Net Cash Flow,,2236.0,-263.0,4649.0,-5363.0,1610.0,9929.0,-1924.0,-1298.0,2618.0,-2355.0
Free Cash Flow,,13861.0,-6148.0,17092.0,10546.0,13492.0,2200.0,2383.0,10379.0,13579.0,6067.0
CFO/OP,,201.0,-77.0,231.0,172.0,187.0,52.0,42.0,99.0,113.0,53.0
Profit from operations,Cash from Operating Activity,1920.0,1578.0,1177.0,2418.0,2974.0,3880.0,5722.0,7151.0,8436.0,8516.0
Inventory,Cash from Operating Activity,0.0,0.0,0.0,0.0,3033.0,0.0,0.0,0.0,0.0,0.0
Loans Advances,Cash from Operating Activity,-3811.0,-3073.0,0.0,0.0,0.0,0.0,-36200.0,-45216.0,-43820.0,-52866.0
Operating investments,Cash from Operating Activity,-16094.0,-9901.0,3514.0,15262.0,0.0,1947.0,-4344.0,-5030.0,-2636.0,8322.0
Operating Deposits,Cash from Operating Activity,31879.0,7942.0,22314.0,-5275.0,23457.0,17003.0,38930.0,56101.0,51440.0,42302.0
Other WC items,Cash from Operating Activity,478.0,-2175.0,-9696.0,-1290.0,-15941.0,-20286.0,-188.0,-655.0,1247.0,796.0
Working capital changes,Cash from Operating Activity,12452.0,-7208.0,16133.0,8697.0,10550.0,-1336.0,-1803.0,5200.0,6231.0,-1445.0
Direct taxes,Cash from Operating Activity,-244.0,-348.0,54.0,-149.0,518.0,135.0,-356.0,-807.0,-201.0,-254.0
Fixed assets purchased,Cash from Investing Activity,-270.0,-174.0,-276.0,-428.0,-586.0,-482.0,-1188.0,-1374.0,-919.0,-777.0
Fixed assets sold,Cash from Investing Activity,2.0,3.0,4.0,8.0,37.0,3.0,8.0,210.0,33.0,28.0
Investments purchased,Cash from Investing Activity,-4525.0,-857.0,-1093.0,-3371.0,-2284.0,-2481.0,-10816.0,-8723.0,-2592.0,-13394.0
Acquisition of companies,Cash from Investing Activity,-126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other investing items,Cash from Investing Activity,0.0,0.0,871.0,0.0,0.0,0.0,0.0,0.0,304.0,0.0
Proceeds from shares,Cash from Financing Activity,26.0,24.0,2.0,48.0,2013.0,3034.0,2260.0,3323.0,3279.0,7619.0
Proceeds from debentures,Cash from Financing Activity,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,0.0,0.0
Proceeds from borrowings,Cash from Financing Activity,0.0,0.0,0.0,0.0,0.0,5677.0,2749.0,0.0,0.0,0.0
Repayment of borrowings,Cash from Financing Activity,0.0,0.0,-11910.0,-12586.0,-11611.0,0.0,0.0,-7776.0,-11952.0,-2351.0
Dividends paid,Cash from Financing Activity,-102.0,-307.0,-308.0,0.0,0.0,0.0,0.0,0.0,0.0,-296.0
Other financing items,Cash from Financing Activity,-6898.0,7025.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
