,parent_line_item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,,149.0,155.0,253.0,143.0,445.0,533.0,693.0,775.0,659.0
Cash from Investing Activity,,-138.0,204.0,-954.0,-156.0,-352.0,-562.0,-471.0,-1762.0,-1571.0
Cash from Financing Activity,,-13.0,-346.0,767.0,-67.0,-64.0,19.0,-175.0,1944.0,-1.0
Net Cash Flow,,-2.0,13.0,66.0,-80.0,29.0,-10.0,47.0,957.0,-913.0
Free Cash Flow,,61.0,13.0,41.0,-75.0,101.0,198.0,374.0,360.0,180.0
CFO/OP,,117.0,102.0,116.0,44.0,89.0,92.0,94.0,98.0,78.0
Profit from operations,Cash from Operating Activity,173.0,201.0,265.0,403.0,588.0,707.0,912.0,1005.0,1092.0
Receivables,Cash from Operating Activity,-22.0,-10.0,5.0,-192.0,-21.0,-155.0,-39.0,-55.0,-260.0
Inventory,Cash from Operating Activity,-18.0,4.0,21.0,-113.0,-60.0,43.0,-21.0,-3.0,-90.0
Payables,Cash from Operating Activity,21.0,-25.0,-4.0,108.0,-2.0,31.0,35.0,25.0,73.0
Other WC items,Cash from Operating Activity,9.0,75.0,-5.0,-10.0,-6.0,18.0,-40.0,-23.0,31.0
Working capital changes,Cash from Operating Activity,-10.0,44.0,16.0,-207.0,-89.0,-63.0,-64.0,-56.0,-245.0
Direct taxes,Cash from Operating Activity,-41.0,-49.0,-28.0,-53.0,-54.0,-110.0,-155.0,-174.0,-187.0
Exceptional CF items,Cash from Operating Activity,27.0,-41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fixed assets purchased,Cash from Investing Activity,-88.0,-142.0,-212.0,-219.0,-347.0,-335.0,-320.0,-417.0,-492.0
Fixed assets sold,Cash from Investing Activity,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,13.0
Investments purchased,Cash from Investing Activity,-16.0,0.0,0.0,0.0,-7.0,-229.0,-211.0,-807.0,-53.0
Investments sold,Cash from Investing Activity,0.0,1.0,8.0,0.0,0.0,0.0,197.0,0.0,306.0
Interest received,Cash from Investing Activity,2.0,3.0,4.0,2.0,18.0,3.0,20.0,60.0,118.0
Redemp n Canc of Shares,Cash from Investing Activity,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0
Acquisition of companies,Cash from Investing Activity,0.0,0.0,-822.0,0.0,0.0,0.0,0.0,0.0,0.0
Other investing items,Cash from Investing Activity,-36.0,342.0,-33.0,60.0,-20.0,-1.0,-158.0,-600.0,-1462.0
