,parent_line_item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,,181.0,75.0,129.0,59.0,234.0,614.0,200.0
Cash from Investing Activity,,-16.0,-24.0,20.0,-131.0,-1000.0,-986.0,-304.0
Cash from Financing Activity,,-219.0,-54.0,-84.0,80.0,894.0,408.0,130.0
Net Cash Flow,,-55.0,-2.0,65.0,8.0,129.0,36.0,26.0
Free Cash Flow,,150.0,54.0,147.0,-173.0,-440.0,-375.0,-440.0
CFO/OP,,174.0,71.0,129.0,107.0,207.0,94.0,23.0
Profit from operations,Cash from Operating Activity,106.0,112.0,115.0,54.0,131.0,734.0,1813.0
Receivables,Cash from Operating Activity,59.0,-15.0,31.0,28.0,-42.0,-94.0,-531.0
Inventory,Cash from Operating Activity,-16.0,-26.0,-10.0,-21.0,-165.0,-452.0,-952.0
Payables,Cash from Operating Activity,7.0,-8.0,-17.0,29.0,89.0,192.0,513.0
Other WC items,Cash from Operating Activity,25.0,16.0,17.0,-30.0,237.0,300.0,-452.0
Working capital changes,Cash from Operating Activity,75.0,-32.0,22.0,7.0,119.0,-54.0,-1423.0
Interest paid,Cash from Operating Activity,0.0,0.0,-3.0,0.0,0.0,0.0,0.0
Direct taxes,Cash from Operating Activity,-1.0,-4.0,-5.0,-1.0,-15.0,-66.0,-190.0
Fixed assets purchased,Cash from Investing Activity,-31.0,-21.0,-114.0,-445.0,-675.0,-988.0,-653.0
Fixed assets sold,Cash from Investing Activity,0.0,0.0,132.0,212.0,0.0,0.0,13.0
Investments purchased,Cash from Investing Activity,0.0,0.0,0.0,0.0,0.0,-868.0,-1213.0
Investments sold,Cash from Investing Activity,0.0,0.0,0.0,0.0,0.0,613.0,1445.0
Interest received,Cash from Investing Activity,5.0,1.0,3.0,2.0,1.0,22.0,8.0
Redemp n Canc of Shares,Cash from Investing Activity,0.0,0.0,0.0,96.0,0.0,0.0,0.0
Other investing items,Cash from Investing Activity,10.0,-4.0,-1.0,3.0,-327.0,236.0,96.0
