,parent_line_item,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,,444.0,500.0,704.0,768.0,747.0,1097.0,852.0,944.0
Cash from Investing Activity,,-409.0,-168.0,-256.0,-574.0,-468.0,-715.0,-96.0,-1193.0
Cash from Financing Activity,,-735.0,-301.0,-189.0,-152.0,-145.0,-164.0,-814.0,343.0
Net Cash Flow,,-700.0,32.0,259.0,42.0,134.0,219.0,-58.0,94.0
Free Cash Flow,,39.0,362.0,571.0,349.0,345.0,801.0,475.0,400.0
CFO/OP,,77.0,84.0,74.0,81.0,80.0,107.0,75.0,70.0
Profit from operations,Cash from Operating Activity,728.0,716.0,1239.0,1371.0,1240.0,1270.0,1523.0,1842.0
Receivables,Cash from Operating Activity,-102.0,-173.0,-330.0,-173.0,-340.0,-151.0,-143.0,-426.0
Inventory,Cash from Operating Activity,-200.0,-45.0,-341.0,-307.0,66.0,-27.0,-407.0,-384.0
Payables,Cash from Operating Activity,64.0,55.0,232.0,316.0,-39.0,154.0,170.0,277.0
Other WC items,Cash from Operating Activity,89.0,39.0,105.0,-128.0,20.0,74.0,-44.0,3.0
Working capital changes,Cash from Operating Activity,-149.0,-124.0,-335.0,-292.0,-292.0,51.0,-424.0,-530.0
Direct taxes,Cash from Operating Activity,-134.0,-92.0,-200.0,-311.0,-200.0,-224.0,-247.0,-368.0
Fixed assets purchased,Cash from Investing Activity,-417.0,-155.0,-146.0,-422.0,-403.0,-307.0,-407.0,-548.0
Fixed assets sold,Cash from Investing Activity,12.0,17.0,13.0,3.0,1.0,11.0,31.0,4.0
Investments purchased,Cash from Investing Activity,0.0,0.0,0.0,0.0,-81.0,-899.0,-706.0,-582.0
Investments sold,Cash from Investing Activity,0.0,0.0,0.0,0.0,81.0,612.0,916.0,657.0
Interest received,Cash from Investing Activity,2.0,1.0,8.0,6.0,5.0,18.0,23.0,2.0
Acquisition of companies,Cash from Investing Activity,-4.0,0.0,-112.0,-275.0,0.0,-345.0,0.0,-725.0
Other investing items,Cash from Investing Activity,-2.0,-31.0,-19.0,114.0,-71.0,196.0,47.0,-2.0
