,parent_line_item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,,2771.0,949.0,615.0,859.0,-1137.0,708.0,4073.0,594.0,
Cash from Investing Activity,,-231.0,-285.0,-1266.0,-1330.0,-434.0,-780.0,-321.0,-4133.0,
Cash from Financing Activity,,-2489.0,-852.0,1917.0,-240.0,2104.0,33.0,-1331.0,1641.0,
Net Cash Flow,,51.0,-188.0,1266.0,-711.0,532.0,-39.0,2421.0,-1898.0,
Free Cash Flow,,2717.0,928.0,573.0,818.0,-1163.0,631.0,4001.0,472.0,
CFO/OP,,-241.0,140.0,53.0,78.0,-101.0,40.0,197.0,29.0,
Profit from operations,Cash from Operating Activity,,-468.0,385.0,548.0,660.0,1078.0,1270.0,1315.0,1278.0
Loans Advances,Cash from Operating Activity,,-1557.0,-3993.0,-2025.0,-1963.0,-5438.0,-5944.0,-4697.0,-7269.0
Operating investments,Cash from Operating Activity,,706.0,-921.0,-829.0,919.0,250.0,-954.0,946.0,-99.0
Operating Deposits,Cash from Operating Activity,,4198.0,5453.0,2720.0,1166.0,0.0,0.0,0.0,6667.0
Other WC items,Cash from Operating Activity,,-114.0,12.0,205.0,74.0,2983.0,6353.0,6527.0,26.0
Working capital changes,Cash from Operating Activity,,3233.0,551.0,71.0,196.0,-2205.0,-545.0,2775.0,-675.0
Direct taxes,Cash from Operating Activity,,7.0,13.0,-4.0,3.0,-9.0,-17.0,-17.0,-9.0
Proceeds from shares,Cash from Financing Activity,,1086.0,339.0,0.0,66.0,216.0,1369.0,13.0,11.0
Proceeds from debentures,Cash from Financing Activity,,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0
Proceeds from borrowings,Cash from Financing Activity,,0.0,0.0,1917.0,0.0,1768.0,880.0,1497.0,3389.0
Repayment of borrowings,Cash from Financing Activity,,-3575.0,-1188.0,0.0,-356.0,0.0,-1946.0,-2842.0,-1759.0
Other financing items,Cash from Financing Activity,,0.0,-3.0,0.0,0.0,120.0,-270.0,0.0,0.0
