,parent_line_item,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,,144.0,25.0,28.0,39.0,42.0,-48.0,-105.0,54.0
Cash from Investing Activity,,54.0,-36.0,-18.0,-31.0,-32.0,-170.0,-329.0,-302.0
Cash from Financing Activity,,-191.0,-2.0,-3.0,-15.0,3.0,505.0,145.0,287.0
Net Cash Flow,,8.0,-13.0,7.0,-8.0,14.0,286.0,-289.0,39.0
Free Cash Flow,,200.0,-11.0,14.0,-2.0,8.0,-163.0,-415.0,-269.0
CFO/OP,,168.0,487.0,115.0,54.0,64.0,1.0,-4.0,34.0
Profit from operations,Cash from Operating Activity,145.0,50.0,34.0,106.0,124.0,302.0,504.0,522.0
Receivables,Cash from Operating Activity,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
Inventory,Cash from Operating Activity,-4.0,-33.0,-58.0,11.0,-167.0,-46.0,-34.0,-265.0
Payables,Cash from Operating Activity,0.0,0.0,0.0,-17.0,0.0,0.0,0.0,0.0
Other WC items,Cash from Operating Activity,13.0,17.0,53.0,-77.0,92.0,-254.0,-488.0,-44.0
Working capital changes,Cash from Operating Activity,9.0,-16.0,-5.0,-67.0,-75.0,-300.0,-523.0,-309.0
Direct taxes,Cash from Operating Activity,-9.0,-9.0,-0.0,-1.0,-7.0,-50.0,-87.0,-125.0
Other operating items,Cash from Operating Activity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.0
Fixed assets purchased,Cash from Investing Activity,-56.0,-35.0,-14.0,-41.0,-34.0,-114.0,-310.0,-323.0
Fixed assets sold,Cash from Investing Activity,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments purchased,Cash from Investing Activity,-1.0,0.0,-2.0,0.0,-1.0,-0.0,0.0,-15.0
Investments sold,Cash from Investing Activity,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0
Interest received,Cash from Investing Activity,2.0,2.0,1.0,1.0,1.0,5.0,6.0,8.0
Other investing items,Cash from Investing Activity,-1.0,-3.0,-3.0,7.0,3.0,-61.0,-29.0,28.0
Proceeds from shares,Cash from Financing Activity,0.0,0.0,0.0,0.0,50.0,1126.0,0.0,0.0
Proceeds from borrowings,Cash from Financing Activity,0.0,69.0,74.0,67.0,56.0,0.0,193.0,356.0
Repayment of borrowings,Cash from Financing Activity,-123.0,0.0,0.0,0.0,-13.0,-531.0,-6.0,-3.0
Interest paid fin,Cash from Financing Activity,-69.0,-71.0,-77.0,-82.0,-90.0,-90.0,-42.0,-66.0
Other financing items,Cash from Financing Activity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
