,parent_line_item,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,,125.0,208.0,186.0,355.0,110.0,387.0,478.0,48.0,219.0,-123.0,624.0,-180.0
Cash from Investing Activity,,145.0,-313.0,104.0,-553.0,315.0,-189.0,-628.0,-302.0,-1173.0,-295.0,-992.0,-6582.0
Cash from Financing Activity,,-158.0,73.0,-238.0,-55.0,-208.0,-129.0,28.0,112.0,1039.0,344.0,495.0,6602.0
Net Cash Flow,,112.0,-32.0,52.0,-252.0,217.0,69.0,-122.0,-142.0,86.0,-74.0,127.0,-160.0
Free Cash Flow,,67.0,-11.0,-42.0,186.0,-148.0,195.0,420.0,-197.0,-45.0,-429.0,302.0,-469.0
CFO/OP,,48.0,98.0,52.0,139.0,117.0,167.0,173.0,124.0,1103.0,-36.0,376.0,-70.0
Profit from operations,Cash from Operating Activity,432.0,472.0,647.0,371.0,440.0,492.0,384.0,248.0,244.0,263.0,238.0,199.0
Receivables,Cash from Operating Activity,-65.0,-16.0,-308.0,75.0,-174.0,184.0,-26.0,-114.0,23.0,-356.0,211.0,-157.0
Inventory,Cash from Operating Activity,-49.0,-69.0,-35.0,-22.0,-240.0,-145.0,104.0,-111.0,-19.0,-105.0,-172.0,-39.0
Payables,Cash from Operating Activity,33.0,140.0,76.0,71.0,199.0,62.0,-93.0,6.0,118.0,-0.0,358.0,-201.0
Loans Advances,Cash from Operating Activity,-143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other WC items,Cash from Operating Activity,0.0,-112.0,-74.0,-51.0,21.0,-116.0,171.0,47.0,-107.0,102.0,31.0,39.0
Working capital changes,Cash from Operating Activity,-224.0,-58.0,-340.0,72.0,-194.0,-14.0,156.0,-172.0,16.0,-358.0,428.0,-357.0
Direct taxes,Cash from Operating Activity,-83.0,-205.0,-121.0,-88.0,-137.0,-91.0,-61.0,-28.0,-41.0,-28.0,-43.0,-21.0
Fixed assets purchased,Cash from Investing Activity,-58.0,-220.0,-228.0,-173.0,-258.0,-199.0,-70.0,-247.0,-267.0,-306.0,-322.0,-288.0
Fixed assets sold,Cash from Investing Activity,0.0,1.0,0.0,3.0,0.0,7.0,11.0,2.0,3.0,0.0,0.0,0.0
Investments purchased,Cash from Investing Activity,-1997.0,-3435.0,-2801.0,-839.0,-3275.0,-4978.0,-2483.0,-1106.0,-7371.0,-682.0,-2237.0,-16834.0
Investments sold,Cash from Investing Activity,2216.0,3525.0,2501.0,342.0,3386.0,3200.0,2404.0,1233.0,7252.0,765.0,2304.0,16724.0
Interest received,Cash from Investing Activity,22.0,52.0,76.0,41.0,24.0,17.0,8.0,28.0,46.0,42.0,45.0,8.0
Dividends received,Cash from Investing Activity,112.0,62.0,1.0,14.0,36.0,60.0,0.0,0.0,50.0,27.0,27.0,26.0
Invest in subsidiaries,Cash from Investing Activity,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4071.0,-500.0,-1745.0,-5791.0
Loans to subsidiaries,Cash from Investing Activity,-237.0,-198.0,-96.0,-204.0,-215.0,-261.0,-575.0,-96.0,-32.0,-137.0,-285.0,0.0
Redemp n Canc of Shares,Cash from Investing Activity,0.0,0.0,0.0,0.0,289.0,1107.0,500.0,0.0,3447.0,23.0,683.0,0.0
Other investing items,Cash from Investing Activity,87.0,-100.0,650.0,263.0,328.0,859.0,-423.0,-117.0,-230.0,473.0,539.0,-426.0
