,parent_line_item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,,-0.0,-0.0,743.0,1516.0,-2825.0,1966.0,1796.0
Cash from Investing Activity,,0.0,0.0,-1891.0,-2189.0,-228.0,-506.0,109.0
Cash from Financing Activity,,0.0,0.0,1144.0,1293.0,2439.0,-1460.0,-1902.0
Net Cash Flow,,-0.0,-0.0,-4.0,620.0,-614.0,0.0,2.0
Free Cash Flow,,-0.0,-0.0,-1148.0,-639.0,-3409.0,1538.0,1525.0
CFO/OP,,100.0,100.0,196.0,-110.0,118.0,,
Profit from operations,Cash from Operating Activity,-0.0,-0.0,0.0,0.0,-1359.0,-1781.0,1536.0
Receivables,Cash from Operating Activity,0.0,0.0,0.0,0.0,-37.0,-160.0,120.0
Inventory,Cash from Operating Activity,0.0,0.0,-20.0,-820.0,-2844.0,647.0,-841.0
Payables,Cash from Operating Activity,0.0,0.0,303.0,87.0,2113.0,2329.0,1061.0
Operating Deposits,Cash from Operating Activity,0.0,0.0,0.0,0.0,-92.0,6.0,-78.0
Other WC items,Cash from Operating Activity,0.0,0.0,460.0,2256.0,-594.0,930.0,0.0
Working capital changes,Cash from Operating Activity,0.0,0.0,743.0,1524.0,-1454.0,3751.0,263.0
Direct taxes,Cash from Operating Activity,0.0,0.0,-0.0,-8.0,-12.0,-4.0,-3.0
Fixed assets purchased,Cash from Investing Activity,0.0,0.0,-1891.0,-2155.0,-584.0,-428.0,-271.0
Investments sold,Cash from Investing Activity,0.0,0.0,0.0,0.0,0.0,0.0,268.0
Subsidy received,Cash from Investing Activity,0.0,0.0,0.0,0.0,0.0,0.0,72.0
Interest received,Cash from Investing Activity,0.0,0.0,0.0,0.0,36.0,59.0,0.0
Other investing items,Cash from Investing Activity,0.0,0.0,0.0,-33.0,320.0,-137.0,40.0
Proceeds from shares,Cash from Financing Activity,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Proceeds from borrowings,Cash from Financing Activity,0.0,0.0,1144.0,2151.0,2820.0,219.0,0.0
Repayment of borrowings,Cash from Financing Activity,0.0,0.0,0.0,0.0,0.0,-972.0,-1296.0
Interest paid fin,Cash from Financing Activity,0.0,0.0,0.0,0.0,-331.0,-652.0,-487.0
Other financing items,Cash from Financing Activity,0.0,0.0,0.0,-858.0,-50.0,-55.0,-120.0
