,parent_line_item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,,3434.0,-2556.0,78.0,-5173.0,7631.0,6449.0,-11031.0,4955.0,-829.0,7578.0
Cash from Investing Activity,,-142.0,-165.0,-202.0,-223.0,-174.0,-264.0,-234.0,-193.0,-281.0,-225.0
Cash from Financing Activity,,-1656.0,2994.0,2567.0,7698.0,-4207.0,-109.0,2235.0,843.0,-503.0,3160.0
Net Cash Flow,,1635.0,273.0,2443.0,2302.0,3251.0,6076.0,-9030.0,5604.0,-1612.0,10513.0
Free Cash Flow,,3291.0,-2721.0,-123.0,-5395.0,7457.0,6185.0,-11265.0,4762.0,-1109.0,7353.0
CFO/OP,,147.0,-80.0,18.0,-125.0,225.0,374.0,-299.0,106.0,-14.0,156.0
Profit from operations,Cash from Operating Activity,1743.0,1431.0,2060.0,2899.0,3283.0,3193.0,2872.0,3771.0,4309.0,4155.0
Loans Advances,Cash from Operating Activity,-8372.0,-11076.0,-14507.0,-5560.0,-2966.0,-4234.0,-11652.0,-15527.0,-12113.0,-24423.0
Operating investments,Cash from Operating Activity,158.0,-2008.0,-1446.0,-1296.0,-5048.0,913.0,-6661.0,-856.0,-2321.0,-16.0
Operating Deposits,Cash from Operating Activity,10131.0,9509.0,14579.0,-453.0,13909.0,7913.0,5868.0,18304.0,7712.0,28074.0
Other WC items,Cash from Operating Activity,-4.0,-37.0,-7.0,-434.0,-1192.0,-1172.0,-1226.0,-540.0,1762.0,-66.0
Working capital changes,Cash from Operating Activity,1912.0,-3612.0,-1381.0,-7743.0,4704.0,3420.0,-13671.0,1382.0,-4960.0,3569.0
Direct taxes,Cash from Operating Activity,-221.0,-375.0,-601.0,-329.0,-355.0,-164.0,-233.0,-197.0,-178.0,-146.0
Fixed assets purchased,Cash from Investing Activity,-129.0,-170.0,-195.0,-227.0,-179.0,-271.0,-244.0,-204.0,-288.0,-235.0
Fixed assets sold,Cash from Investing Activity,2.0,2.0,2.0,4.0,5.0,7.0,11.0,10.0,8.0,10.0
Capital WIP,Cash from Investing Activity,-15.0,3.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
