,parent_line_item,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,,5423.0,5138.0,6564.0,9252.0,4345.0,7321.0
Cash from Investing Activity,,-2224.0,-910.0,-1383.0,-10090.0,-410.0,-1941.0
Cash from Financing Activity,,143.0,-1662.0,-1579.0,-15930.0,-63.0,-1591.0
Net Cash Flow,,3342.0,2566.0,3602.0,-16768.0,3872.0,3789.0
Free Cash Flow,,2844.0,3885.0,4315.0,6020.0,-948.0,3070.0
CFO/OP,,149.0,108.0,115.0,127.0,71.0,103.0
Profit from operations,Cash from Operating Activity,4333.0,5575.0,7713.0,9337.0,9198.0,8964.0
Receivables,Cash from Operating Activity,-969.0,286.0,-722.0,395.0,108.0,225.0
Inventory,Cash from Operating Activity,207.0,-318.0,-541.0,107.0,-89.0,-189.0
Payables,Cash from Operating Activity,1440.0,-656.0,2032.0,49.0,-395.0,103.0
Loans Advances,Cash from Operating Activity,0.0,0.0,-50.0,66.0,0.0,0.0
Other WC items,Cash from Operating Activity,1335.0,1019.0,266.0,1598.0,-2511.0,-270.0
Working capital changes,Cash from Operating Activity,2013.0,330.0,984.0,2215.0,-2886.0,-132.0
Direct taxes,Cash from Operating Activity,-923.0,-767.0,-2133.0,-2300.0,-1967.0,-1511.0
Fixed assets purchased,Cash from Investing Activity,-2583.0,-1265.0,-2261.0,-3246.0,-5307.0,-4266.0
Fixed assets sold,Cash from Investing Activity,4.0,11.0,12.0,14.0,14.0,15.0
Interest received,Cash from Investing Activity,382.0,348.0,838.0,845.0,830.0,499.0
Other investing items,Cash from Investing Activity,-27.0,-5.0,29.0,-7703.0,4053.0,1811.0
