,parent_line_item,Mar 2015,Mar 2016,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,,-102.0,-97.0,-83.0,-282.0,-364.0,29.0,-1568.0,-299.0,9.0,-183.0,41.0
Cash from Investing Activity,,-15.0,-244.0,-434.0,375.0,79.0,-1202.0,-2125.0,46.0,301.0,491.0,214.0
Cash from Financing Activity,,119.0,315.0,513.0,-23.0,1031.0,759.0,3621.0,-42.0,-57.0,-73.0,-81.0
Net Cash Flow,,2.0,-27.0,-5.0,69.0,746.0,-415.0,-71.0,-295.0,253.0,236.0,174.0
Free Cash Flow,,-121.0,-305.0,-97.0,-317.0,-396.0,24.0,-1599.0,-363.0,-55.0,-280.0,-36.0
CFO/OP,,143.0,68.0,107.0,73.0,102.0,12.0,171.0,38.0,-110.0,-70.0,15.0
Profit from operations,Cash from Operating Activity,-42.0,-112.0,-16.0,-280.0,-301.0,-59.0,-288.0,-115.0,159.0,325.0,709.0
Receivables,Cash from Operating Activity,-12.0,-13.0,-52.0,-17.0,-49.0,7.0,-193.0,-320.0,20.0,-453.0,-852.0
Payables,Cash from Operating Activity,10.0,-8.0,22.0,64.0,7.0,-15.0,96.0,110.0,-6.0,19.0,103.0
Loans Advances,Cash from Operating Activity,0.0,0.0,-2.0,-4.0,-2.0,0.0,-0.0,-13.0,-1.0,5.0,-0.0
Other WC items,Cash from Operating Activity,-53.0,39.0,15.0,-10.0,20.0,47.0,-1159.0,89.0,36.0,38.0,117.0
Working capital changes,Cash from Operating Activity,-55.0,19.0,-16.0,33.0,-24.0,39.0,-1256.0,-134.0,48.0,-391.0,-633.0
Interest paid,Cash from Operating Activity,-5.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Direct taxes,Cash from Operating Activity,0.0,0.0,-27.0,-35.0,-39.0,48.0,-24.0,-50.0,-199.0,-117.0,-35.0
Exceptional CF items,Cash from Operating Activity,0.0,0.0,-24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fixed assets purchased,Cash from Investing Activity,-27.0,-512.0,-14.0,-35.0,-32.0,-6.0,-33.0,-66.0,-63.0,-97.0,-80.0
Fixed assets sold,Cash from Investing Activity,7.0,304.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0
Investments purchased,Cash from Investing Activity,0.0,0.0,-649.0,-125.0,-2273.0,-2110.0,-1610.0,-1546.0,-3474.0,-4640.0,-6397.0
Investments sold,Cash from Investing Activity,0.0,0.0,227.0,684.0,2465.0,1998.0,1374.0,1346.0,2773.0,3896.0,5921.0
Interest received,Cash from Investing Activity,5.0,4.0,1.0,1.0,9.0,35.0,101.0,220.0,195.0,420.0,284.0
Investment in group cos,Cash from Investing Activity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.0,0.0,0.0,0.0
Other investing items,Cash from Investing Activity,-0.0,-40.0,0.0,-150.0,-90.0,-1120.0,-1960.0,104.0,870.0,912.0,484.0
