,parent_line_item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,,-500.0,-1108.0,-1425.0,-1865.0,-1658.0,-371.0,-3014.0
Cash from Investing Activity,,-112.0,-124.0,-81.0,-173.0,-79.0,-63.0,-128.0
Cash from Financing Activity,,235.0,877.0,2139.0,1825.0,1316.0,601.0,3181.0
Net Cash Flow,,-376.0,-354.0,633.0,-212.0,-422.0,166.0,40.0
Free Cash Flow,,-516.0,-1127.0,-1475.0,-1942.0,-1739.0,-403.0,-3041.0
CFO/OP,,-99.0,-240.0,-210.0,-203.0,-93.0,-2.0,-110.0
Profit from operations,Cash from Operating Activity,374.0,208.0,381.0,508.0,1026.0,1457.0,1595.0
Receivables,Cash from Operating Activity,561.0,160.0,-622.0,-5.0,237.0,-119.0,-253.0
Inventory,Cash from Operating Activity,0.0,3.0,-661.0,-396.0,568.0,-689.0,0.0
Payables,Cash from Operating Activity,-84.0,204.0,599.0,119.0,1908.0,2373.0,-3712.0
Loans Advances,Cash from Operating Activity,-45.0,-748.0,-1473.0,-601.0,-1314.0,280.0,-3069.0
Operating investments,Cash from Operating Activity,-204.0,0.0,0.0,0.0,0.0,0.0,0.0
Other WC items,Cash from Operating Activity,-1098.0,-894.0,421.0,-1416.0,-3876.0,-3351.0,2763.0
Working capital changes,Cash from Operating Activity,-870.0,-1274.0,-1737.0,-2300.0,-2477.0,-1505.0,-4270.0
Direct taxes,Cash from Operating Activity,-4.0,-42.0,-69.0,-73.0,-208.0,-323.0,-338.0
Fixed assets purchased,Cash from Investing Activity,-17.0,-23.0,-51.0,-79.0,-81.0,-33.0,-29.0
Fixed assets sold,Cash from Investing Activity,1.0,4.0,2.0,2.0,0.0,1.0,1.0
Investments purchased,Cash from Investing Activity,0.0,-43.0,-41.0,-96.0,-196.0,-242.0,-459.0
Investments sold,Cash from Investing Activity,49.0,222.0,0.0,0.0,195.0,206.0,342.0
Interest received,Cash from Investing Activity,4.0,0.0,0.0,1.0,8.0,8.0,13.0
Dividends received,Cash from Investing Activity,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investment in group cos,Cash from Investing Activity,0.0,0.0,0.0,0.0,-1.0,-5.0,0.0
Redemp n Canc of Shares,Cash from Investing Activity,0.0,85.0,0.0,0.0,0.0,0.0,0.0
Acquisition of companies,Cash from Investing Activity,-131.0,-368.0,0.0,-6.0,-4.0,0.0,0.0
Other investing items,Cash from Investing Activity,-18.0,-1.0,10.0,5.0,1.0,2.0,4.0
Proceeds from shares,Cash from Financing Activity,0.0,706.0,0.0,2.0,31.0,86.0,56.0
Proceeds from debentures,Cash from Financing Activity,0.0,40.0,0.0,0.0,0.0,0.0,0.0
Proceeds from borrowings,Cash from Financing Activity,374.0,698.0,2176.0,1864.0,1348.0,1103.0,3812.0
Repayment of borrowings,Cash from Financing Activity,0.0,-455.0,-55.0,-0.0,-15.0,-10.0,-108.0
Interest paid fin,Cash from Financing Activity,-73.0,0.0,0.0,0.0,0.0,0.0,0.0
Dividends paid,Cash from Financing Activity,-50.0,-92.0,0.0,0.0,0.0,-514.0,-501.0
Financial liabilities,Cash from Financing Activity,-5.0,-19.0,-33.0,-41.0,-48.0,-65.0,-79.0
Application money refund,Cash from Financing Activity,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other financing items,Cash from Financing Activity,-10.0,0.0,50.0,0.0,0.0,0.0,0.0
