symbol,status,days,note
AADHARHFC,ok,207,
AARTIDRUGS,ok,207,
AARTIIND,ok,207,
AARTIPHARM,ok,207,
AAVAS,ok,207,
ABB,ok,207,
ABBOTINDIA,ok,207,
ABCAPITAL,ok,207,
ABDL,ok,207,
ABFRL,ok,207,
ABLBL,ok,191,
ABREL,ok,207,
ABSLAMC,ok,207,
ACC,ok,207,
ACE,ok,207,
ACI,ok,206,
ACMESOLAR,ok,207,
ACUTAAS,ok,207,
ADANIENSOL,ok,207,
ADANIENT,ok,207,
ADANIGREEN,ok,207,
ADANIPORTS,ok,207,
ADANIPOWER,ok,207,
ADVENZYMES,ok,207,
AEGISLOG,ok,206,
AEGISVOPAK,ok,207,
AEQUS,ok,75,
AETHER,ok,207,
AFCONS,ok,207,
AFFLE,ok,207,
AGARWALEYE,ok,206,
AHLUCONT,ok,207,
AIAENG,ok,206,
AIIL,ok,207,
AJANTPHARM,ok,206,
AKUMS,ok,206,
ALIVUS,ok,206,
ALKEM,ok,206,
ALKYLAMINE,ok,207,
ALOKINDS,ok,207,
AMBER,ok,207,
AMBUJACEM,ok,207,
ANANDRATHI,ok,207,
ANANTRAJ,ok,207,
ANGELONE,ok,207,
ANTHEM,ok,172,
ANUP,ok,207,
ANURAS,ok,207,
APARINDS,ok,207,
APLAPOLLO,ok,207,
APLLTD,ok,207,
APOLLO,ok,207,
APOLLOHOSP,ok,207,
APOLLOTYRE,ok,207,
APTUS,ok,207,
ARVIND,ok,207,
ARVINDFASN,ok,207,
ASAHIINDIA,ok,207,
ASHAPURMIN,ok,207,
ASHOKA,ok,207,
ASHOKLEY,ok,207,
ASIANPAINT,ok,207,
ASKAUTOLTD,ok,207,
ASTERDM,ok,207,
ASTRAL,ok,207,
ASTRAMICRO,ok,207,
ATGL,ok,207,
ATHERENERG,ok,207,
ATLANTAELE,ok,124,
ATUL,ok,207,
AUBANK,ok,207,
AURIONPRO,ok,207,
AUROPHARMA,ok,206,
AVALON,ok,207,
AVANTIFEED,ok,206,
AVL,ok,206,
AWFIS,ok,207,
AWL,ok,207,
AXISBANK,ok,207,
AXISCADES,ok,207,
AZAD,ok,207,
BAJAJ-AUTO,ok,207,
BAJAJELEC,ok,207,
BAJAJFINSV,ok,207,
BAJAJHFL,ok,207,
BAJAJHLDNG,ok,207,
BAJFINANCE,ok,207,
BALAMINES,ok,207,
BALKRISIND,ok,207,
BALRAMCHIN,ok,207,
BALUFORGE,ok,207,
BANCOINDIA,ok,207,
BANDHANBNK,ok,207,
BANKBARODA,ok,207,
BANKINDIA,ok,207,
BATAINDIA,ok,207,
BAYERCROP,ok,207,
BBOX,ok,207,
BBTC,ok,207,
BDL,ok,207,
BECTORFOOD,ok,207,
BEL,ok,207,
BELRISE,ok,207,
BEML,ok,207,
BERGEPAINT,ok,207,
BHARATFORG,ok,206,
BHARTIARTL,ok,207,
BHARTIHEXA,ok,207,
BHEL,ok,207,
BIKAJI,ok,207,
BIOCON,ok,207,
BIRLACORPN,ok,206,
BLACKBUCK,ok,207,
BLS,ok,207,
BLUEDART,ok,207,
BLUEJET,ok,207,
BLUESTARCO,ok,207,
BLUESTONE,ok,152,
BORORENEW,ok,207,
BOSCHLTD,ok,207,
BPCL,ok,207,
BRIGADE,ok,207,
BRITANNIA,ok,207,
BSE,ok,207,
BSOFT,ok,207,
CAMPUS,ok,207,
CAMS,ok,207,
CANBK,ok,207,
CANFINHOME,ok,207,
