rank,symbol,trailing_month
198,VIPIND,2020-05
199,CUB,2020-05
200,STRTECH,2020-05
202,LALPATHLAB,2020-05
203,VBL,2020-05
204,HEXAWARE,2020-05
205,GMRINFRA,2020-05
206,ASTEC,2020-05
207,BAYERCROP,2020-05
208,SPICEJET,2020-05
209,ATUL,2020-05
210,RALLIS,2020-05
211,TRENT,2020-05
212,KAJARIACER,2020-05
213,CHAMBLFERT,2020-05
214,OFSS,2020-05
215,SPENCERS,2020-05
216,EMAMILTD,2020-05
217,SYNGENE,2020-05
218,RELAXO,2020-05
219,JKLAKSHMI,2020-05
220,CASTROLIND,2020-05
222,LTTS,2020-05
223,IEX,2020-05
224,JUBILANT,2020-05
225,SCI,2020-05
226,NBCC,2020-05
227,OBEROIRLTY,2020-05
228,SUNDARMFIN,2020-05
229,CEATLTD,2020-05
230,CDSL,2020-05
231,INDHOTEL,2020-05
232,ABCAPITAL,2020-05
233,ENDURANCE,2020-05
234,FRETAIL,2020-05
235,POLYCAB,2020-05
236,TATAMTRDVR,2020-05
237,DEEPAKFERT,2020-05
238,BAJAJELEC,2020-05
239,HEG,2020-05
240,KALPATPOWR,2020-05
241,GUJGASLTD,2020-05
242,ADANIGREEN,2020-05
243,METROPOLIS,2020-05
244,HEIDELBERG,2020-05
245,WOCKPHARMA,2020-05
246,GNFC,2020-05
247,AIAENG,2020-05
248,PRESTIGE,2020-05
249,KEC,2020-05
250,JMFINANCIL,2020-05
251,HONAUT,2020-05
252,ASTRAL,2020-05
253,EIDPARRY,2020-05
254,GSPL,2020-05
255,OIL,2020-05
256,RAIN,2020-05
257,SEQUENT,2020-05
258,KANSAINER,2020-05
259,GMBREW,2020-05
260,PERSISTENT,2020-05
261,RCF,2020-05
262,CANFINHOME,2020-05
263,ALKYLAMINE,2020-05
264,VINATIORGA,2020-05
265,BSE,2020-05
266,DELTACORP,2020-05
267,JKPAPER,2020-05
268,GRAPHITE,2020-05
269,TV18BRDCST,2020-05
270,BSOFT,2020-05
271,RITES,2020-05
272,HCG,2020-05
273,ABB,2020-05
274,TVSSRICHAK,2020-05
275,BANKINDIA,2020-05
276,SPARC,2020-05
277,JAICORPLTD,2020-05
278,SKFINDIA,2020-05
279,FORTIS,2020-05
280,REDINGTON,2020-05
282,AMBER,2020-05
283,BAJAJHLDNG,2020-05
284,COCHINSHIP,2020-05
285,UNIONBANK,2020-05
286,MINDAIND,2020-05
288,GODFRYPHLP,2020-05
289,HATHWAY,2020-05
290,RVNL,2020-05
291,SUMICHEM,2020-05
292,ADANITRANS,2020-05
293,SUDARSCHEM,2020-05
294,PHOENIXLTD,2020-05
295,EDELWEISS,2020-05
296,WHIRLPOOL,2020-05
297,JKCEMENT,2020-05
298,IBVENTURES,2020-05
299,PRAJIND,2020-05
300,WABCOINDIA,2020-05
301,SONATSOFTW,2020-05
302,PNBHOUSING,2020-05
303,SUPREMEIND,2020-05
304,SOBHA,2020-05
305,HAL,2020-05
306,RAYMOND,2020-05
307,IBREALEST,2020-05
308,ENGINERSIN,2020-05
309,ARVIND,2020-05
310,NIITLTD,2020-05
311,INDIAGLYCO,2020-05
312,QUESS,2020-05
313,KTKBANK,2020-05
314,APLAPOLLO,2020-05
315,INDIANB,2020-05
317,IRCON,2020-05
318,JSWENERGY,2020-05
319,IDFC,2020-05
320,CREDITACC,2020-05
321,BDL,2020-05
323,ITI,2020-05
324,NHPC,2020-05
325,IRB,2020-05
326,SOUTHBANK,2020-05
327,BALAMINES,2020-05
328,VGUARD,2020-05
329,BALRAMCHIN,2020-05
330,GODREJAGRO,2020-05
331,SWSOLAR,2020-05
332,LEMONTREE,2020-05
333,CENTURYPLY,2020-05
334,RIIL,2020-05
335,BBTC,2020-05
336,MOIL,2020-05
337,GLAXO,2020-05
338,VINYLINDIA,2020-05
339,MEGH,2020-05
340,ORIENTCEM,2020-05
341,3MINDIA,2020-05
342,AAVAS,2020-05
343,MOTILALOFS,2020-05
344,BLUESTARCO,2020-05
345,KSCL,2020-05
347,FCONSUMER,2020-05
348,TATACOMM,2020-05
349,SUBROS,2020-05
350,APEX,2020-05
351,LUXIND,2020-05
352,WESTLIFE,2020-05
353,DBL,2020-05
355,FSL,2020-05
356,DREDGECORP,2020-05
357,VSTIND,2020-05
358,SHREDIGCEM,2020-05
359,TIMKEN,2020-05
360,NESCO,2020-05
361,FINEORG,2020-05
363,THERMAX,2020-05
364,SYMPHONY,2020-05
365,OMAXE,2020-05
366,UFLEX,2020-05
367,VENKEYS,2020-05
368,TCIEXP,2020-05
369,RAJESHEXPO,2020-05
370,GPPL,2020-05
371,SCHAEFFLER,2020-05
372,SUNTECK,2020-05
373,WELCORP,2020-05
374,JKTYRE,2020-05
375,TIINDIA,2020-05
376,CHENNPETRO,2020-05
377,PGHL,2020-05
378,TATACOFFEE,2020-05
379,SOLARA,2020-05
380,ZYDUSWELL,2020-05
381,THYROCARE,2020-05
382,DHANUKA,2020-05
383,PTC,2020-05
384,FDC,2020-05
385,HIL,2020-05
386,JCHAC,2020-05
387,POLYMED,2020-05
388,ORIENTELEC,2020-05
389,HUDCO,2020-05
390,WATERBASE,2020-05
391,SUNDRMFAST,2020-05
392,INDOSTAR,2020-05
393,VAKRANGEE,2020-05
394,MAHEPC,2020-05
396,PGHH,2020-05
397,JYOTHYLAB,2020-05
398,NIACL,2020-05
399,SIS,2020-05
401,EVERESTIND,2020-05
403,QUICKHEAL,2020-05
404,INFIBEAM,2020-05
405,KEI,2020-05
406,VARROC,2020-05
407,KNRCON,2020-05
408,DCMSHRIRAM,2020-05
409,SUVEN,2020-05
410,AKZOINDIA,2020-05
411,GRSE,2020-05
412,SHK,2020-05
414,IGARASHI,2020-05
415,BAJAJCON,2020-05
416,TATASTLBSL,2020-05
417,GNA,2020-05
418,MARKSANS,2020-05
419,UJJIVANSFB,2020-05
420,HSCL,2020-05
421,MINDACORP,2020-05
422,PHILIPCARB,2020-05
423,GUJALKALI,2020-05
424,CGCL,2020-05
425,ALBERTDAVD,2020-05
426,GILLETTE,2020-05
427,POLYPLEX,2020-05
428,KRBL,2020-05
429,AEGISCHEM,2020-05
430,N100,2020-05
431,BRIGADE,2020-05
432,JINDALSAW,2020-05
433,IDBI,2020-05
434,APOLLO,2020-05
435,ZENSARTECH,2020-05
437,CAPLIPOINT,2020-05
438,EXCELINDUS,2020-05
439,TNPL,2020-05
440,NH,2020-05
441,ALEMBICLTD,2020-05
442,BASF,2020-05
443,GESHIP,2020-05
444,JUMPNET,2020-05
445,J&KBANK,2020-05
446,SCHNEIDER,2020-05
447,KPITTECH,2020-05
448,FINCABLES,2020-05
449,SUZLON,2020-05
450,CRISIL,2020-05
451,ASALCBR,2020-05
452,LIBERTSHOE,2020-05
453,ECLERX,2020-05
454,ADVENZYMES,2020-05
455,ASTERDM,2020-05
456,BOMDYEING,2020-05
457,SAREGAMA,2020-05
458,ASHOKA,2020-05
459,NFL,2020-05
460,DHAMPURSUG,2020-05
461,DAAWAT,2020-05
462,CARERATING,2020-05
463,SHOPERSTOP,2020-05
464,SMLISUZU,2020-05
465,CCL,2020-05
466,JINDALPOLY,2020-05
467,AMRUTANJAN,2020-05
468,NLCINDIA,2020-05
469,VMART,2020-05
470,BODALCHEM,2020-05
471,EIHOTEL,2020-05
472,BFUTILITIE,2020-05
473,NUCLEUS,2020-05
474,ADFFOODS,2020-05
475,MHRIL,2020-05
477,BLUEDART,2020-05
478,APOLLOPIPE,2020-05
479,TRIDENT,2020-05
480,IFBIND,2020-05
481,GALAXYSURF,2020-05
482,FORCEMOT,2020-05
483,MAHSCOOTER,2020-05
484,HFCL,2020-05
485,GSFC,2020-05
486,KARURVYSYA,2020-05
487,WONDERLA,2020-05
488,MAGMA,2020-05
489,RAMCOSYS,2020-05
490,HIKAL,2020-05
491,SUPPETRO,2020-05
492,JAMNAAUTO,2020-05
493,GICRE,2020-05
494,DISHTV,2020-05
495,RPOWER,2020-05
496,SHALBY,2020-05
497,ICICI500,2020-05
499,CIGNITITEC,2020-05
500,NETWORK18,2020-05
501,CSBBANK,2020-05
502,LGBBROSLTD,2020-05
503,DIAMONDYD,2020-05
504,CERA,2020-05
505,GMDCLTD,2020-05
506,TTKPRESTIG,2020-05
507,ESABINDIA,2020-05
508,PANACEABIO,2020-05
509,BALMLAWRIE,2020-05
511,WABAG,2020-05
512,SJVN,2020-05
513,MAJESCO,2020-05
514,TASTYBITE,2020-05
515,GREENPLY,2020-05
516,HESTERBIO,2020-05
517,DHFL,2020-05
518,ESSELPACK,2020-05
519,KOKUYOCMLN,2020-05
521,CHALET,2020-05
522,ICICILIQ,2020-05
523,COSMOFILMS,2020-05
524,NEULANDLAB,2020-05
525,WELSPUNIND,2020-05
526,PRINCEPIPE,2020-05
527,SPANDANA,2020-05
528,ERIS,2020-05
530,CHOLAHLDNG,2020-05
531,MOREPENLAB,2020-05
532,HINDCOPPER,2020-05
533,JKIL,2020-05
534,NCLIND,2020-05
535,KARDA,2020-05
536,KIRIINDUS,2020-05
537,JTEKTINDIA,2020-05
538,STARPAPER,2020-05
539,SADBHAV,2020-05
541,APTECHT,2020-05
542,REPCOHOME,2020-05
543,HINDOILEXP,2020-05
544,RPGLIFE,2020-05
545,TCNSBRANDS,2020-05
546,GICHSGFIN,2020-05
547,KOLTEPATIL,2020-05
548,HATSUN,2020-05
549,BHARATRAS,2020-05
550,PNCINFRA,2020-05
551,NEWGEN,2020-05
552,FACT,2020-05
553,NAVKARCORP,2020-05
554,TEAMLEASE,2020-05
555,PARAGMILK,2020-05
556,AFFLE,2020-05
557,VAIBHAVGBL,2020-05
558,ASIANTILES,2020-05
559,MMTC,2020-05
560,LAOPALA,2020-05
561,FINPIPE,2020-05
562,SOLARINDS,2020-05
563,MAHLOG,2020-05
564,GREAVESCOT,2020-05
565,RATNAMANI,2020-05
566,ORISSAMINE,2020-05
567,MAHSEAMLES,2020-05
568,INDOCO,2020-05
569,GHCL,2020-05
570,HERCULES,2020-05
571,PAPERPROD,2020-05
572,ARVINDFASN,2020-05
573,VTL,2020-05
574,DOLLAR,2020-05
575,CAMLINFINE,2020-05
576,TRIVENI,2020-05
577,LAXMIMACH,2020-05
578,LINCOLN,2020-05
579,MRPL,2020-05
580,FAIRCHEM,2020-05
581,BHAGERIA,2020-05
582,DLINKINDIA,2020-05
583,MAHINDCIE,2020-05
584,ADORWELD,2020-05
585,ACCELYA,2020-05
586,MIRZAINT,2020-05
587,DCAL,2020-05
588,NATHBIOGEN,2020-05
589,MANGLMCEM,2020-05
590,PRSMJOHNSN,2020-05
591,TAJGVK,2020-05
592,MSTCLTD,2020-05
593,ORIENTPPR,2020-05
594,SANGHIIND,2020-05
595,MAXINDIA,2020-05
596,SUPRAJIT,2020-05
597,DWARKESH,2020-05
598,APARINDS,2020-05
599,TATAINVEST,2020-05
600,CHEMBOND,2020-05
601,BAJAJHIND,2020-05
602,BUTTERFLY,2020-05
603,CLNINDIA,2020-05
604,BEPL,2020-05
605,FIEMIND,2020-05
606,ACE,2020-05
607,TATAMETALI,2020-05
608,VIKASPROP,2020-05
609,GUJAPOLLO,2020-05
610,IFCI,2020-05
611,TVTODAY,2020-05
612,IIFL,2020-05
613,FLFL,2020-05
614,SHILPAMED,2020-05
615,MASTEK,2020-05
616,KHADIM,2020-05
617,SALASAR,2020-05
618,GEPIL,2020-05
619,BLISSGVS,2020-05
620,THOMASCOOK,2020-05
621,GARFIBRES,2020-05
622,KSL,2020-05
623,RAMCOIND,2020-05
624,SWANENERGY,2020-05
625,RELINFRA,2020-05
626,HERITGFOOD,2020-05
627,SIYSIL,2020-05
628,CENTRALBK,2020-05
629,JMCPROJECT,2020-05
630,INDRAMEDCO,2020-05
631,UNICHEMLAB,2020-05
632,AKSHARCHEM,2020-05
633,MUNJALAU,2020-05
634,IIFLSEC,2020-05
635,RESPONIND,2020-05
636,DBCORP,2020-05
637,GSCLCEMENT,2020-05
638,FCL,2020-05
639,LINDEINDIA,2020-05
640,SHRIRAMCIT,2020-05
641,BCG,2020-05
643,GLOBUSSPR,2020-05
644,IBULISL,2020-05
645,NDTV,2020-05
646,TINPLATE,2020-05
647,SATIN,2020-05
648,PRAKASH,2020-05
649,SUNFLAG,2020-05
650,INSECTICID,2020-05
651,ZEELEARN,2020-05
652,CAREERP,2020-05
653,SNOWMAN,2020-05
654,GDL,2020-05
655,GULFPETRO,2020-05
656,UCOBANK,2020-05
657,HIMATSEIDE,2020-05
658,REFEX,2020-05
659,NILKAMAL,2020-05
660,RICOAUTO,2020-05
661,ATFL,2020-05
662,CARBORUNIV,2020-05
663,ICRA,2020-05
664,VSTTILLERS,2020-05
665,CANTABIL,2020-05
666,GRINDWELL,2020-05
668,JOCIL,2020-05
669,CGPOWER,2020-05
670,NRBBEARING,2020-05
671,JAGRAN,2020-05
672,DYNPRO,2020-05
673,AUTOAXLES,2020-05
674,EROSMEDIA,2020-05
675,BGRENERGY,2020-05
676,MANGCHEFER,2020-05
677,SHANKARA,2020-05
678,INDIANHUME,2020-05
679,KAKATCEM,2020-05
680,TANLA,2020-05
681,RELCAPITAL,2020-05
682,KITEX,2020-05
685,BALAJITELE,2020-05
686,ASTRAMICRO,2020-05
687,ELGIEQUIP,2020-05
688,DECCANCE,2020-05
689,KSB,2020-05
690,SIMPLEXINF,2020-05
691,JSL,2020-05
692,STARCEMENT,2020-05
693,ATULAUTO,2020-05
694,GABRIEL,2020-05
695,SARDAEN,2020-05
696,SOMANYCERA,2020-05
697,WELENT,2020-05
698,VRLLOG,2020-05
699,IIFLWAM,2020-05
700,SFL,2020-05
701,ANDHRSUGAR,2020-05
702,SAKSOFT,2020-05
703,SASKEN,2020-05
704,ICICIBANKN,2020-05
705,GAEL,2020-05
706,KINGFA,2020-05
707,SHANTIGEAR,2020-05
708,VISAKAIND,2020-05
709,ARMANFIN,2020-05
710,BANCOINDIA,2020-05
711,PLASTIBLEN,2020-05
712,LAKSHVILAS,2020-05
713,FSC,2020-05
714,BORORENEW,2020-05
715,DHANBANK,2020-05
716,GREENLAM,2020-05
717,APCOTEXIND,2020-05
718,JPASSOCIAT,2020-05
719,DFMFOODS,2020-05
720,MAITHANALL,2020-05
721,UCALFUEL,2020-05
722,EIHAHOTELS,2020-05
723,POWERMECH,2020-05
724,AVTNPL,2020-05
725,TIRUMALCHM,2020-05
726,HCC,2020-05
727,MUTHOOTCAP,2020-05
728,ASIANHOTNR,2020-05
729,RBL,2020-05
730,CUPID,2020-05
731,GET&D,2020-05
732,TWL,2020-05
733,KCP,2020-05
734,POKARNA,2020-05
735,ICICIBANKP,2020-05
736,SRIPIPES,2020-05
737,SINTEX,2020-05
738,VOLTAMP,2020-05
739,SKIPPER,2020-05
740,IOB,2020-05
741,FEL,2020-05
742,GPIL,2020-05
744,ARVSMART,2020-05
745,INGERRAND,2020-05
746,SREINFRA,2020-05
747,AVADHSUGAR,2020-05
748,DALMIASUG,2020-05
749,MAHLIFE,2020-05
750,PSPPROJECT,2020-05
