role,name,qualification,experience,years_present,status,first_seen_in_ar
Managing Director,Sridhar Kadangode,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/c3fb8f23-0192-4f2d-a6a5-022e6dd553fb.pdf
Managing Director,"Swati 
Dalal",,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/270738a5-1a37-4f0f-9de6-e16dc27ff432.pdf
Chairman,Anil Joseph,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/500488/68744500488.pdf
Chairman,Anisha Motwani,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/500488/68744500488.pdf
Chairman,"Kaiyomarz 
Marfatia","ed as Member effective August 8, 2020. #ceased to be Member effective August 8, 2020.Ms Krupa Anandpara, Company Secretary",,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/500488/68744500488.pdf
Chairman,Munir Shaikh,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/500488/68744500488.pdf
Chairman,Sudarshan Jain,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/500488/68744500488.pdf
Managing Director,Anil Joseph,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/500488/68744500488.pdf
Managing Director,Rajiv Sonalker,,,FY2021–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/500488/68744500488.pdf
CFO,Rajiv Sonalker,,,FY2021–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/500488/68744500488.pdf
