role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Motilal Oswal,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/50647d9d-6fb5-415a-83d1-4d2d659c9ed4.pdf
Chairman,Pankaj Bhansali ID,,,FY2022–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532892/73233532892.pdf
Chairman,Raamdeo Agarawal Non,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532892/68994532892_07_08_21.pdf
Managing Director,Ajay Menon,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532892/68994532892_07_08_21.pdf
Managing Director,Amit Ramchandani,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/1ffbe7a4-e0f0-4e43-a4f5-91e718b7e773.pdf
Managing Director,Ashish Shanker,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/1ffbe7a4-e0f0-4e43-a4f5-91e718b7e773.pdf
Managing Director,Harsh Joshi,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/1ffbe7a4-e0f0-4e43-a4f5-91e718b7e773.pdf
Managing Director,Motilal Oswal,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532892/68994532892_07_08_21.pdf
Managing Director,Motilal Oswal Chairperson,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/50647d9d-6fb5-415a-83d1-4d2d659c9ed4.pdf
Managing Director,Navin Agarwal,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/50647d9d-6fb5-415a-83d1-4d2d659c9ed4.pdf
Managing Director,Prateek Agrawal,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/1ffbe7a4-e0f0-4e43-a4f5-91e718b7e773.pdf
Managing Director,Rajat Rajgarhia,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532892/68994532892_07_08_21.pdf
Managing Director,"Rajat Rajgarhia
Category",,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/1ffbe7a4-e0f0-4e43-a4f5-91e718b7e773.pdf
Managing Director,Sukesh Bhowal,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/1ffbe7a4-e0f0-4e43-a4f5-91e718b7e773.pdf
Managing Director,Vishal Tulsyan,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/1ffbe7a4-e0f0-4e43-a4f5-91e718b7e773.pdf
CFO,Shalibhadra Shah,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532892/68994532892_07_08_21.pdf
Chairman,Motilal Oswal MD,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/532892/73233532892.pdf
Managing Director,Rajat Rajgarhia-,,,"FY2022,FY2024",exited,https://www.bseindia.com/bseplus/AnnualReport/532892/73233532892.pdf
