role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Satyakam Mishra,,,FY2025–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/f38b69b8-e8bd-4670-807c-9cb89dbad319.pdf
Managing Director,Nitin Sharma,,,FY2025–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/f38b69b8-e8bd-4670-807c-9cb89dbad319.pdf
Managing Director,Shraddha Prithvi Rj,,,FY2025–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/f38b69b8-e8bd-4670-807c-9cb89dbad319.pdf
Managing Director,Sminu Jindal,,,FY2022–FY2026,current,https://www.bseindia.com/bseplus/AnnualReport/500378/75582500378.pdf
Managing Director,Tripti Jindal Arya,,,FY2024–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/b2bf34f8-b633-42c2-94cd-0fa4858255e3.pdf
Chairman,Prithavi Raj Jindal,,,FY2024–FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/b2bf34f8-b633-42c2-94cd-0fa4858255e3.pdf
Chairman,Raj Kamal Agarwal,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/b2bf34f8-b633-42c2-94cd-0fa4858255e3.pdf
Chairman,Raj Kamal Aggarwal,,,FY2022–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/500378/75582500378.pdf
Chairman,Savitri Devi Jindal,,,FY2024–FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/b2bf34f8-b633-42c2-94cd-0fa4858255e3.pdf
Managing Director,Hawa Singh Chaudhary,,,FY2022–FY2025,exited,https://www.bseindia.com/bseplus/AnnualReport/500378/75582500378.pdf
CFO,Narendra Mantri,,,FY2022–FY2025,exited,https://www.bseindia.com/bseplus/AnnualReport/500378/75582500378.pdf
