role,name,qualification,experience,years_present,status,first_seen_in_ar
Managing Director,Anup Bagchi,,,FY2024–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/2ad36377-67d5-4a46-824f-869c47fdfb66.pdf
Chairman,Sandeep Batra,,,FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/504fd0db-ca18-4a39-9f10-4128cdec2383.pdf
CFO,Benjamin Bulmer,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/3165c506-72d8-48df-b9d5-5ae143cc7319.pdf
