role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Mahendra Sanghvi,tor Mr. Milin Mehta (DIN: 01297508) has ceased to be an Independent Director w.e.f. 8th November 2024 due to the complet,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/501423/69740501423_11_09_21.pdf
Chairman,Ranjit Singh,,,"FY2021,FY2025",current,https://www.bseindia.com/bseplus/AnnualReport/501423/69740501423_11_09_21.pdf
Managing Director,Amit Sanghvi,"tic components. The Company is stewarded by Mr. Amit Sanghvi, Managing Director, who is guided by a Board of Directors t",,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/501423/69740501423_11_09_21.pdf
CFO,Paresh Jain,tor Mr. Milin Mehta (DIN: 01297508) has ceased to be an Independent Director w.e.f. 8th November 2024 due to the complet,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/cc8f81dd-e1f5-4e88-90c9-0a27bd600a2a.pdf
Chairman,Jiten Mathuria,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/501423/69740501423_11_09_21.pdf
Chairman,Milin Mehta,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/501423/69740501423_11_09_21.pdf
Chairman,Sarup Chowdhary,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/501423/69740501423_11_09_21.pdf
Chairman,Shailesh Ayyangar,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/501423/69740501423_11_09_21.pdf
Chairman,Varsha Purandare,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/501423/69740501423_11_09_21.pdf
Managing Director,Tilottama Sanghvi,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/501423/74113501423.pdf
CEO,Anil Kalra,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/501423/69740501423_11_09_21.pdf
CFO,Ashish Somani,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/d6bae712-6d6d-42a9-85aa-5bb9be48df60.pdf
CFO,Chintan Shah,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/501423/69740501423_11_09_21.pdf
CFO,Sanjay Shah,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/cc8f81dd-e1f5-4e88-90c9-0a27bd600a2a.pdf
