role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Challa Rajendra Prasad,"nd a passionate investor in e-commerce ventures. LLB from NALSAR, University of Law, Hyderabad and also holds Diploma in",R and legal professional with over 25 years of experience in senior management roles across public and pri,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/519600/69293519600.pdf
Chairman,Durga Prasad Kode,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/4d822591-2e09-405d-9633-3e974fd74971.pdf
Chairman,Krishnanand Lanka,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/4d822591-2e09-405d-9633-3e974fd74971.pdf
Chairman,Sudhakar Ambati,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/4d822591-2e09-405d-9633-3e974fd74971.pdf
Managing Director,Challa Srishant,,rial experience and more than 32 years of experience in International Soluble Coffee Industry. Mr. Pra,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/519600/69293519600.pdf
CEO,Praveen Jaipuriar,,,FY2023–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/d42ca50c-2a26-42d4-ae19-78cd4f267fa2.pdf
CFO,Chaithanya Agasthyaraju,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/bb50311c-3d2c-4273-aa70-5f713de8a0d9.pdf
CFO,Praveen Jaipuriar,,,FY2022–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/519600/74207519600.pdf
Chairman,Challa Srishant,,,FY2021–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/519600/69293519600.pdf
Chairman,Challa Srishant-,,,FY2021–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/519600/69293519600.pdf
Chairman,Kata Chandrahas,,,FY2021–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/519600/69293519600.pdf
