role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Matangi Gowrishankar,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/6d36c5a6-65c8-4be9-9f40-d8ec0724a366.pdf
Chairman,Matangi Gowrishankar-,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/6d36c5a6-65c8-4be9-9f40-d8ec0724a366.pdf
Chairman,Monica Widhani,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/a7c7a25f-5822-4ce5-afc6-7c09c8063159.pdf
Chairman,Monica Widhani-,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/a7c7a25f-5822-4ce5-afc6-7c09c8063159.pdf
Chairman,Samir Chaturvedi,": a) While appointing a Director, it shall always be ensured that the candidate possesses appropriate skills, experience a",,FY2022–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/533248/73609533248.pdf
Chairman,Samir Chaturvedi-,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/a7c7a25f-5822-4ce5-afc6-7c09c8063159.pdf
Chairman,Soren Brandt,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/6d36c5a6-65c8-4be9-9f40-d8ec0724a366.pdf
Chairman,Tejpreet Singh Chopra,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/533248/69033533248.pdf
Chairman,Tejpreet Singh Chopra-,ry 2023 **Mr. Jakob Friis Sorensen has ceased to be the Managing Director from 1st January 2023 The Committee had its me,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/533248/69033533248.pdf
Managing Director,Girish Aggarwal,,,FY2023–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ef0ea434-db3f-4a55-b83e-2fc90304eb5a.pdf
Managing Director,Girish Aggarwal-,ance ** the goal and target is to maintain Nil Bribe and Facilitation Payment and it is being closely monitored @Safety is,,FY2023–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ef0ea434-db3f-4a55-b83e-2fc90304eb5a.pdf
Chairman,Hina Shah,,,FY2021–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/533248/69033533248.pdf
Chairman,Hina Shah-,st 2022 **Mr. Jakob Friis Sorensen has ceased to be the Managing Director from 1st January 2023 ^^Mr. Girish Aggarwal ha,,FY2021–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/533248/69033533248.pdf
Chairman,Julian Bevis,ng Director 3 3 **Mr. Julian Bevis has ceased to be Director from 12 December 2023 % Mr. Soren Brandt was appointed the,,FY2021–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/533248/69033533248.pdf
Chairman,Julian Bevis-,tor 1 1 **Mr. Jakob Friis Sorensen has ceased to be the Managing Director from 1st January 2023 ^^Mr. Girish Aggarwal ha,,FY2021–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/533248/69033533248.pdf
Chairman,Pradeep Mallick,,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/533248/69033533248.pdf
Chairman,Pradeep Mallick-,,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/533248/69033533248.pdf
Managing Director,Jakob Friis Sorensen,,,FY2021–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/533248/69033533248.pdf
CFO,Santosh Breed,,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/533248/69033533248.pdf
