role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Amit Jatia,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/507880/69080507880.pdf
Chairman,Dilip Piramal,graduate from Oxford University and has done an MBA from the Harvard Business School. She has over 10 years of experience,vard Business School. She has over 10 years of experience in managing and strategising the business of lug,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/5d9fd908-d0ce-44f8-8c1c-9fb0e4a7f5d1.pdf
Chairman,Radhika Piramal,"Bachelor’s degree in Arts from Brasenose College, University of Oxford and a Masters in Business Administration from Harvard Business Scho",,"FY2021,FY2022,FY2025",current,https://www.bseindia.com/bseplus/AnnualReport/507880/69080507880.pdf
Chairman,Tushar Jani,,,FY2022–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/507880/73614507880.pdf
Managing Director,Anindya Duta,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/5d9fd908-d0ce-44f8-8c1c-9fb0e4a7f5d1.pdf
Managing Director,Anindya Dutta,"URTHER THAT the Board of Directors of the Company be and is hereby authorized to do all such acts, deeds, matters and thin",,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/507880/69080507880.pdf
Managing Director,Neetu Kashiramka,legal areas. She also holds a certification from Harvard Law School. Annual Report 2024-25 25 Statutory ReportsFinancial State,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/5d9fd908-d0ce-44f8-8c1c-9fb0e4a7f5d1.pdf
CFO,Manish Desai,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/5d9fd908-d0ce-44f8-8c1c-9fb0e4a7f5d1.pdf
Managing Director,Sudip Ghose,"URTHER THAT the Board of Directors of the Company be and is hereby authorized to do all such acts, deeds, matters and thin",,"FY2021,FY2022,FY2024",exited,https://www.bseindia.com/bseplus/AnnualReport/507880/69080507880.pdf
CFO,Neetu Kashiramka,,,"FY2021,FY2022,FY2024",exited,https://www.bseindia.com/bseplus/AnnualReport/507880/69080507880.pdf
