role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Abhishek Goyal,,,"FY2022,FY2024,FY2025,FY2026",current,https://www.bseindia.com/bseplus/AnnualReport/532808/75209532808.pdf
Chairman,Ashwini Agarwal,,,FY2024–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/6dba4fa5-f7e0-4441-9e7a-a354a3ced747.pdf
Chairman,Deepak Kumar Seth,,,FY2024–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/6dba4fa5-f7e0-4441-9e7a-a354a3ced747.pdf
Chairman,Pallab Banerjee,,,"FY2022,FY2024,FY2025,FY2026",current,https://www.bseindia.com/bseplus/AnnualReport/532808/75209532808.pdf
Chairman,Shifalli Seth,,,FY2025–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/bbc0dcd7-5c11-4c76-93c7-ffba2daaf41f.pdf
Managing Director,Pallab Banerjee,"Company, approval of the Members of the Company be and is hereby accorded for revision in remuneration of Mr. Pallab Ba",,FY2022–FY2026,current,https://www.bseindia.com/bseplus/AnnualReport/532808/75209532808.pdf
CFO,Narendra Kumar Somani,,,"FY2023,FY2026",current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/a4e0cf02-beee-46a7-af70-290ff259bc5e.pdf
CFO,Narendra Kumar Somani-,,,FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ddbad74a-077d-442c-8a55-b6bb27e7449f.pdf
CFO,Sanjay Gandhi,,,"FY2022,FY2024,FY2025,FY2026",current,https://www.bseindia.com/bseplus/AnnualReport/532808/75209532808.pdf
Chairman,Anil Nayar,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/532808/75209532808.pdf
Chairman,Deepak Seth,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/532808/75209532808.pdf
Chairman,Madhulika Bhupatkar,,,"FY2022,FY2024",exited,https://www.bseindia.com/bseplus/AnnualReport/532808/75209532808.pdf
Chairman,Pulkit Seth,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/532808/70479532808.pdf
Managing Director,Pallab Benerjee,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/532808/75209532808.pdf
Managing Director,Pulkit Seth,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/532808/70479532808.pdf
Managing Director,Shifalli Seth,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/532808/70479532808.pdf
