role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,"Devi Prasad 
Shetty","sociation of the Company, approval of the members be and is hereby accorded for the payment of revised remuneration of H",,FY2022–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/539551/74204539551.pdf
Chairman,Nachiket Mor,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/634348fb-a64f-4ecc-ac82-5b04813d788a.pdf
Chairman,Sharat Damodar,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/d0c2a0c1-0ae9-4d57-932c-f40d566829c3.pdf
Managing Director,Emmanuel Rupert,"employees, the details of which are required to be mentioned in the Board’s report. 40. SECRETARIAL STANDARDS The Compan",,FY2022–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/539551/74204539551.pdf
Managing Director,Nachiket Mor,"CSR activities to the extent of the prescribed limit under the Companies Act, 2013. Sd/- Sd/- Dr. Emmanuel Rupert Dr. Nach",,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/d0c2a0c1-0ae9-4d57-932c-f40d566829c3.pdf
CFO,"Sandhya 
JayaramanGroup",,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/d0c2a0c1-0ae9-4d57-932c-f40d566829c3.pdf
Chairman,Dinesh Krishna Swamy,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/d0c2a0c1-0ae9-4d57-932c-f40d566829c3.pdf
Chairman,Dinesh Krishnaswamy,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/fb504391-88ed-4f69-b8de-bbd56681f055.pdf
Chairman,Nachiket Madhusudan Mor,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/d0c2a0c1-0ae9-4d57-932c-f40d566829c3.pdf
Chairman,"Purna Kurkure 
Ex",,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/d0c2a0c1-0ae9-4d57-932c-f40d566829c3.pdf
Managing Director,Devi Prasad Shetty,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/fb504391-88ed-4f69-b8de-bbd56681f055.pdf
Managing Director,"Emmanuel Rupert      
 Chairman",,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/d0c2a0c1-0ae9-4d57-932c-f40d566829c3.pdf
Managing Director,Viren Prasad Shetty,"ociation of the Company, approval of the members be and is hereby accorded for the payment of revised remuneration of H",,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/539551/69307539551.pdf
Managing Director,Viren Shetty,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/539551/69307539551.pdf
