role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Ajai Kumar,,,FY2022–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/511196/74279511196.pdf
Chairman,Arvind Narayan Yennemadi,,,FY2023–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/14cde375-d492-418f-b74b-471fa36ae59b.pdf
Chairman,Debashish Mukherjee,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/511196/72884511196.pdf
Chairman,Murali Ramaswami,,,FY2023–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/14cde375-d492-418f-b74b-471fa36ae59b.pdf
Chairman,Shubhalakshmi Aamod Panse,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/a0d8a4f8-6fc2-45cb-bc1b-70cae7ee6f91.pdf
Managing Director,"Vikram Saha
Deputy","ne 04, 2023. Shri Suresh S Iyer is a graduate in B.Sc. (Statistics) and post-graduate in Business Administration (MBA-Fina",,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/961fab7f-f915-47f9-a583-dd31ce2808b3.pdf
CFO,Abhishek Mishra,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/a0d8a4f8-6fc2-45cb-bc1b-70cae7ee6f91.pdf
Chairman,Girish Kousgi,,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/511196/72884511196.pdf
Chairman,Lingam Venkata Prabhakar,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/511196/72884511196.pdf
Chairman,Naganathan Ganesan,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/511196/74279511196.pdf
Chairman,Satish Kumar Kalra,,,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/511196/74279511196.pdf
Chairman,Shubhalakshmi Panse,,,FY2022–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/511196/74279511196.pdf
Chairman,Yeluri Vijayanand,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/511196/72884511196.pdf
Managing Director,Ajay Kumar Singh,"r, Non-Executive and Independent Director, will be completed at conclusion of the ensuing Annual General Meeting of th",,FY2023–FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/14cde375-d492-418f-b74b-471fa36ae59b.pdf
Managing Director,Amitabh Chatterjee,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/961fab7f-f915-47f9-a583-dd31ce2808b3.pdf
Managing Director,"Amitabh Chatterjee
Deputy","ed CAFRAL Training Programme at USA Washington, University of Maryland and also attended SIBOS Program at Dubai and training for EDs at Ko",,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/511196/74279511196.pdf
Managing Director,Girish Kousgi,,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/511196/72884511196.pdf
Managing Director,Lingam Venkata Prabhakar,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/511196/72884511196.pdf
Managing Director,"Tapan 
Singhel",,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/511196/74279511196.pdf
CFO,Apurav Agarwal,"une 01, 2023)Shri Suresh S Iyer is a graduate in B.Sc. (Statistics) and Post graduate in Business Administration (MBA-Fin",,FY2023–FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/14cde375-d492-418f-b74b-471fa36ae59b.pdf
