role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Dhruv Prakash,,,"FY2023,FY2026",current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/77fe5099-871e-4d9d-84f9-a5c4c93a6acf.pdf
Chairman,Pallavi Dinodia Gupta,,,"FY2023,FY2026",current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/77fe5099-871e-4d9d-84f9-a5c4c93a6acf.pdf
Chairman,Vivek Narayan Gour,,,FY2022–FY2026,current,https://www.bseindia.com/bseplus/AnnualReport/542726/74710542726_06_09_22.pdf
Managing Director,Brijesh Kumar Agrawal,"HAT the Board (including any Committee thereof), be and is hereby authorized to alter/vary the amount of Compensation in",,"FY2022,FY2024,FY2026",current,https://www.bseindia.com/bseplus/AnnualReport/542726/74710542726_06_09_22.pdf
Managing Director,Dinesh Chandra Agarwal,"HAT the Board (including any Committee thereof), be and is hereby authorized to alter/ vary the amount of Compensation i",,"FY2022,FY2023,FY2024,FY2026",current,https://www.bseindia.com/bseplus/AnnualReport/542726/74710542726_06_09_22.pdf
Managing Director,Manoj Bhargava,rate Affairs related to the Director proposed to be re-appointed is annexed to the Notice convening the 27th AGM. Exce,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=63748427-df36-415f-b060-bf630894730f.pdf
CFO,Jitin Diwan,rate Affairs related to the Director proposed to be re-appointed is annexed to the Notice convening the 27th AGM. Exce,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=63748427-df36-415f-b060-bf630894730f.pdf
Chairman,Elizabeth Lucy Chapman,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/542726/74710542726_06_09_22.pdf
Chairman,Rajesh Sawhney,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/77fe5099-871e-4d9d-84f9-a5c4c93a6acf.pdf
CFO,Prateek Chandra,,,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/542726/74710542726_06_09_22.pdf
