role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Malvika Sinha,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/f96591af-b834-49d8-9bed-3ec71ec9a52d.pdf
Chairman,Sandeep Kumar Gupta,"gineering graduate from NIT Silchar and holds an MBA in Operations Management. Prior to joining MGL, he served as Executi","oard of MGL in 2018. With over 31 years of experience in the hydrocarbon sector, Mr. Shinghal has exten",FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/2457a37f-b55c-43e0-ae16-b6564a5cc9a2.pdf
Managing Director,"Ashu 
Shinghal",,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/2457a37f-b55c-43e0-ae16-b6564a5cc9a2.pdf
Managing Director,Sanjay Shende,,,"FY2021,FY2024,FY2025",current,https://www.bseindia.com/bseplus/AnnualReport/539957/71145539957.pdf
Managing Director,"Sanjay Shende 
Deputy",Gupta has been conferred with accolades such as “CA CFO – Large Corporate – Manufacturing and Infrastructure Category” a,,"FY2022,FY2024,FY2025",current,https://www.bseindia.com/bseplus/AnnualReport/539957/73973539957.pdf
CFO,Rajesh Patel,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/2457a37f-b55c-43e0-ae16-b6564a5cc9a2.pdf
Chairman,Baldev Singh,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/539957/71145539957.pdf
Chairman,"Manoj 
Jain",,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/539957/71145539957.pdf
Chairman,Venkatraman Srinivasan,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/539957/71145539957.pdf
Managing Director,"Deepak Sawant  
Deputy",,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/539957/73973539957.pdf
Managing Director,Sanjib Datta,,e Director. He has more than 35 years of experience in handling multifarious assignments in the natu,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/539957/71145539957.pdf
