role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Dileep Kumar Jain,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/2acb789e-8958-4c5d-8131-d0677177f399.pdf
Chairman,Dinesh Navnitlal Modi,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/2acb789e-8958-4c5d-8131-d0677177f399.pdf
Chairman,"Satish 
Waman WaghExecutive",,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/2acb789e-8958-4c5d-8131-d0677177f399.pdf
Chairman,"Satish 
Waman WaghExecutive-",,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/2acb789e-8958-4c5d-8131-d0677177f399.pdf
Chairman,Satish Waman Wagh,,,FY2022–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/543434/74546543434.pdf
Managing Director,"Saloni 
Satish WaghExecutive",,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/2acb789e-8958-4c5d-8131-d0677177f399.pdf
Managing Director,"Saloni 
Satish WaghExecutive-",,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/2acb789e-8958-4c5d-8131-d0677177f399.pdf
Managing Director,Saloni Satish Wagh,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ce151741-396c-411a-8399-f36911dcf9a7.pdf
Managing Director,Saloni Wagh,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/2acb789e-8958-4c5d-8131-d0677177f399.pdf
Managing Director,"Shivani 
Satish WaghExecutive",,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/2acb789e-8958-4c5d-8131-d0677177f399.pdf
Managing Director,"Shivani 
Satish WaghExecutive-",,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/2acb789e-8958-4c5d-8131-d0677177f399.pdf
Managing Director,Shivani Satish Wagh,a Master’s degree in Chemical Engineering and a Ph.D. in Chemical Engineering. He is the Director of Indian Insititute of,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/2acb789e-8958-4c5d-8131-d0677177f399.pdf
CFO,Ganapati Dadasaheb Yadav,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/2acb789e-8958-4c5d-8131-d0677177f399.pdf
CFO,Krishna Raghunathan,,,FY2023–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/04140113-39f5-4d78-93ac-9f3288a63bae.pdf
CFO,Prachi Sathe,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/2acb789e-8958-4c5d-8131-d0677177f399.pdf
Chairman,Satish Wagh,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ce151741-396c-411a-8399-f36911dcf9a7.pdf
CEO,Kedar Shankar Karmarkar,,,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/543434/74546543434.pdf
CEO,Rajeev Kumar Jain,,,FY2023–FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/04140113-39f5-4d78-93ac-9f3288a63bae.pdf
CEO,Shireesh Ambhaikar,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/04140113-39f5-4d78-93ac-9f3288a63bae.pdf
CFO,Ashish Nayak,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/04140113-39f5-4d78-93ac-9f3288a63bae.pdf
CFO,Kedar Shankar Karmarkar,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ce151741-396c-411a-8399-f36911dcf9a7.pdf
CFO,Rajeev Kumar Jain,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/04140113-39f5-4d78-93ac-9f3288a63bae.pdf
CFO,Shireesh Bhalchandra Ambhaikar,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/543434/74546543434.pdf
